respond_id,collector_id,start_date,end_date,ip_address,consent,eagle_reference,age18,attempt_us,attempt_ca,find_out,find_out_other,see,first_time,date_first,location,number_of_attempts,leave_home_code,home_code,observation_duration,private_vehicle,rental_vehicle,plane,train,other_transport,carpool,number_passengers,primary_purpose,overnight,n_nights,accomodation_friend,accomodation_hotel,accomodation_campground,accomodation_airbnb,accomodation_vrbo,accomodation_none,accomodation_other,accomodation_location,eat,dine_fast_food,dine_fast_casual,dine_sit_down,dine_other,number_dine_out,list_life,list_country,list_state,list_province,list_county,list_ebird,list_idk,list_none,list_other,motivation_photography,motivation_rarity,motivation_vagrant,motivation_life_list,motivation_unlikely,motivation_other,birding_experience,birding_time,bird_organization,gas_cost,gas_cost_new,airfare_cost,airfare_cost_new,meal_cost,meal_cost_new,lodging_cost,lodging_cost_new,donation5,donation25,donation50,donation75,donation100,donation200,age,gender,gender_other,race,marital_status,marital_status_other,hourly_wage,highest_education,highest_education_other,employment_status,twitch_frequency,other_birding,other_nature,other_nature_01,other_nature_02,other_nature_03,puffin_tour,revisit,ebird,other_database,other_database_name,twitter,facebook,n_birders_visit1,n_birders_visit2,n_birders_visit3,comments
13289754099,414399709,2022-01-27T10:45:32Z,2022-01-27T10:52:12Z,216.21.197.18,"I agree, start questionnaire",I understand,Yes,Yes,No,Twitter post,NA,Yes,Yes,01-Jan-22,"Georgetown, Maine",One,Yes,1035,300,Private vehicle,NA,NA,NA,NA,No,NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,Packed food for all meals,NA,NA,NA,NA,NA,Life list,Country list,NA,NA,County list,I only keep lists on eBird,NA,NA,NA,Wildlife photography,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",Adding a species to your life list,Unlikely you would encounter the bird again,NA,Expert birder (can identify >300 bird species without a field guide),10,Yes,50,50.00,NA,,NA,,NA,,Yes,Yes,Yes,Yes,No,No,25-34,Man,NA,White or Caucasian,Married,NA,15,Master's degree or equivalent,NA,Employed - full time,1-3 times,Yes,Yes,Birding,NA,NA,No,Neither likely nor unlikely,Yes,No,NA,Yes,No,200,NA,NA,"Lots of mention of Twitter, but Instagram has also been very useful for this! Instagram stories were where I first heard of the bird (in MA)."
13289744283,414399709,2022-01-27T10:41:46Z,2022-01-27T10:50:09Z,173.76.176.115,"I agree, start questionnaire",I understand,Yes,Yes,No,Facebook page,NA,Yes,Yes,20-Dec-21,"Dighton, MA",One,Yes,2360,360,Private vehicle,NA,NA,NA,NA,No,NA,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,Both: made meals and ate out,Fast food,NA,NA,NA,1,Life list,Country list,State list,NA,County list,I only keep lists on eBird,NA,NA,NA,NA,NA,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",NA,NA,NA,Expert birder (can identify >300 bird species without a field guide),29,Yes,20,20.00,na,,10,10.00,0,0.00,Yes,Yes,Yes,Yes,Yes,No,45-54,Woman,NA,White or Caucasian,Married,NA,21,Master's degree or equivalent,NA,Employed - part time,>10 times,Yes,No,NA,NA,NA,No,Neither likely nor unlikely,Yes,No,NA,Yes,Yes,250,NA,NA,NA
13289758716,414399709,2022-01-27T10:47:10Z,2022-01-27T10:48:06Z,98.127.89.23,"I agree, start questionnaire",I understand,Yes,Yes,No,Friend,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13289725190,414399709,2022-01-27T10:35:12Z,2022-01-27T10:44:40Z,24.31.133.100,"I agree, start questionnaire",I understand,Yes,Yes,No,"News outlet (video clip, article, etc.)",NA,Yes,Yes,22-Jan-22,4554,One,No,4554,30,Private vehicle,NA,NA,NA,NA,No,NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I don't keep bird lists,NA,NA,Rarity of the species,NA,NA,NA,NA,Beginner birder (can identify <100 bird species without a field guide),65,No,0,0.00,NA,,0,0.00,0,0.00,Yes,Yes,Yes,No,No,No,65+,Woman,NA,White or Caucasian,Married,NA,0,Other (please specify),Associates Degree,Retired,"Less than once a year, on average",No,No,NA,NA,NA,No,Very likely,No,No,NA,No,No,200,NA,NA,NA
13289735616,414399709,2022-01-27T10:38:59Z,2022-01-27T10:44:16Z,24.198.100.72,"I agree, start questionnaire",I understand,Yes,Yes,No,Local birding group,NA,Yes,Yes,15-Jan-22,"Boothbay Harbor, Maine",One,Yes,4468,180,Private vehicle,NA,NA,NA,NA,No,0,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,NA,Both: made meals and ate out,NA,Fast Casual,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,I don't keep bird lists,NA,NA,NA,NA,NA,Unlikely you would encounter the bird again,NA,Beginner birder (can identify <100 bird species without a field guide),8 years,No,$40 ,40.00,NA,,$20 ,20.00,NA,,Yes,Yes,No,No,No,No,25-34,Woman,NA,White or Caucasian,Single,NA,$11 ,Bachelor's degree or equivalent,NA,Student,"Less than once a year, on average",Yes,No,NA,NA,NA,No,Neither likely nor unlikely,No,No,NA,No,No,70,NA,NA,NA
13289724136,414399709,2022-01-27T10:35:04Z,2022-01-27T10:42:55Z,70.107.180.168,"I agree, start questionnaire",I understand,Yes,Yes,No,Local birding group,NA,Yes,Yes,13-Jan-22,"Boothby, Maine",One,Yes,10562,45,Private vehicle,NA,NA,NA,NA,Yes,3,Yes,Yes,1,NA,Hotel/Motel/Inn,NA,NA,NA,NA,NA,4011,Brought own snacks but ate main meals out,NA,NA,Sit down,NA,2,Life list,NA,NA,NA,County list,NA,NA,NA,ebird list,NA,NA,NA,Adding a species to your life list,NA,NA,Intermediate birder (can identify >100 but <300 bird species without a field guide),12,Yes,0,0.00,NA,,150,150.00,89,89.00,Yes,Yes,Yes,No,No,No,55-64,Woman,NA,White or Caucasian,Other (please specify),widow,0,Doctoral degree or equivalent,NA,Retired,8-10 times,Yes,Yes,geocaching,NA,NA,No,Somewhat unlikely,Yes,No,NA,No,Yes,40,20,NA,NA
13289683593,414399709,2022-01-27T10:21:12Z,2022-01-27T10:38:21Z,174.197.128.126,"I agree, start questionnaire",I understand,Yes,Yes,No,Friend,NA,Yes,Yes,21-Jan-22,"Boothbay, Maine & Pemaquid (Bristol), Maine",One,Yes,11226,80,Private vehicle,NA,NA,NA,NA,Yes,4,Yes,Yes,3,Friend/relative's home,NA,NA,NA,NA,NA,NA,4860,Both: made meals and ate out,Fast food,NA,Sit down,Grocery store,5,Life list,Country list,State list,NA,County list,I only keep lists on eBird,NA,NA,NA,NA,NA,NA,NA,NA,"Rarity and vagrant status, and, importantly, the bird itself being a fantastic bird - if it were rarer but less charismatic/coveted, I perhaps would not have made the trip",Expert birder (can identify >300 bird species without a field guide),25,Yes,30,30.00,NA,,100,100.00,0,0.00,Yes,Yes,Yes,Yes,Yes,No,35-44,Man,NA,White or Caucasian,Single,NA,NA,Bachelor's degree or equivalent,NA,Employed - full time,1-3 times,Yes,Yes,Birding,NA,NA,No,Neither likely nor unlikely,Yes,No,NA,No,Yes,60,NA,NA,"The question about fee to view the eagle is not that applicable here, since merely going did not guarantee a view. Those questions should be modified to say “if you were guaranteed to see the eagle…”. However, the uncertainty of the chase and the mobility of the bird had great appeal in and of itself."
13289708368,414399709,2022-01-27T10:29:50Z,2022-01-27T10:37:32Z,198.255.237.149,"I agree, start questionnaire",I understand,Yes,Yes,No,Local birding group,NA,Yes,Yes,31-Dec-21,"Georgetown, Maine",One,Yes,4103,60,Private vehicle,NA,NA,NA,NA,No,NA,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,NA,Packed food for all meals,NA,NA,NA,NA,0,Life list,Country list,State list,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unlikely you would encounter the bird again,NA,Intermediate birder (can identify >100 but <300 bird species without a field guide),32,Yes,20,20.00,NA,,0,0.00,0,0.00,Yes,Yes,No,No,No,No,35-44,Man,NA,White or Caucasian,Single,NA,$40 ,Master's degree or equivalent,NA,Employed - full time,1-3 times,Yes,Yes,Hiking,NA,NA,No,Very likely,Yes,Yes,Maine Bird Atlas,Yes,Yes,30,NA,NA,NA
13289696479,414399709,2022-01-27T10:25:42Z,2022-01-27T10:32:05Z,131.239.61.89,"I agree, start questionnaire",I understand,Yes,Yes,No,Facebook page,NA,No,I did not see the eagle,NA,Massachusetts and Maine,Two,Yes,1719,800,Private vehicle,NA,NA,NA,NA,No,NA,Yes,Yes,1,Friend/relative's home,NA,NA,NA,NA,NA,NA,Wiscasset/Maine,Brought own snacks but ate main meals out,NA,Fast Casual,NA,NA,2,Life list,Country list,State list,NA,County list,NA,NA,NA,NA,NA,NA,NA,NA,Unlikely you would encounter the bird again,NA,Intermediate birder (can identify >100 but <300 bird species without a field guide),15 years,Yes,$50 ,50.00,Na,,$20 ,20.00,NA,,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13289494795,414399709,2022-01-27T09:12:08Z,2022-01-27T10:30:38Z,69.255.166.88,"I agree, start questionnaire",I understand,Yes,Yes,No,Facebook page,NA,Yes,Yes,01/16/2022,4544,One,Yes,21217,150,NA,Rental vehicle,Plane,NA,NA,No,0,Yes,Yes,2,NA,Hotel/Motel/Inn,NA,NA,NA,NA,NA,4538,Primarily ate out (dine-in and/or take-out),NA,NA,Sit down,1) I went to sit-down restaurants but only for take-out. 2) also ate from motel breakfast 3) snacks from convenience stores.,2,NA,NA,NA,NA,NA,I only keep lists on eBird,NA,NA,I care about my county/state/country/life lists but only track on eBird,Wildlife photography,Rarity of the species,NA,Adding a species to your life list,Unlikely you would encounter the bird again,NA,Intermediate birder (can identify >100 but <300 bird species without a field guide),8 months,Yes,100,100.00,185,185.00,100,100.00,300,300.00,Yes,Yes,Yes,Yes,Yes,No,25-34,Man,NA,White or Caucasian,Single,NA,52,Master's degree or equivalent,NA,Employed - full time,8-10 times,Yes,Yes,"Ocean Point Walk, Boothbay, ME","Birding at East End Beach, Portland, ME",NA,No,Very likely,Yes,No,NA,No,Yes,125,NA,NA,I didn’t book a puffin tour but I 100% intend to.
13289673593,414399709,2022-01-27T10:17:58Z,2022-01-27T10:28:16Z,69.142.16.93,"I agree, start questionnaire",I understand,Yes,Yes,No,Twitter post,NA,Yes,Yes,31-Dec-21,4548,Two,Yes,8724,120,Private vehicle,NA,NA,NA,NA,Yes,3,Yes,Yes,1,Friend/relative's home,NA,NA,NA,NA,NA,NA,4103,Brought own snacks but ate main meals out,NA,NA,Sit down,NA,1,Life list,Country list,State list,Province list,County list,I only keep lists on eBird,NA,NA,NA,NA,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",Adding a species to your life list,Unlikely you would encounter the bird again,NA,Expert birder (can identify >300 bird species without a field guide),7,Yes,60,60.00,NA,,40,40.00,0,0.00,Yes,Yes,Yes,Yes,Yes,Yes,18-24,Man,NA,White or Caucasian,Single,NA,$16.50 ,Bachelor's degree or equivalent,NA,Employed - full time,>10 times,Yes,Yes,Birding at Reid State Park,NA,NA,No,Somewhat likely,Yes,No,NA,Yes,No,400,300,NA,NA
13289611479,414399709,2022-01-27T09:56:05Z,2022-01-27T10:07:20Z,69.204.225.199,"I agree, start questionnaire",I understand,Yes,Yes,No,Facebook page,NA,Yes,Yes,Jan-23-2022,Maine,One,Yes,11375,107,Private vehicle,NA,NA,NA,NA,No,NA,Yes,Yes,2,NA,Hotel/Motel/Inn,NA,NA,NA,NA,NA,4556,Both: made meals and ate out,NA,Fast Casual,Sit down,NA,2,Life list,NA,State list,NA,NA,NA,NA,NA,NA,NA,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",Adding a species to your life list,Unlikely you would encounter the bird again,NA,Expert birder (can identify >300 bird species without a field guide),20,Yes,80,80.00,NA,,100,100.00,300,300.00,Yes,Yes,Yes,Yes,Yes,Yes,65+,Woman,NA,White or Caucasian,Single,NA,retired,Master's degree or equivalent,NA,Retired,4-7 times,Yes,No,NA,NA,NA,No,Somewhat likely,Yes,No,NA,No,Yes,60,NA,NA,"I would have eaten out more & spent more on meals if more places were open. Not only were restaurants closed for the season, they were almost all closed Monday night!"
13289607520,414399709,2022-01-27T09:52:48Z,2022-01-27T10:06:53Z,104.162.92.71,"I agree, start questionnaire",I understand,Yes,Yes,No,"News outlet (video clip, article, etc.)",NA,Yes,Yes,14-Jan-22,Boothbay Harbor Maine,One,Yes,11218,25,Private vehicle,NA,NA,NA,NA,No,NA,Yes,Yes,2,NA,Hotel/Motel/Inn,NA,NA,NA,NA,NA,Boothbay Harbor Maine,Primarily ate out (dine-in and/or take-out),NA,NA,Sit down,NA,3,Life list,NA,State list,NA,County list,I only keep lists on eBird,NA,NA,NA,NA,Rarity of the species,NA,NA,Unlikely you would encounter the bird again,NA,Intermediate birder (can identify >100 but <300 bird species without a field guide),6 years,Yes,$80 ,80.00,Na,,$150 ,150.00,$215 ,215.00,Yes,Yes,No,No,No,No,55-64,Man,NA,White or Caucasian,Married,NA,$75 ,Bachelor's degree or equivalent,NA,Employed - full time,"Less than once a year, on average",Yes,No,NA,NA,NA,No,Very likely,Yes,No,NA,Yes,Yes,40,60,NA,Hard to say how much I would have donated to see the eagle
13289302167,414399709,2022-01-27T07:57:48Z,2022-01-27T10:06:24Z,71.162.218.242,"I agree, start questionnaire",I understand,Yes,Yes,No,eBird,NA,Yes,Yes,16-Jan-22,Boothbay Harbor/ME,Two,Yes,19072,2000,Private vehicle,NA,NA,NA,NA,Yes,2,Yes,Yes,3,NA,Hotel/Motel/Inn,NA,NA,NA,NA,NA,Edgecombe/ME,Brought own snacks but ate main meals out,NA,Fast Casual,Sit down,NA,5,Life list,Country list,State list,NA,NA,I only keep lists on eBird,NA,NA,NA,Wildlife photography,Rarity of the species,NA,Adding a species to your life list,Unlikely you would encounter the bird again,NA,Intermediate birder (can identify >100 but <300 bird species without a field guide),"10+ years, off and on",Yes,$250 ,250.00,NA,,$80 ,80.00,$450 ,450.00,Yes,Yes,Yes,Yes,Yes,No,45-54,Woman,NA,White or Caucasian,Married,NA,NA,Doctoral degree or equivalent,NA,Employed - full time,>10 times,Yes,No,NA,NA,NA,No,Somewhat likely,Yes,No,NA,No,No,50,170,NA,NA
13289562535,414399709,2022-01-27T09:33:36Z,2022-01-27T10:02:57Z,107.77.224.215,"I agree, start questionnaire",I understand,Yes,Yes,No,"News outlet (video clip, article, etc.)",NA,Yes,Yes,22-Jan-22,"Bristol, Maine",One,Yes,6401,140,Private vehicle,NA,NA,NA,NA,Yes,2,Yes,Yes,2,NA,Hotel/Motel/Inn,NA,NA,NA,NA,NA,"Portsmouth, NH and Boothbay, ME",Primarily ate out (dine-in and/or take-out),NA,Fast Casual,Sit down,Brewery,5,Life list,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",NA,Unlikely you would encounter the bird again,NA,Intermediate birder (can identify >100 but <300 bird species without a field guide),3,No,$95.00 ,95.00,NA,,250,250.00,280,280.00,Yes,Yes,No,No,No,No,25-34,Woman,NA,White or Caucasian,Single,NA,22,Master's degree or equivalent,NA,Employed - full time,"Less than once a year, on average",Yes,Yes,Scenic/Coastal drive,Viewing birds at Pemaquid Lighthouse,NA,No,Likely,Yes,No,NA,No,No,300,NA,NA,Posted on Instagram about seeing eagle
13289599999,414399709,2022-01-27T09:51:46Z,2022-01-27T10:01:33Z,71.56.24.209,"I agree, start questionnaire",I understand,Yes,Yes,No,Other (please specify),Fantasy Birding,Yes,Yes,January-22-2022,"Boothbay Harbor, ME",One,Yes,30083,40,Private vehicle,NA,Plane,NA,NA,Yes,3,Yes,Yes,3,Friend/relative's home,Hotel/Motel/Inn,NA,NA,NA,NA,NA,"Boothbay Harbor, ME and Townsend, MA",Brought own snacks but ate main meals out,Fast food,NA,Sit down,NA,6,Life list,Country list,State list,NA,NA,NA,NA,NA,NA,Wildlife photography,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",Adding a species to your life list,NA,NA,Expert birder (can identify >300 bird species without a field guide),17 years,Yes,O,0.00,230,230.00,150,150.00,170,170.00,Yes,Yes,Yes,No,No,No,35-44,Woman,NA,Hispanic or Latino,Single,NA,45,Doctoral degree or equivalent,NA,Employed - full time,1-3 times,Yes,No,NA,NA,NA,No,Very likely,Yes,No,NA,No,Yes,150,NA,NA,NA
13289556712,414399709,2022-01-27T09:34:52Z,2022-01-27T09:51:06Z,99.181.14.129,"I agree, start questionnaire",I understand,Yes,Yes,No,eBird,NA,Yes,Yes,"Monday, January 24, 2022",4575,Two,Yes,32073,600,NA,Rental vehicle,Plane,NA,NA,No,NA,Yes,Yes,3,NA,Hotel/Motel/Inn,NA,NA,NA,NA,NA,4538,Primarily ate out (dine-in and/or take-out),NA,NA,Sit down,NA,3,Life list,NA,NA,NA,NA,I only keep lists on eBird,NA,NA,NA,NA,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",NA,NA,NA,Intermediate birder (can identify >100 but <300 bird species without a field guide),2,Yes,40,40.00,450,450.00,300,300.00,450,450.00,NA,NA,NA,NA,NA,NA,35-44,Woman,NA,White or Caucasian,Single,NA,30,Bachelor's degree or equivalent,NA,Employed - full time,4-7 times,Yes,Yes,Hiking,NA,NA,No,Very likely,Yes,Yes,Steller Sea Eagle GroupMe Chat,No,Yes,20-30,20-30,20-30,"Seeing a bird should always be free, like the bird itself. I think discussion of donations to see a bird is silly and fundamentally against the nature of birding. I don’t mind contributing to local communities ever, but please do not consider asking for donations to see a bird."
13289536431,414399709,2022-01-27T09:26:41Z,2022-01-27T09:49:22Z,71.233.59.121,"I agree, start questionnaire",I understand,Yes,Yes,No,Friend,NA,No,I did not see the eagle,NA,"02715, 02725, 04548",Three or more,Yes,1510,0,Private vehicle,NA,NA,NA,NA,No,NA,Yes,Yes,1,NA,Hotel/Motel/Inn,NA,NA,NA,NA,NA,4011,Primarily ate out (dine-in and/or take-out),Fast food,NA,Sit down,NA,3,Life list,NA,NA,NA,NA,I only keep lists on eBird,NA,NA,NA,NA,Rarity of the species,NA,NA,NA,NA,Intermediate birder (can identify >100 but <300 bird species without a field guide),10,Yes,80,80.00,NA,,60,60.00,90,90.00,Yes,Yes,Yes,Yes,Yes,No,65+,Man,NA,White or Caucasian,Married,NA,"NA , retired",Bachelor's degree or equivalent,NA,Retired,8-10 times,Yes,Yes,Stopped to observe birds at different locations on the drive up,Stopped to observe birds at different locations on the way home,NA,No,Somewhat likely,Yes,No,NA,No,No,200,200,200,"I made two day trips to southeastern MA to try to see the eagle.  I made an overnight trip to the Georgetown ME area to look for the eagle.  I never saw the eagle, so I answered your question about time spent observing the eagle as zero.  If your intention was to ask how much time I spent looking for the eagle, the answer is a total of approximately 18 hours."
13289568538,414399709,2022-01-27T09:39:08Z,2022-01-27T09:47:34Z,174.212.36.161,"I agree, start questionnaire",I understand,Yes,Yes,No,eBird,NA,Yes,Yes,15-Jan-22,"Bath, Maine",Two,Yes,19380,280,NA,Rental vehicle,Plane,NA,NA,Yes,2,Yes,Yes,3,NA,Hotel/Motel/Inn,NA,NA,NA,NA,NA,"Bath, ME",Primarily ate out (dine-in and/or take-out),NA,Fast Casual,Sit down,NA,4,Life list,Country list,State list,NA,County list,NA,NA,NA,NA,NA,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",NA,NA,NA,Expert birder (can identify >300 bird species without a field guide),25,Yes,$100 ,100.00,$280 ,280.00,$100 ,100.00,$170 ,170.00,Yes,Yes,No,No,No,No,25-34,Man,NA,White or Caucasian,Married,NA,$85 ,Master's degree or equivalent,NA,Employed - full time,>10 times,Yes,No,NA,NA,NA,No,Unlikely,Yes,No,NA,No,Yes,60,400,100,NA
13289292542,414399709,2022-01-27T07:53:34Z,2022-01-27T09:44:08Z,76.28.33.250,"I agree, start questionnaire",I understand,Yes,Yes,No,"News outlet (video clip, article, etc.)",NA,Yes,Yes,08-Jan-22,"Five Islands, Maine, Reid State Park, Boothhday Harbor, Maine",Three or more,Yes,4011,60,Private vehicle,NA,NA,NA,NA,Yes,2,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both: made meals and ate out,NA,NA,NA,Sandwich take out,2,NA,NA,NA,NA,NA,NA,NA,I don't keep bird lists,NA,NA,NA,NA,NA,Unlikely you would encounter the bird again,NA,Beginner birder (can identify <100 bird species without a field guide),20,Yes,10,10.00,Na,,40,40.00,0,0.00,Yes,Yes,Yes,No,No,No,65+,Woman,NA,White or Caucasian,Married,NA,Retired,Master's degree or equivalent,NA,Retired,"Less than once a year, on average",Yes,Yes,Hiking,NA,NA,No,Somewhat likely,No,No,NA,No,No,30,100,200,We live in the area.  The bird had us visit Boothbay several more times than we would have otherwise.
13289314613,414399709,2022-01-27T08:03:06Z,2022-01-27T09:39:17Z,73.196.192.210,"I agree, start questionnaire",I understand,Yes,Yes,No,Facebook page,NA,Yes,Yes,22-Jan-22,4558,Two,Yes,8826,45,Private vehicle,NA,NA,NA,NA,Yes,4,Yes,Yes,2,NA,Hotel/Motel/Inn,NA,NA,NA,NA,NA,4011,Brought own snacks but ate main meals out,NA,NA,Sit down,NA,3,Life list,Country list,State list,Province list,County list,I only keep lists on eBird,NA,NA,NA,NA,Rarity of the species,NA,NA,NA,NA,Expert birder (can identify >300 bird species without a field guide),6,No,140,140.00,NA,,140,140.00,200,200.00,Yes,Yes,Yes,Yes,Yes,No,55-64,Man,NA,White or Caucasian,Married,NA,100,Master's degree or equivalent,NA,Employed - full time,4-7 times,Yes,No,NA,NA,NA,No,Very likely,Yes,No,NA,No,Yes,60,200,NA,NA
13289470247,414399709,2022-01-27T08:59:38Z,2022-01-27T09:37:40Z,143.207.81.138,"I agree, start questionnaire",I understand,Yes,Yes,No,Facebook page,NA,Yes,Yes,01/08/2022,"Boothsbay, ME",One,Yes,49103,15,NA,Rental vehicle,Plane,NA,NA,Yes,2,Yes,Yes,3,NA,Hotel/Motel/Inn,NA,NA,NA,NA,NA,4578,Brought own snacks but ate main meals out,NA,NA,Sit down,NA,3,NA,NA,NA,NA,NA,I only keep lists on eBird,NA,NA,NA,NA,NA,NA,NA,Unlikely you would encounter the bird again,NA,Expert birder (can identify >300 bird species without a field guide),15,Yes,60,60.00,200,200.00,200,200.00,350,350.00,Yes,Yes,Yes,Yes,Yes,Yes,45-54,Woman,NA,White or Caucasian,Single,NA,20,Bachelor's degree or equivalent,NA,Employed - full time,"Less than once a year, on average",Yes,Yes,Sea watch for an afternoon,Hiking trails nearby,NA,No,Very likely,No,No,NA,No,No,30,NA,NA,NA
13289551367,414399709,2022-01-27T09:32:49Z,2022-01-27T09:35:39Z,108.183.177.103,"I agree, start questionnaire",I understand,Yes,Yes,No,Twitter post,NA,Yes,Yes,31-Dec-21,Georgetown Maine,One,Yes,4901,90,Private vehicle,NA,NA,NA,NA,Yes,2,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,Na,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13289442490,414399709,2022-01-27T08:52:59Z,2022-01-27T09:29:44Z,76.179.99.216,"I agree, start questionnaire",I understand,Yes,Yes,No,Local birding group,NA,Yes,Yes,02-Jan-22,"Georgetown, Maine",One,Yes,4038,15,Private vehicle,NA,NA,NA,NA,Yes,3,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primarily ate out (dine-in and/or take-out),NA,Fast Casual,NA,NA,1,NA,NA,NA,NA,NA,I only keep lists on eBird,NA,NA,NA,NA,Rarity of the species,NA,NA,Unlikely you would encounter the bird again,Fun adventure with kids,Beginner birder (can identify <100 bird species without a field guide),5,No,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13289518637,414399709,2022-01-27T09:21:05Z,2022-01-27T09:28:57Z,73.29.116.187,"I agree, start questionnaire",I understand,Yes,Yes,No,Facebook page,NA,Yes,Yes,08-Jan-21,"Boothbay Harbor, Maine",Three or more,Yes,8210,75,Private vehicle,Rental vehicle,NA,NA,NA,Yes,4,Yes,Yes,3,Friend/relative's home,NA,NA,NA,NA,NA,NA,4860,Primarily ate out (dine-in and/or take-out),NA,Fast Casual,Sit down,NA,8,NA,NA,NA,NA,NA,I only keep lists on eBird,NA,NA,NA,NA,Rarity of the species,NA,NA,NA,NA,Expert birder (can identify >300 bird species without a field guide),25,Yes,150,150.00,NA,,200,200.00,0,0.00,Yes,Yes,Yes,Yes,Yes,Yes,25-34,Man,NA,White or Caucasian,Single,NA,30,Bachelor's degree or equivalent,NA,Employed - full time,>10 times,Yes,Yes,hiking,botanizing (identifying conifers),NA,No,Neither likely nor unlikely,Yes,No,NA,No,Yes,70,50,NA,"Great idea - I imagine this single bird has had a huge cumulative economic impact, and I look forward to seeing your results."
13289489563,414399709,2022-01-27T09:10:21Z,2022-01-27T09:23:25Z,165.155.171.57,"I agree, start questionnaire",I understand,Yes,Yes,No,Facebook page,NA,Yes,Yes,"January 8th, 2022","Boothbay Harbor, Maine",One,Yes,10025,100,Private vehicle,NA,NA,NA,NA,Yes,1 (2 on return trip),Yes,Yes,1,NA,Hotel/Motel/Inn,NA,NA,NA,NA,NA,"Freeport, Maine",Brought own snacks but ate main meals out,NA,NA,Sit down,NA,1,Life list,Country list,State list,NA,County list,NA,NA,NA,"Patch List, Yard List",NA,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",Adding a species to your life list,Unlikely you would encounter the bird again,Life long dream species,Expert birder (can identify >300 bird species without a field guide),29 years,Yes,$135 ,135.00,N/A,,$60 ,60.00,$70 ,70.00,Yes,Yes,Yes,Yes,Yes,No,25-34,Man,NA,White or Caucasian,Single,NA,$25 ,Master's degree or equivalent,NA,Employed - full time,>10 times,Yes,Yes,Visited Pemaquid Point to seawatch,NA,NA,No,Very likely,Yes,Yes,iNaturalist,Yes,Yes,75,NA,NA,"I worked for Project Puffin in 2014, and part of my duties included narrating puffin tours out of Boothbay Harbor. I know the area well, and that impacted my decisions about where to eat and stop after viewing the sea-eagle. I also wrote an account of my story for the blog Nemesis Bird, where I am a regular contributor: https://nemesisbird.com/birding/sea-eagle-saga/ . Thanks for setting up this survey, I look forward to hearing about the results!"
