respondent_ID,IP_Address,bad_response,first_date,date_text,location_attempt,how_many_trips,leave_home,home_zip,minutes_observed,travel_mode_1,travel_mode_2,travel_mode_3,travel_mode_4,travel_mode_5,carpool,carpool_count,primary_purpose,overnight,overnight_count,accomodation_1,accomodation_2,accomodation_3,accomodation_4,accomodation_5,accomodation_6,accomodation_7,accomodation_location,food,dining_type_1,dining_type_2,dining_type_3,dining_type_4,dine_out_count,bird_list_1,bird_list_2,bird_list_3,bird_list_4,bird_list_5,bird_list_6,bird_list_7,bird_list_8,bird_list_9,motivation_1,motivation_2,motivation_3,motivation_4,motivation_5,motivation_6,birding_experience,years_birding,bird_org,gas_expense,airfare_expense,meal_expense,accomodation_expense,donation_5,donation_25,donation_50,donation_75,donation_100,donation_200,age,gender_1,gender_2,race,marital_status_1,marital_status_2,hourly_wage,education_1,education_2,employment_status,vagrant_travel_freq,other_birding,other_natural,natural_activities_1,natural_activities_2,natural_activities_3,puffin,revist,ebird,other_database,which_other_database,twitter,facebook,how_many_other_birders_1,how_many_other_birders_2,how_many_other_birders_3
13290680931,98.11.1.106,,31-Dec-21,Dec-31-2021,"Five Islands, Maine",One,Yes,4046,60,Private vehicle,,,,,No,NA,Yes,No,0,,,,,,,I did not stay over,NA,Packed food for all meals,,,,,0,,,,,,I only keep lists on eBird,,,,,Rarity of the species,,,,,Beginner birder (can identify <100 bird species without a field guide),1,Yes,20,NA,0,0,Yes,Yes,Yes,No,No,No,35-44,Woman,,White or Caucasian,Single,,25,Doctoral degree or equivalent,,Student,"Less than once a, on average",Yes,No,,,,No,Somewhat likely,Yes,No,,No,Yes,100,,
13290658631,66.243.202.210,,2-Jan-22,Jan-02-2022,"Georgetown, Maine",One,Yes,4358,40,Private vehicle,,,,,Yes,2,Yes,No,0,,,,,,I did not use accommodations,,NA,Primarily ate out (dine-in and/or take-out),,,Sit down,,1,,,,,,,,I don't keep bird lists,,,Rarity of the species,,,,,I am not a birder (can identify a few species in my yard),0,No,5,Na,50,Na,Yes,Yes,No,No,No,No,55-64,Woman,,White or Caucasian,Married,,NA,Bachelor's degree or equivalent,,Retired,1-3 times,Yes,No,,,,No,Very likely,No,No,,No,Yes,75,,
13290677766,71.233.220.46,,21-Dec,Dec-01-2021,"Dighton, Massachusetts ",One,No,1742,55,Private vehicle,,,,,No,2,Yes,No,0,,,,,,I did not use accommodations,,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,
13290652226,12.226.161.18,,31-Dec-21,Dec-31-2021,"Georgetown, Maine",One,Yes,4937,180,Private vehicle,,,,,No,NA,Yes,No,0,,,,,,I did not use accommodations,,NA,Packed food for all meals,,,,,0,,,,,,,,I don't keep bird lists,,,Rarity of the species,,,,,Intermediate birder (can identify >100 but <300 bird species without a field guide),20,Yes,20,NA,0,0,Yes,Yes,Yes,Yes,No,No,,,,,,,NA,,,,,,,,,,,,,,,,,,,
13290640437,67.253.39.111,,13-Jan-22,Jan-13-2022,"Boothbay Harbor, Maine",Three or more,Yes,4537,120,Private vehicle,,,,,No,NA,Yes,No,NA,,,,,,,,NA,,,,,,0,,,State list,,,,,,,,Rarity of the species,,,Unlikely you would encounter the bird again,,Beginner birder (can identify <100 bird species without a field guide),2,No,5,N/A,N/A,N/A,Yes,Yes,No,No,No,No,55-64,Woman,,White or Caucasian,Married,,NA,Master's degree or equivalent,,Retired,"Less than once a, on average",Yes,No,,,,No,Very likely,No,No,,No,Yes,25,25,50
13290625235,67.255.220.126,,13-Jan-22,Jan-13-2022,"Boothbay Harbor, Maine",One,Yes,4236,30,Private vehicle,,,,,No,0,Yes,No,0,,,,,,I did not use accommodations,,NA,Primarily ate out (dine-in and/or take-out),,,,Grocery store ,1,,,,,,,,I don't keep bird lists,,,,,,Unlikely you would encounter the bird again,,Beginner birder (can identify <100 bird species without a field guide),4,No,15,Na,10,0,Yes,No,No,No,No,No,55-64,Woman,,White or Caucasian,Single,,0,GED,,Unemployed,1-3 times,No,No,,,,No,Likely,No,No,Na,No,Yes,50,Na,Na
13290622930,174.196.199.175,,,Jan-00-1900,4530,One,No,4530,20,Private vehicle,,,,,No,NA,No,No,0,,,,,,I did not use accommodations,,NA,Packed food for all meals,,,,,0,,,,,,,,I don't keep bird lists,,,,,,,Unusual size,Beginner birder (can identify <100 bird species without a field guide),50,No,0,NA,NA,NA,Yes,No,No,No,No,No,55-64,Man,,White or Caucasian,Single,,NA,Bachelor's degree or equivalent,,Unemployed,"Less than once a, on average",No,No,,,,No,Very likely,No,No,NA,No,No,0,NA,NA
13290613260,24.93.150.39,,2-Jan-22,Jan-02-2022,"Georgetown, Maine",One,Yes,4062,140,Private vehicle,,,,Lobster boat,Yes,2,Yes,No,0,,,,,,,,NA,Packed food for all meals,,,,,0,,,,,,,,I don't keep bird lists,,Wildlife photography,,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",,Unlikely you would encounter the bird again,,Intermediate birder (can identify >100 but <300 bird species without a field guide),20,No,20,NA,0,0,Yes,No,No,No,No,No,55-64,Woman,,White or Caucasian,Single,,19,High School,,Employed - full time,"Less than once a, on average",Yes,Yes,More birding,Photography,,No,Likely,No,No,,No,Yes,100,,
13290544377,98.11.128.192,,24-Jan-22,Jan-24-2022,"Bristol, Maine; Boothbay Harbor, Maine; Southport, Maine ",Three or more,Yes,4553,5,Private vehicle,,,,,Yes,NA,Yes,No,0,,,,,,,resident,NA,Packed food for all meals,,,,n/a,n/a,,,,,,,,I don't keep bird lists,,,Rarity of the species,,,,,I am not a birder (can identify a few species in my yard),55,No,60,NA,Cooked at home,NA,No,No,No,No,,No,55-64,Other (please specify),Hahahah! (I HOPE YOU AREN'T PLANNING TO PUT ANIMALS IN CAGES AND CHARGE PEOPLE!!!! LET THEM STAY FREE!!!,I would rather not say,Other (please specify),Prefer not to say,NA,Bachelor's degree or equivalent,,Self-employed,"Less than once a, on average",Yes,Yes,Photography,,,No,Likely,No,No,na,No,Yes,30,40,30
13290615341,108.34.133.205,,16-Jan-22,Jan-16-2022,"Boothbay Harbor, Maine",One,Yes,2914,30,Private vehicle,,,,,Yes,2,Yes,Yes,1,,Hotel/Motel/Inn,,,,,,"Boothbay Harbor, Maine, USA",Brought own snacks but ate main meals out,,,Sit down,,2,Life list,,,,,,,,,,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",,Unlikely you would encounter the bird again,,Beginner birder (can identify <100 bird species without a field guide),1,Yes,0,NA,75,150,Yes,No,No,No,No,No,25-34,Woman,,White or Caucasian,Single,,22,Master's degree or equivalent,,Employed - full time,1-3 times,No,Yes,Exploring the area,,,No,Somewhat unlikely,No,No,NA,Yes,Yes,75,,
13290587500,146.189.165.117,,31-Dec-21,Dec-31-2021,Maine,Two,Yes,1541,60,Private vehicle,,,,,Yes,2,Yes,No,NA,,,,,,,,NA,Packed food for all meals,,,,,,Life list,Country list,State list,Province list,County list,,,,,,Rarity of the species,,Adding a species to your life list,,,Expert birder (can identify >300 bird species without a field guide),40,Yes,40,,,,Yes,Yes,Yes,Yes,Yes,Yes,,Man,,White or Caucasian,Married,,140,Doctoral degree or equivalent,,Employed - full time,4-7 times,Yes,No,,,,No,Likely,Yes,No,,Yes,No,200,,
13290602044,45.46.16.205,,Dec-31-2021,Dec-31-2021,"Georgetown, Maine",One,Yes,4330,20,Private vehicle,,,,,Yes,3,Yes,No,0,,,,,,I did not use accommodations,,NA,Primarily ate out (dine-in and/or take-out),Fast food,,,,1,,,,,,,,I don't keep bird lists,,Wildlife photography,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",,Unlikely you would encounter the bird again,,Expert birder (can identify >300 bird species without a field guide),40,No,8,0,25,0,Yes,Yes,No,No,No,No,45-54,Woman,,White or Caucasian,Married,,32,Bachelor's degree or equivalent,,Employed - full time,"Less than once a, on average",Yes,No,,,,No,Very likely,No,No,,No,Yes,30,,
13290585310,67.247.150.68,,2-Jan-22,Jan-02-2022,"Georgetown, Maine",One,Yes,4274,30,Private vehicle,,,,,Yes,2,Yes,No,0,,,,,,I did not use accommodations,,NA,Primarily ate out (dine-in and/or take-out),,Fast Casual,,,1,,,,,,,,I don't keep bird lists,,,Rarity of the species,,,,,Beginner birder (can identify <100 bird species without a field guide),10,Yes,15,Na,40,Na,Yes,No,No,No,No,No,65+,Woman,,White or Caucasian,Married,,60,Doctoral degree or equivalent,,Employed - part time,"Less than once a, on average",No,No,Na,,,No,Likely,No,No,Na,No,Yes,100,,
13290569941,174.196.201.64,,2-Jan-22,Jan-02-2022,"Georgetown, Maine",One,Yes,4097,45,Private vehicle,,,,,Yes,1,Yes,No,0,,,,,,I did not use accommodations,,NA,Primarily ate out (dine-in and/or take-out),,,,Bought snack at local store,1,Life list,,,,,,,,,,,,,Unlikely you would encounter the bird again,,Beginner birder (can identify <100 bird species without a field guide),NA,No,8,Na,9,Na,Yes,No,No,No,No,No,45-54,Woman,,White or Caucasian,Married,,80,Doctoral degree or equivalent,,Employed - full time,1-3 times,Yes,Yes,Nature walk,,,No,Very likely,No,No,,No,No,2,,
13290569970,166.181.84.78,,15-Jan-22,Jan-15-2022,"Boothbay Harbor, Maine",Three or more,Yes,4289,200,Private vehicle,,,,,NA,NA,Yes,No,0,,,,,,I did not use accommodations,,NA,Packed food for all meals,,,,N/A,0,Life list,,,,,,,,List of birds on my own land,Wildlife photography,,,,Unlikely you would encounter the bird again,,Intermediate birder (can identify >100 but <300 bird species without a field guide),30,No,50,NA,0,0,Yes,Yes,Yes,Yes,Yes,No,55-64,Man,,White or Caucasian,Single,,30,Master's degree or equivalent,,Employed - full time,"Less than once a, on average",Yes,Yes,Hiking ,Photography ,,No,Somewhat likely,No,No,NA,No,Yes,25,50,80
13290587782,146.189.50.190,,Dec-31-2021,Dec-31-2021,Maine,Two,Yes,1541,120,Private vehicle,,,,,Yes,2,Yes,No,0,,,,,,I did not use accommodations,,NA,Packed food for all meals,,,,NA,0,,,,,,,,I don't keep bird lists,,,Rarity of the species,,,,,Beginner birder (can identify <100 bird species without a field guide),5,No,40,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,45-54,Man,,I would rather not say,Married,,86,Doctoral degree or equivalent,,Employed - full time,1-3 times,Yes,No,NA,,,No,Likely,Yes,No,NA,No,No,300,100,
13290590473,75.69.17.167,,Dec-31-2021,Dec-31-2021,"Georgetown, Maine",Two,Yes,4222,120,Private vehicle,,,,,No,NA,Yes,,NA,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,
13290575787,108.183.164.138,,21-Jan-22,Jan-21-2022,"Phippsburg, Maine",One,Yes,4005,5,Private vehicle,,,,,No,2,Yes,No,0,,,,,,I did not use accommodations,,NA,Packed food for all meals,,,,,0,Life list,Country list,State list,,,,,,,,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",,Unlikely you would encounter the bird again,,Beginner birder (can identify <100 bird species without a field guide),2,No,30,N/A,0,Na,Yes,Yes,Yes,No,No,No,18-24,Transgender,,White or Caucasian,Single,,12.5,High School,,Employed - part time,"Less than once a, on average",Yes,Yes,Birding at Reid State Park,Slipping on rocks at Reid state park ,,No,Very likely,No,No,,No,No,20,,
13290546631,73.16.160.60,,16-Jan-22,Jan-16-2022,"Boothbay Harbor, Maine",One,Yes,4562,5,Private vehicle,,,,,Yes,2,Yes,No,0,,,,,,I did not use accommodations,,NA,Primarily ate out (dine-in and/or take-out),,,Sit down,,1,Life list,,,,County list,I only keep lists on eBird,,,,,Rarity of the species,,Adding a species to your life list,Unlikely you would encounter the bird again,,Beginner birder (can identify <100 bird species without a field guide),4,No,10,Na,35,0,No,No,No,No,No,No,55-64,Woman,,White or Caucasian,Married,,21,Bachelor's degree or equivalent,,Employed - part time,"Less than once a, on average",No,No,,,,No,Neither likely nor unlikely,Yes,No,,No,No,40,,
13290590281,67.253.138.57,,,Jan-00-1900,,,,,,,,,,,NA,NA,,,NA,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,
13290553885,69.140.67.49,,8-Jan-22,Jan-08-2022,"Boothbay Harbor, Maine",One,Yes,20912,45,Private vehicle,,Plane,Train,,Yes,4,Yes,Yes,2,Friend/relative's home,,,,,,,3903,Packed food for all meals,,,,Did not eat out.,0,Life list,Country list,State list,,County list,I only keep lists on eBird,,,,,Rarity of the species,,,,,Expert birder (can identify >300 bird species without a field guide),1,Yes,40,260,50,0,Yes,Yes,Yes,No,No,No,25-34,Man,,White or Caucasian,Married,,30,Doctoral degree or equivalent,,Employed - full time,8-10 times,Yes,Yes,Hiking,,,No,Likely,Yes,No,NA,No,Yes,100,,
13290526541,76.119.54.100,,13-Jan-22,Jan-13-2022,"Boothbay Harbor, Maine",One,Yes,1844,120,Private vehicle,,,,,Yes,3,Yes,No,0,,,,,,I did not use accommodations,,NA,Packed food for all meals,,,,Brought own food,0,,,,,,,,,Photos ,Wildlife photography,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",,Unlikely you would encounter the bird again,,Beginner birder (can identify <100 bird species without a field guide),2,No,0,NA,0,0,Yes,No,No,No,No,No,35-44,Man,,Native American or Alaskan Native,Single,,NA,High School,,Unemployed,>10 times,Yes,No,NA,NA,NA,No,Very likely,No,No,NA,No,Yes,30,,
13290532375,24.198.111.109,,,Jan-00-1900,"Boothbay Harbor, Maine",One,Yes,4468,,Private vehicle,,,,,No,NA,Yes,No,0,,,,,,I did not use accommodations,,NA,Primarily ate out (dine-in and/or take-out),,,Sit down,,1,,,,,,,,I don't keep bird lists,,,,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",,,,I am not a birder (can identify a few species in my yard),5,No,45,Na,50,Na,Yes,No,No,No,No,No,45-54,Woman,,White or Caucasian,Single,,20,High School,,Employed - part time,"Less than once a, on average",No,No,,,,No,Neither likely nor unlikely,No,No,,No,No,,,
13290547442,130.111.72.133,,,Jan-00-1900,,,,,,,,,,,NA,NA,,,NA,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,
13289931893,130.111.164.61,,12-Jan-22,Jan-12-2022,"Boothbay Harbor, Maine",Three or more,Yes,4901,30,Private vehicle,,,,,Yes,3,Yes,No,0,,,,,,I did not use accommodations,,NA,Brought own snacks but ate main meals out,Fast food,,,,1,Life list,,,,County list,I only keep lists on eBird,,,,,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",Adding a species to your life list,Unlikely you would encounter the bird again,,Expert birder (can identify >300 bird species without a field guide),4,No,50,NA,15,0,Yes,No,No,No,No,No,25-34,Man,,White or Caucasian,Single,,10,Master's degree or equivalent,,Student,8-10 times,Yes,Yes,Hiking,,,No,Likely,,,,,,15,70,30
13290519298,104.228.242.131,,2-Jan-22,Jan-02-2022,"Georgetown, Maine",One,Yes,3860,30,Private vehicle,,,,,No,0,Yes,No,0,,,,,,I did not use accommodations,,NA,Both: made meals and ate out,Fast food,,,,1,Life list,,,,,I only keep lists on eBird,,,,Wildlife photography,Rarity of the species,,Adding a species to your life list,Unlikely you would encounter the bird again,,Beginner birder (can identify <100 bird species without a field guide),1,Yes,10,NA,10,0,Yes,No,No,No,No,No,55-64,Man,,White or Caucasian,Married,,0,Master's degree or equivalent,,Retired,1-3 times,Yes,No,,,,No,Very likely,Yes,No,,No,Yes,100,,
13290493770,107.77.203.67,,Jan-16-2022,Jan-16-2022,"Boothbay Harbor, Maine",One,Yes,19064,25,Private vehicle,,,,,No,1,Yes,Yes,1,,Hotel/Motel/Inn,,,,,,4530,Primarily ate out (dine-in and/or take-out),Fast food,Fast Casual,,,5,Life list,Country list,,,,,,,Year list,Wildlife photography,,,Adding a species to your life list,Unlikely you would encounter the bird again,,Expert birder (can identify >300 bird species without a field guide),50,No,160,NA,90,130,Yes,Yes,Yes,No,No,No,55-64,Man,,White or Caucasian,Married,,70,Master's degree or equivalent,,Employed - full time,>10 times,No,No,NA,NA,NA,No,Neither likely nor unlikely,Yes,No,NA,No,No,150,,
13290529940,74.69.205.250,,,Jan-00-1900,,,,,,,,,,,NA,NA,,,NA,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,
13290490147,67.253.120.188,,13-Jan-22,Jan-13-2022,"Boothbay Harbor, Maine",Three or more,Yes,4963,33,Private vehicle,,,,,No,NA,Yes,No,NA,,,,,,I did not use accommodations,,NA,Packed food for all meals,,,,na,na,Life list,,,,,I only keep lists on eBird,,,Home,Wildlife photography,Rarity of the species,,,,,Beginner birder (can identify <100 bird species without a field guide),2,Yes,25,na,0,0,Yes,Yes,No,No,No,No,45-54,Woman,,White or Caucasian,Married,,na,Bachelor's degree or equivalent,,Self-employed,"Less than once a, on average",Yes,No,,,,No,Neither likely nor unlikely,Yes,No,na,No,Yes,,,
13290503953,174.246.81.249,,,Jan-00-1900,,,,,,,,,,,NA,NA,,,NA,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,
13290434737,76.118.189.106,,20-Dec-21,Dec-20-2021,"Berkley, Massachusetts",One,Yes,2668,60,Private vehicle,,,,,No,NA,,No,NA,,,,,,,,NA,Packed food for all meals,,,,,,Life list,Country list,State list,,County list,,,,ABA,,,,Adding a species to your life list,,New bird for the state,Expert birder (can identify >300 bird species without a field guide),14,Yes,6,NA,0,0,Yes,Yes,Yes,Yes,Yes,Yes,55-64,Woman,,White or Caucasian,Married,,NA,Master's degree or equivalent,,Retired,>10 times,Yes,No,,,,,Neither likely nor unlikely,Yes,Yes,personal Birder's Diary,No,Yes,100,,
13290466311,73.219.4.70,,31-Dec-21,Dec-31-2021,"Georgetown, Maine",One,Yes,4530,60,Private vehicle,,,,,Yes,4,Yes,No,0,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,
13290437271,174.242.73.34,,,Jan-00-1900,"Georgetown, Maine",One,Yes,4917,120,Private vehicle,,,,,No,NA,Yes,No,NA,,,,,,I did not use accommodations,,NA,Packed food for all meals,,,,N/a,N/a,,,,,,,,I don't keep bird lists,,,,,,Unlikely you would encounter the bird again,,Intermediate birder (can identify >100 but <300 bird species without a field guide),5,No,30,N/a,N/a,N/a,Yes,No,No,No,No,No,25-34,Woman,,White or Caucasian,Married,,24,Master's degree or equivalent,,Employed - full time,1-3 times,Yes,Yes,Visiting nearby beach ,Visiting nearby walking trail,,No,Neither likely nor unlikely,No,No,N/a,No,Yes,70,,
13290434141,64.223.90.254,,,Jan-00-1900,,,,,,,,,,,NA,NA,,,NA,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,
13290431371,174.196.194.204,,13-Jan-22,Jan-13-2022,"Boothbay Harbor, Maine",Three or more,Yes,4342,45,Private vehicle,,,,,No,0,No,No,0,,,,,,I did not use accommodations,,NA,Packed food for all meals,,,,I didn’t have to eat out… it was close to home,0,Life list,,,,,,,,,,,,,Unlikely you would encounter the bird again,,Beginner birder (can identify <100 bird species without a field guide),1,No,5,N/a,0,0,Yes,Yes,No,No,No,No,45-54,Woman,,White or Caucasian,Single,,40,Bachelor's degree or equivalent,,Employed - full time,"Less than once a, on average",Yes,No,N/a,,,No,Very likely,No,Yes,N/a,Yes,Yes,30,,
13290427198,24.39.42.205,,2-Jan-22,Jan-02-2022,4548,Two,Yes,4330,60,Private vehicle,,,,,Yes,3,Yes,No,0,,,,,,I did not use accommodations,,NA,Primarily ate out (dine-in and/or take-out),,,Sit down,,2,,,,,,,,I don't keep bird lists,,Wildlife photography,,,,,,Intermediate birder (can identify >100 but <300 bird species without a field guide),10,Yes,25,NA,100,NA,Yes,Yes,No,No,No,No,55-64,Man,,White or Caucasian,Other (please specify),Divorced,50,Bachelor's degree or equivalent,,Employed - full time,1-3 times,Yes,No,,,,No,Somewhat likely,No,Yes,Twitter/FB group,Yes,Yes,50,6,
13290428612,98.11.150.195,,1/20/2022,Jan-20-2022,4538,Three or more,Yes,4011,120,Private vehicle,,,,,No,NA,Yes,,NA,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,
13290399304,166.182.254.79,,23-Jan-22,Jan-23-2022,"Boothbay Harbor, Maine",One,Yes,4681,15,Private vehicle,,,,,Yes,4,Yes,No,0,,,,,,I did not use accommodations,,NA,Primarily ate out (dine-in and/or take-out),,Fast Casual,,,1,Life list,,,,,,,,,Wildlife photography,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",Adding a species to your life list,Unlikely you would encounter the bird again,,Beginner birder (can identify <100 bird species without a field guide),1,No,30,NA,80,NA,Yes,Yes,Yes,Yes,No,No,45-54,Woman,,White or Caucasian,Married,,18,GED,,Employed - full time,1-3 times,No,No,,,,No,Very likely,No,No,,No,No,200,,
13290392465,38.124.153.198,,11-Jan-22,Jan-11-2022,"Georgetown, Maine",Two,Yes,21111,30,Private vehicle,,,,,No,NA,Yes,Yes,7,Friend/relative's home,,,,,,,"Pownal, Maine, USA",Both: made meals and ate out,Fast food,Fast Casual,Sit down,,15,Life list,,,,,,,,Yard list,,,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",Adding a species to your life list,,,Expert birder (can identify >300 bird species without a field guide),50,Yes,650,NA,175,NA,Yes,Yes,Yes,Yes,Yes,No,55-64,Woman,,Asian or Pacific Islander,Married,,50,High School,,Self-employed,1-3 times,Yes,Yes,Went to see an area where there were river otters. ,,,No,Very likely,Yes,No,NA,No,Yes,75,75,
13290379578,174.210.227.28,,Jan-13-2022,Jan-13-2022,4575,Two,Yes,48837,45,,Rental vehicle,Plane,,,No,NA,Yes,Yes,3,,Hotel/Motel/Inn,,,,,,4011,Primarily ate out (dine-in and/or take-out),Fast food,,,Grocery. Deli,6,Life list,Country list,State list,,,,,,,,Rarity of the species,,Adding a species to your life list,,,Expert birder (can identify >300 bird species without a field guide),16,Yes,50,1000,100,500,Yes,Yes,Yes,Yes,Yes,No,65+,Woman,,White or Caucasian,Single,,0,Master's degree or equivalent,,Retired,4-7 times,No,No,,,,No,Unlikely,No,No,,No,No,40,100,
13290392384,98.4.145.153,,,Jan-00-1900,"Boothbay Harbor, Maine",One,Yes,4401,,Private vehicle,,,,,Yes,3,Yes,No,0,,,,,,I did not use accommodations,,NA,Both: made meals and ate out,,Fast Casual,,,1,Life list,,,,,,,,,,Rarity of the species,,Adding a species to your life list,,,Intermediate birder (can identify >100 but <300 bird species without a field guide),40,No,30,Na,15,,Yes,No,No,No,No,No,65+,Woman,,White or Caucasian,Single,,NA,Bachelor's degree or equivalent,,Retired,1-3 times,Yes,No,,,,No,Somewhat likely,,,,,,,,
13290382494,100.10.57.64,,,Jan-00-1900,"Dighton, Massachusetts ",One,Yes,2816,0,Private vehicle,,,,,No,NA,Yes,No,0,,,,,,I did not use accommodations,,NA,Packed food for all meals,,,,,0,Life list,,State list,,,,,,,,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",Adding a species to your life list,Unlikely you would encounter the bird again,,Intermediate birder (can identify >100 but <300 bird species without a field guide),20,Yes,10,na,0,0,Yes,Yes,No,No,No,No,45-54,Man,,Multiracial or Biracial,Married,,20,Bachelor's degree or equivalent,,Employed - part time,4-7 times,Yes,No,,,,,Somewhat likely,No,No,,No,No,50,,
13290378827,24.31.134.26,,2-Jan-22,Jan-02-2022,"Georgetown, Maine",One,Yes,4564,45,Private vehicle,,,,,No,NA,Yes,No,NA,,,,,,,,NA,,,,,,0,,,,,,,,I don't keep bird lists,,,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",,Unlikely you would encounter the bird again,,Beginner birder (can identify <100 bird species without a field guide),NA,No,5,NA,0,0,Yes,Yes,No,No,No,No,65+,Woman,,White or Caucasian,Married,,NA,Bachelor's degree or equivalent,,Retired,1-3 times,No,Yes,Walked the nearby beach,,,No,Neither likely nor unlikely,No,No,,No,Yes,30,,
13290372457,142.0.105.217,,14-Jan-22,Jan-14-2022,"Boothbay Harbor, Maine",One,Yes,4847,60,Private vehicle,,,,,No,NA,Yes,No,NA,,,,,,,,NA,Brought own snacks but ate main meals out,,,,Sandwich at general store ,1,Life list,,,,,,,,,,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",,Unlikely you would encounter the bird again,,Beginner birder (can identify <100 bird species without a field guide),10,No,25,NA,12,0,No,No,No,No,No,No,55-64,Woman,,White or Caucasian,Married,,NA,Bachelor's degree or equivalent,,Employed - part time,"Less than once a, on average",No,No,,,,No,Neither likely nor unlikely,No,No,,No,Yes,100,,
13290352599,67.253.15.88,,31-Dec-21,Dec-31-2021,"Georgetown, Maine",Three or more,Yes,4856,45,Private vehicle,,,,,Yes,2,Yes,Yes,0,,,,,,I did not use accommodations,,NA,Brought own snacks but ate main meals out,,,Sit down,,3,Life list,Country list,State list,,,,,,,Wildlife photography,,,Adding a species to your life list,,,Intermediate birder (can identify >100 but <300 bird species without a field guide),4,No,75,NA,35,Na,Yes,Yes,Yes,Yes,Yes,No,55-64,Woman,,White or Caucasian,Married,,NA,Bachelor's degree or equivalent,,Retired,>10 times,Yes,No,,,,Yes,Very likely,Yes,No,,No,Yes,100,70,25
13290354886,70.190.214.154,,1/21/2022,Jan-21-2022,"Boothbay Harbor, Maine",One,Yes,85622,60,,Rental vehicle,Plane,,,No,NA,Yes,Yes,4,,Hotel/Motel/Inn,,,,,,"Brunswick, Maine, USA",Primarily ate out (dine-in and/or take-out),Fast food,Fast Casual,Sit down,,12,Life list,,,,,I only keep lists on eBird,,,,,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",Adding a species to your life list,Unlikely you would encounter the bird again,,Expert birder (can identify >300 bird species without a field guide),5,Yes,100,750,400,300,Yes,Yes,Yes,Yes,Yes,Yes,55-64,Woman,,White or Caucasian,Married,,NA,Bachelor's degree or equivalent,,Retired,>10 times,Yes,No,,,,No,Very likely,Yes,Yes,iNaturalist,No,Yes,25,10,50
13289107017,72.73.115.127,,13-Jan-22,Jan-13-2022,"Boothbay Harbor, Maine",One,Yes,4609,90,Private vehicle,,,,,Yes,2,Yes,Yes,1,,Hotel/Motel/Inn,,,,,,"Boothbay Harbor, Maine, USA",Brought own snacks but ate main meals out,,,Sit down,,2,,,,,,,,,"Trip lists and home yard list, life list only very casually, not numbers' obsessed",,,,,Unlikely you would encounter the bird again,,Expert birder (can identify >300 bird species without a field guide),62,Yes,30,NA,200,135,Yes,No,No,No,No,No,65+,Woman,,White or Caucasian,Married,,NA,Master's degree or equivalent,,Retired,4-7 times,Yes,Yes,Walked at Oak Point Land Trust,"Scanned shorelines for sea ducks, alcids and seals",,No,Very likely,No,No,,No,Yes,50,NA,NA
13290353586,64.234.62.29,,,Jan-00-1900,,,,,,,,,,,NA,NA,,,NA,,,,,,,,NA,,,,,,,Life list,Country list,State list,,County list,I only keep lists on eBird,,,,,,,,,,Expert birder (can identify >300 bird species without a field guide),15,Yes,,,,,,,,,,,35-44,Man,,White or Caucasian,Single,,26,Master's degree or equivalent,,Employed - full time,1-3 times,,,,,,,,,,,,,,,
