S/Transect,Quadra,SpCode,DKH,code,Base stems,Basal area (sq cm),Hmin,Hmax,CanDepth,Crwn D1,Crwn D2,CrwnDiam,slope,Soiltex,Elev (m),Trcov (%),Shcov (%),Hcov (%),Bare (%),CanArea =  ?r² ,CanArea     = ?D1D2/4 ,Diff,CanVol 
M2,M210,ACACBR,1.1,,b,0.95,0.8,2.87,2.07,2.45,2.45,2.45,3,5,1670,10,40,95,5,4.71,4.71,0,6.5
M2,M211,ACACBR,1.3,M,M,1.33,0.4,0.9,0.5,1,0.9,0.95,2,5,1670,3,20,80,15,0.71,0.71,0,0.24
M2,M211,ACACBR,1,,b,0.79,0.4,0.9,0.5,1,0.9,0.95,2,5,1670,3,20,80,15,0.71,0.71,0,0.24
M2,M211,ACACBR,1.4,M,M,1.54,0.75,2.16,1.41,0.9,1.3,1.1,2,5,1670,3,20,80,15,0.95,0.92,0.03,0.86
M2,M211,ACACBR,1.4,,b,1.54,0.75,2.16,1.41,0.9,1.3,1.1,2,5,1670,3,20,80,15,0.95,0.92,0.03,0.86
M2,M211,ACACBR,1.4,,b,1.54,0.75,2.16,1.41,0.9,1.3,1.1,2,5,1670,3,20,80,15,0.95,0.92,0.03,0.86
M2,M211,ACACBR,1,,b,0.79,0.75,2.16,1.41,0.9,1.3,1.1,2,5,1670,3,20,80,15,0.95,0.92,0.03,0.86
M2,M211,ACACBR,2.7,M,M,5.72,1.1,2.46,1.36,0.9,1.3,1.1,2,5,1670,3,20,80,15,0.95,0.92,0.03,0.83
M2,M211,ACACBR,1.6,,b,2.01,1.1,2.46,1.36,0.9,1.3,1.1,2,5,1670,3,20,80,15,0.95,0.92,0.03,0.83
M2,M211,ACACBR,1.8,,b,2.54,1.1,2.46,1.36,0.9,1.3,1.1,2,5,1670,3,20,80,15,0.95,0.92,0.03,0.83
M2,M211,ACACBR,2.1,,b,3.46,1.1,2.46,1.36,0.9,1.3,1.1,2,5,1670,3,20,80,15,0.95,0.92,0.03,0.83
M2,M211,ACACBR,2.5,,b,4.91,1.1,2.46,1.36,0.9,1.3,1.1,2,5,1670,3,20,80,15,0.95,0.92,0.03,0.83
M2,M211,ACACBR,1.6,,b,2.01,1.1,2.46,1.36,0.9,1.3,1.1,2,5,1670,3,20,80,15,0.95,0.92,0.03,0.83
M2,M211,ACACBR,1.7,,b,2.27,1.1,2.46,1.36,0.9,1.3,1.1,2,5,1670,3,20,80,15,0.95,0.92,0.03,0.83
M2,M211,ACACBR,2.2,M,M,3.80,1.1,2.46,1.36,0.9,1.3,1.1,2,5,1670,3,20,80,15,0.95,0.92,0.03,0.83
M2,M211,ACACBR,1.5,,b,1.77,1.1,2.46,1.36,0.9,1.3,1.1,2,5,1670,3,20,80,15,0.95,0.92,0.03,0.83
M2,M211,ACACBR,2,,b,3.14,1.1,2.46,1.36,0.9,1.3,1.1,2,5,1670,3,20,80,15,0.95,0.92,0.03,0.83
M2,M211,ACACBR,1.3,,b,1.33,1.1,2.46,1.36,0.9,1.3,1.1,2,5,1670,3,20,80,15,0.95,0.92,0.03,0.83
M2,M211,ACACBR,1.3,,b,1.33,1.1,2.46,1.36,0.9,1.3,1.1,2,5,1670,3,20,80,15,0.95,0.92,0.03,0.83
M2,M211,ACACBR,1.3,,b,1.33,1.1,2.46,1.36,0.9,1.3,1.1,2,5,1670,3,20,80,15,0.95,0.92,0.03,0.83
M2,M211,ACACBR,1.1,,b,0.95,1.1,2.46,1.36,0.9,1.3,1.1,2,5,1670,3,20,80,15,0.95,0.92,0.03,0.83
M2,M211,ACACBR,1.5,,b,1.77,1.1,2.46,1.36,0.9,1.3,1.1,2,5,1670,3,20,80,15,0.95,0.92,0.03,0.83
M2,M211,ACACBR,2,M,M,3.14,0.8,1.2,0.4,0.6,0.5,0.55,2,5,1670,3,20,80,15,0.24,0.24,0,0.06
M2,M211,ACACBR,2.1,M,M,3.46,0.7,1.4,0.7,0.7,0.9,0.8,2,5,1670,3,20,80,15,0.5,0.49,0.01,0.23
M2,M211,ACACBR,1.4,,b,1.54,0.7,1.4,0.7,0.7,0.9,0.8,2,5,1670,3,20,80,15,0.5,0.49,0.01,0.23
M2,M211,ACACBR,1.4,,b,1.54,0.7,1.4,0.7,0.7,0.9,0.8,2,5,1670,3,20,80,15,0.5,0.49,0.01,0.23
M2,M211,ACACBR,1,,b,0.79,0.7,1.4,0.7,0.7,0.9,0.8,2,5,1670,3,20,80,15,0.5,0.49,0.01,0.23
M2,M211,ACACBR,1.2,,b,1.13,0.7,1.4,0.7,0.7,0.9,0.8,2,5,1670,3,20,80,15,0.5,0.49,0.01,0.23
M2,M211,ACACBR,1.3,,b,1.33,0.7,1.4,0.7,0.7,0.9,0.8,2,5,1670,3,20,80,15,0.5,0.49,0.01,0.23
M2,M211,ACACBR,2.6,M,M,5.31,1,1.8,0.8,0.8,1,0.9,2,5,1670,3,20,80,15,0.64,0.63,0.01,0.33
M2,M211,ACACBR,1.9,,b,2.83,1,1.8,0.8,0.8,1,0.9,2,5,1670,3,20,80,15,0.64,0.63,0.01,0.33
M2,M211,ACACBR,1.1,,b,0.95,1,1.8,0.8,0.8,1,0.9,2,5,1670,3,20,80,15,0.64,0.63,0.01,0.33
M2,M211,ACACBR,1.2,,b,1.13,1,1.8,0.8,0.8,1,0.9,2,5,1670,3,20,80,15,0.64,0.63,0.01,0.33
M2,M211,ACACBR,1,,b,0.79,1,1.8,0.8,0.8,1,0.9,2,5,1670,3,20,80,15,0.64,0.63,0.01,0.33
M2,M211,ACACBR,1.9,,b,2.83,1,1.8,0.8,0.8,1,0.9,2,5,1670,3,20,80,15,0.64,0.63,0.01,0.33
M2,M211,ACACBR,2.6,,b,5.31,1,1.8,0.8,0.8,1,0.9,2,5,1670,3,20,80,15,0.64,0.63,0.01,0.33
M2,M211,ACACBR,1.5,,b,1.77,1,1.8,0.8,0.8,1,0.9,2,5,1670,3,20,80,15,0.64,0.63,0.01,0.33
M2,M211,ACACBR,2,M,M,3.14,0.9,3.41,2.51,2.23,1.4,1.82,2,5,1670,3,20,80,15,2.59,2.45,0.14,4.1
M2,M211,ACACBR,1.6,,b,2.01,0.9,3.41,2.51,2.23,1.4,1.82,2,5,1670,3,20,80,15,2.59,2.45,0.14,4.1
M2,M211,ACACBR,1.4,,b,1.54,0.9,3.41,2.51,2.23,1.4,1.82,2,5,1670,3,20,80,15,2.59,2.45,0.14,4.1
M2,M211,ACACBR,1,,b,0.79,0.9,3.41,2.51,2.23,1.4,1.82,2,5,1670,3,20,80,15,2.59,2.45,0.14,4.1
M2,M211,ACACBR,2.6,M,M,5.31,0.9,3.41,2.51,2.23,1.4,1.82,2,5,1670,3,20,80,15,2.59,2.45,0.14,4.1
M2,M211,ACACBR,2.4,,b,4.52,0.9,3.41,2.51,2.23,1.4,1.82,2,5,1670,3,20,80,15,2.59,2.45,0.14,4.1
M2,M211,ACACBR,1.5,,b,1.77,0.9,3.41,2.51,2.23,1.4,1.82,2,5,1670,3,20,80,15,2.59,2.45,0.14,4.1
M2,M211,ACACBR,2.5,,b,4.91,0.9,3.41,2.51,2.23,1.4,1.82,2,5,1670,3,20,80,15,2.59,2.45,0.14,4.1
M2,M211,ACACBR,2.2,,b,3.80,0.9,3.41,2.51,2.23,1.4,1.82,2,5,1670,3,20,80,15,2.59,2.45,0.14,4.1
M2,M211,ACACBR,1.7,,b,2.27,0.9,3.41,2.51,2.23,1.4,1.82,2,5,1670,3,20,80,15,2.59,2.45,0.14,4.1
M2,M211,ACACBR,1.8,,b,2.54,0.9,3.41,2.51,2.23,1.4,1.82,2,5,1670,3,20,80,15,2.59,2.45,0.14,4.1
M2,M211,ACACBR,1.6,,b,2.01,0.9,3.41,2.51,2.23,1.4,1.82,2,5,1670,3,20,80,15,2.59,2.45,0.14,4.1
M2,M211,ACACBR,1.1,,b,0.95,0.9,3.41,2.51,2.23,1.4,1.82,2,5,1670,3,20,80,15,2.59,2.45,0.14,4.1
M2,M211,ACACBR,3.3,M,M,8.55,0.9,3.41,2.51,2.23,1.4,1.82,2,5,1670,3,20,80,15,2.59,2.45,0.14,4.1
M2,M211,ACACBR,1.4,,b,1.54,0.9,3.41,2.51,2.23,1.4,1.82,2,5,1670,3,20,80,15,2.59,2.45,0.14,4.1
M2,M211,ACACBR,1.7,M,M,2.27,0.9,3.41,2.51,2.23,1.4,1.82,2,5,1670,3,20,80,15,2.59,2.45,0.14,4.1
M2,M211,ACACBR,1.1,,b,0.95,0.9,3.41,2.51,2.23,1.4,1.82,2,5,1670,3,20,80,15,2.59,2.45,0.14,4.1
M2,M211,ACACBR,1.2,,b,1.13,0.9,3.41,2.51,2.23,1.4,1.82,2,5,1670,3,20,80,15,2.59,2.45,0.14,4.1
M2,M211,ACACBR,2,M,M,3.14,0.9,3.41,2.51,2.23,1.4,1.82,2,5,1670,3,20,80,15,2.59,2.45,0.14,4.1
M2,M211,ACACBR,1.9,,b,2.83,0.9,3.41,2.51,2.23,1.4,1.82,2,5,1670,3,20,80,15,2.59,2.45,0.14,4.1
M2,M211,ACACBR,1.6,,b,2.01,0.9,3.41,2.51,2.23,1.4,1.82,2,5,1670,3,20,80,15,2.59,2.45,0.14,4.1
M2,M211,ACACBR,1.6,,b,2.01,0.9,3.41,2.51,2.23,1.4,1.82,2,5,1670,3,20,80,15,2.59,2.45,0.14,4.1
M2,M211,ACACBR,1.3,,b,1.33,0.9,3.41,2.51,2.23,1.4,1.82,2,5,1670,3,20,80,15,2.59,2.45,0.14,4.1
M2,M211,ACACBR,1.6,,b,2.01,0.9,3.41,2.51,2.23,1.4,1.82,2,5,1670,3,20,80,15,2.59,2.45,0.14,4.1
M2,M211,ACACBR,1.6,M,M,2.01,0.7,1.23,0.53,1,0.4,0.7,2,5,1670,3,20,80,15,0.38,0.31,0.07,0.11
M2,M211,ACACBR,1.5,,b,1.77,0.7,1.23,0.53,1,0.4,0.7,2,5,1670,3,20,80,15,0.38,0.31,0.07,0.11
M2,M211,ACACBR,1.5,,b,1.77,0.7,1.23,0.53,1,0.4,0.7,2,5,1670,3,20,80,15,0.38,0.31,0.07,0.11
M2,M211,ACACBR,1.4,M,M,1.54,1,1.4,0.4,0.3,0.6,0.45,2,5,1670,3,20,80,15,0.16,0.14,0.02,0.04
M2,M211,ACACBR,1.5,M,M,1.77,0.6,0.8,0.2,0.9,0.5,0.7,2,5,1670,3,20,80,15,0.38,0.35,0.03,0.05
M2,M211,ACACBR,1.4,,b,1.54,0.6,0.8,0.2,0.9,0.5,0.7,2,5,1670,3,20,80,15,0.38,0.35,0.03,0.05
M2,M211,ACACBR,1.4,,b,1.54,0.6,0.8,0.2,0.9,0.5,0.7,2,5,1670,3,20,80,15,0.38,0.35,0.03,0.05
M2,M211,ACACBR,1.4,,b,1.54,0.6,0.8,0.2,0.9,0.5,0.7,2,5,1670,3,20,80,15,0.38,0.35,0.03,0.05
M2,M211,ACACBR,2.1,M,M,3.46,0.6,0.8,0.2,0.9,0.5,0.7,2,5,1670,3,20,80,15,0.38,0.35,0.03,0.05
M2,M211,ACACBR,1.7,M,M,2.27,0.9,2.32,1.42,0.6,0.4,0.5,2,5,1670,3,20,80,15,0.2,0.19,0.01,0.18
M2,M211,ACACBR,1,,b,0.79,0.9,2.32,1.42,0.6,0.4,0.5,2,5,1670,3,20,80,15,0.2,0.19,0.01,0.18
M2,M211,ACACBR,1,,b,0.79,0.9,2.32,1.42,0.6,0.4,0.5,2,5,1670,3,20,80,15,0.2,0.19,0.01,0.18
M2,M211,ACACBR,1.1,,b,0.95,0.9,2.32,1.42,0.6,0.4,0.5,2,5,1670,3,20,80,15,0.2,0.19,0.01,0.18
M2,M211,ACACBR,1.2,,b,1.13,0.9,2.32,1.42,0.6,0.4,0.5,2,5,1670,3,20,80,15,0.2,0.19,0.01,0.18
M2,M211,ACACBR,1.4,M,M,1.54,0.6,1.4,0.8,0.4,0.3,0.35,2,5,1670,3,20,80,15,0.1,0.09,0,0.05
M2,M211,ACACBR,1.4,,b,1.54,0.6,1.4,0.8,0.4,0.3,0.35,2,5,1670,3,20,80,15,0.1,0.09,0,0.05
M2,M211,ACACBR,1.1,,b,0.95,0.6,1.4,0.8,0.4,0.3,0.35,2,5,1670,3,20,80,15,0.1,0.09,0,0.05
M2,M211,ACACBR,1,,b,0.79,0.6,1.4,0.8,0.4,0.3,0.35,2,5,1670,3,20,80,15,0.1,0.09,0,0.05
M2,M211,ACACBR,1.1,M,M,0.95,0.6,1.4,0.8,0.4,0.3,0.35,2,5,1670,3,20,80,15,0.1,0.09,0,0.05
M2,M211,ACACBR,1,,b,0.79,0.6,1.4,0.8,0.4,0.3,0.35,2,5,1670,3,20,80,15,0.1,0.09,0,0.05
M2,M211,ACACBR,1.8,M,M,2.54,1,2.23,1.23,2.62,0.9,1.76,2,5,1670,3,20,80,15,2.43,1.85,0.58,1.52
M2,M211,ACACBR,1.6,,b,2.01,1,2.23,1.23,2.62,0.9,1.76,2,5,1670,3,20,80,15,2.43,1.85,0.58,1.52
M2,M211,ACACBR,1.3,,b,1.33,1,2.23,1.23,2.62,0.9,1.76,2,5,1670,3,20,80,15,2.43,1.85,0.58,1.52
M2,M211,ACACBR,1.4,,b,1.54,1,2.23,1.23,2.62,0.9,1.76,2,5,1670,3,20,80,15,2.43,1.85,0.58,1.52
M2,M211,ACACBR,1,,b,0.79,1,2.23,1.23,2.62,0.9,1.76,2,5,1670,3,20,80,15,2.43,1.85,0.58,1.52
M2,M211,ACACBR,1.4,,b,1.54,1,2.23,1.23,2.62,0.9,1.76,2,5,1670,3,20,80,15,2.43,1.85,0.58,1.52
M2,M211,ACACBR,1.8,,b,2.54,1,2.23,1.23,2.62,0.9,1.76,2,5,1670,3,20,80,15,2.43,1.85,0.58,1.52
M2,M211,ACACBR,1.2,,b,1.13,1,2.23,1.23,2.62,0.9,1.76,2,5,1670,3,20,80,15,2.43,1.85,0.58,1.52
M2,M212,ACACME,15.7,M,M,193.49,1.3,3.72,2.42,3.61,6.57,5.09,2,5,1670,25,35,80,20,20.34,18.62,1.72,30.04
M2,M212,ACACME,9.1,,b,65.01,1.3,3.72,2.42,3.61,6.57,5.09,2,5,1670,25,35,80,20,20.34,18.62,1.72,30.04
M2,M212,ACACBR,1.1,M,M,0.95,0.6,1,0.4,0.5,0.6,0.55,2,5,1670,25,35,80,20,0.24,0.24,0,0.06
M2,M212,ACACBR,1.4,M,M,1.54,0.8,1.1,0.3,0.7,0.4,0.55,2,5,1670,25,35,80,20,0.24,0.22,0.02,0.04
M2,M212,ACACBR,2.8,M,M,6.15,1,2.12,1.12,0.7,0.5,0.6,2,5,1670,25,35,80,20,0.28,0.27,0.01,0.21
M2,M212,ACACBR,1.1,,b,0.95,1,2.12,1.12,0.7,0.5,0.6,2,5,1670,25,35,80,20,0.28,0.27,0.01,0.21
M2,M212,ACACBR,1.3,,b,1.33,1,2.12,1.12,0.7,0.5,0.6,2,5,1670,25,35,80,20,0.28,0.27,0.01,0.21
M2,M212,ACACBR,1.3,,b,1.33,1,2.12,1.12,0.7,0.5,0.6,2,5,1670,25,35,80,20,0.28,0.27,0.01,0.21
M2,M212,ACACBR,1.9,,b,2.83,1,2.12,1.12,0.7,0.5,0.6,2,5,1670,25,35,80,20,0.28,0.27,0.01,0.21
M2,M212,ACACBR,1.6,,b,2.01,1,2.12,1.12,0.7,0.5,0.6,2,5,1670,25,35,80,20,0.28,0.27,0.01,0.21
M2,M212,ACACME,11.1,M,M,96.72,1.14,3.32,2.18,3.82,4.2,4.01,2,5,1670,25,35,80,20,12.62,12.59,0.03,18.3
M2,M212,ACACME,8.4,,b,55.39,1.14,3.32,2.18,3.82,4.2,4.01,2,5,1670,25,35,80,20,12.62,12.59,0.03,18.3
M2,M212,ACACME,8.4,,b,55.39,1.14,3.32,2.18,3.82,4.2,4.01,2,5,1670,25,35,80,20,12.62,12.59,0.03,18.3
M2,M212,ACACME,8.3,,b,54.08,1.14,3.32,2.18,3.82,4.2,4.01,2,5,1670,25,35,80,20,12.62,12.59,0.03,18.3
M2,M212,ACACBR,2.3,,b,4.15,1.14,3.32,2.18,3.82,4.2,4.01,2,5,1670,25,35,80,20,12.62,12.59,0.03,18.3
M2,M212,ACACBR,2.1,M,M,3.46,0.7,1.92,1.22,1.3,0.8,1.05,2,5,1670,25,35,80,20,0.87,0.82,0.05,0.66
M2,M212,ACACBR,2,,b,3.14,0.7,1.92,1.22,1.3,0.8,1.05,2,5,1670,25,35,80,20,0.87,0.82,0.05,0.66
M2,M212,ACACBR,1.2,,b,1.13,0.7,1.92,1.22,1.3,0.8,1.05,2,5,1670,25,35,80,20,0.87,0.82,0.05,0.66
M2,M212,ACACBR,1.8,,b,2.54,0.7,1.92,1.22,1.3,0.8,1.05,2,5,1670,25,35,80,20,0.87,0.82,0.05,0.66
M2,M212,ACACBR,2.7,M,M,5.72,0.7,1.92,1.22,1.3,0.8,1.05,2,5,1670,25,35,80,20,0.87,0.82,0.05,0.66
M2,M212,ACACBR,1.3,,b,1.33,0.7,1.92,1.22,1.3,0.8,1.05,2,5,1670,25,35,80,20,0.87,0.82,0.05,0.66
M2,M212,ACACBR,1.1,,b,0.95,0.7,1.92,1.22,1.3,0.8,1.05,2,5,1670,25,35,80,20,0.87,0.82,0.05,0.66
M2,M212,ACACBR,1.6,,b,2.01,0.7,1.92,1.22,1.3,0.8,1.05,2,5,1670,25,35,80,20,0.87,0.82,0.05,0.66
M2,M212,ACACBR,1,,b,0.79,0.7,1.92,1.22,1.3,0.8,1.05,2,5,1670,25,35,80,20,0.87,0.82,0.05,0.66
M2,M212,ACACBR,2.2,,b,3.80,0.7,1.92,1.22,1.3,0.8,1.05,2,5,1670,25,35,80,20,0.87,0.82,0.05,0.66
M2,M212,ACACBR,2.1,,b,3.46,0.7,1.92,1.22,1.3,0.8,1.05,2,5,1670,25,35,80,20,0.87,0.82,0.05,0.66
M2,M212,ACACBR,1.8,,b,2.54,0.7,1.92,1.22,1.3,0.8,1.05,2,5,1670,25,35,80,20,0.87,0.82,0.05,0.66
M2,M212,ACACBR,1.8,M,M,2.54,0.5,0.8,0.3,0.5,0.4,0.45,2,5,1670,25,35,80,20,0.16,0.16,0,0.03
M2,M212,ACACBR,3.8,M,M,11.34,1.3,1.82,0.52,1.2,0.7,0.95,2,5,1670,25,35,80,20,0.71,0.66,0.05,0.23
M2,M212,ACACBR,3.3,M,M,8.55,1,2.32,1.32,1.3,1.1,1.2,2,5,1670,25,35,80,20,1.13,1.12,0.01,0.99
M2,M212,ACACBR,3.3,,b,8.55,1,2.32,1.32,1.3,1.1,1.2,2,5,1670,25,35,80,20,1.13,1.12,0.01,0.99
M2,M212,ACACBR,2.2,,b,3.80,1,2.32,1.32,1.3,1.1,1.2,2,5,1670,25,35,80,20,1.13,1.12,0.01,0.99
M2,M212,ACACBR,2.4,,b,4.52,1,2.32,1.32,1.3,1.1,1.2,2,5,1670,25,35,80,20,1.13,1.12,0.01,0.99
M2,M212,ACACBR,1.9,,b,2.83,1,2.32,1.32,1.3,1.1,1.2,2,5,1670,25,35,80,20,1.13,1.12,0.01,0.99
M2,M212,ACACBR,2.2,,b,3.80,1,2.32,1.32,1.3,1.1,1.2,2,5,1670,25,35,80,20,1.13,1.12,0.01,0.99
M2,M212,ACACBR,2,M,M,3.14,1,1.4,0.4,0.9,0.7,0.8,2,5,1670,25,35,80,20,0.5,0.49,0.01,0.13
M2,M212,ACACBR,1.6,,b,2.01,1,1.4,0.4,0.9,0.7,0.8,2,5,1670,25,35,80,20,0.5,0.49,0.01,0.13
M2,M212,ACACBR,1,,b,0.79,1,1.4,0.4,0.9,0.7,0.8,2,5,1670,25,35,80,20,0.5,0.49,0.01,0.13
M2,M212,ACACBR,1.4,,b,1.54,1,1.4,0.4,0.9,0.7,0.8,2,5,1670,25,35,80,20,0.5,0.49,0.01,0.13
M2,M212,ACACBR,1.3,,b,1.33,1,1.4,0.4,0.9,0.7,0.8,2,5,1670,25,35,80,20,0.5,0.49,0.01,0.13
M2,M212,ACACBR,2.6,M,M,5.31,1.1,1.72,0.62,0.8,0.1,0.45,2,5,1670,25,35,80,20,0.16,0.06,0.1,0.03
M2,M212,ACACBR,2.6,,b,5.31,1.1,1.72,0.62,0.8,0.1,0.45,2,5,1670,25,35,80,20,0.16,0.06,0.1,0.03
M2,M212,ACACBR,2.2,,b,3.80,1.1,1.72,0.62,0.8,0.1,0.45,2,5,1670,25,35,80,20,0.16,0.06,0.1,0.03
M2,M212,ACACBR,2.1,,b,3.46,1.1,1.72,0.62,0.8,0.1,0.45,2,5,1670,25,35,80,20,0.16,0.06,0.1,0.03
M2,M212,ACACBR,1.8,,b,2.54,1.1,1.72,0.62,0.8,0.1,0.45,2,5,1670,25,35,80,20,0.16,0.06,0.1,0.03
M2,M212,ACACBR,1.8,,b,2.54,1.1,1.72,0.62,0.8,0.1,0.45,2,5,1670,25,35,80,20,0.16,0.06,0.1,0.03
M2,M212,ACACBR,1.5,,b,1.77,1.1,1.72,0.62,0.8,0.1,0.45,2,5,1670,25,35,80,20,0.16,0.06,0.1,0.03
M2,M212,ACACBR,1.5,,b,1.77,1.1,1.72,0.62,0.8,0.1,0.45,2,5,1670,25,35,80,20,0.16,0.06,0.1,0.03
M2,M212,ACACBR,1.8,M,M,2.54,1.1,2.2,1.1,1.4,1.2,1.3,2,5,1670,25,35,80,20,1.33,1.32,0.01,0.97
M2,M212,ACACBR,1.6,,b,2.01,1.1,2.2,1.1,1.4,1.2,1.3,2,5,1670,25,35,80,20,1.33,1.32,0.01,0.97
M2,M212,ACACBR,1.6,,b,2.01,1.1,2.2,1.1,1.4,1.2,1.3,2,5,1670,25,35,80,20,1.33,1.32,0.01,0.97
M2,M212,ACACBR,1.6,,b,2.01,1.1,2.2,1.1,1.4,1.2,1.3,2,5,1670,25,35,80,20,1.33,1.32,0.01,0.97
M2,M212,ACACBR,1.4,,b,1.54,1.1,2.2,1.1,1.4,1.2,1.3,2,5,1670,25,35,80,20,1.33,1.32,0.01,0.97
M2,M212,ACACBR,1,,b,0.79,1.1,2.2,1.1,1.4,1.2,1.3,2,5,1670,25,35,80,20,1.33,1.32,0.01,0.97
M2,M212,ACACBR,1.1,,b,0.95,1.1,2.2,1.1,1.4,1.2,1.3,2,5,1670,25,35,80,20,1.33,1.32,0.01,0.97
M2,M212,ACACBR,1.8,,b,2.54,1.1,2.2,1.1,1.4,1.2,1.3,2,5,1670,25,35,80,20,1.33,1.32,0.01,0.97
M2,M212,ACACBR,1.1,,b,0.95,1.1,2.2,1.1,1.4,1.2,1.3,2,5,1670,25,35,80,20,1.33,1.32,0.01,0.97
M2,M212,ACACBR,1.1,,b,0.95,1.1,2.2,1.1,1.4,1.2,1.3,2,5,1670,25,35,80,20,1.33,1.32,0.01,0.97
M2,M212,ACACBR,1.7,,b,2.27,1.1,2.2,1.1,1.4,1.2,1.3,2,5,1670,25,35,80,20,1.33,1.32,0.01,0.97
M2,M212,ACACBR,1.2,,b,1.13,1.1,2.2,1.1,1.4,1.2,1.3,2,5,1670,25,35,80,20,1.33,1.32,0.01,0.97
M2,M212,ACACBR,1.2,M,M,1.13,0.3,1.4,1.1,0.6,0.8,0.7,2,5,1670,25,35,80,20,0.38,0.38,0.01,0.28
M2,M212,ACACBR,1,,b,0.79,0.3,1.4,1.1,0.6,0.8,0.7,2,5,1670,25,35,80,20,0.38,0.38,0.01,0.28
M2,M212,ACACBR,1,,b,0.79,0.3,1.4,1.1,0.6,0.8,0.7,2,5,1670,25,35,80,20,0.38,0.38,0.01,0.28
M2,M212,ACACBR,2.2,M,M,3.80,0.8,2.6,1.8,1.3,1.1,1.2,2,5,1670,25,35,80,20,1.13,1.12,0.01,1.35
M2,M212,ACACBR,1.8,,b,2.54,0.8,2.6,1.8,1.3,1.1,1.2,2,5,1670,25,35,80,20,1.13,1.12,0.01,1.35
M2,M212,ACACBR,1.1,,b,0.95,0.8,2.6,1.8,1.3,1.1,1.2,2,5,1670,25,35,80,20,1.13,1.12,0.01,1.35
M2,M212,ACACBR,1.1,,b,0.95,0.8,2.6,1.8,1.3,1.1,1.2,2,5,1670,25,35,80,20,1.13,1.12,0.01,1.35
M2,M212,ACACBR,1.9,M,M,2.83,0.9,2.26,1.36,0.6,1,0.8,2,5,1670,25,35,80,20,0.5,0.47,0.03,0.43
M2,M212,ACACBR,1.5,,b,1.77,0.9,2.26,1.36,0.6,1,0.8,2,5,1670,25,35,80,20,0.5,0.47,0.03,0.43
M2,M212,ACACBR,1.4,,b,1.54,0.9,2.26,1.36,0.6,1,0.8,2,5,1670,25,35,80,20,0.5,0.47,0.03,0.43
M2,M212,ACACBR,1.7,,b,2.27,0.9,2.26,1.36,0.6,1,0.8,2,5,1670,25,35,80,20,0.5,0.47,0.03,0.43
M2,M212,ACACBR,1.7,,b,2.27,0.9,2.26,1.36,0.6,1,0.8,2,5,1670,25,35,80,20,0.5,0.47,0.03,0.43
M2,M212,ACACBR,1.6,,b,2.01,0.9,2.26,1.36,0.6,1,0.8,2,5,1670,25,35,80,20,0.5,0.47,0.03,0.43
M2,M212,ACACBR,2.2,M,M,3.80,0.9,1.82,0.92,0.6,0.9,0.75,2,5,1670,25,35,80,20,0.44,0.42,0.02,0.26
M2,M212,ACACBR,2.1,,b,3.46,0.9,1.82,0.92,0.6,0.9,0.75,2,5,1670,25,35,80,20,0.44,0.42,0.02,0.26
M2,M212,ACACBR,2,,b,3.14,0.9,1.82,0.92,0.6,0.9,0.75,2,5,1670,25,35,80,20,0.44,0.42,0.02,0.26
M2,M212,ACACBR,2,M,M,3.14,1,2.23,1.23,0.7,0.8,0.75,2,5,1670,25,35,80,20,0.44,0.44,0,0.36
M2,M212,ACACBR,1.5,,b,1.77,1,2.23,1.23,0.7,0.8,0.75,2,5,1670,25,35,80,20,0.44,0.44,0,0.36
M2,M212,ACACBR,1.1,,b,0.95,1,2.23,1.23,0.7,0.8,0.75,2,5,1670,25,35,80,20,0.44,0.44,0,0.36
M2,M212,ACACBR,2.2,M,M,3.80,0.7,1.13,0.43,0.9,1.1,1,2,5,1670,25,35,80,20,0.79,0.78,0.01,0.22
M2,M212,ACACBR,1.3,,b,1.33,0.7,1.13,0.43,0.9,1.1,1,2,5,1670,25,35,80,20,0.79,0.78,0.01,0.22
M2,M212,ACACBR,1.9,,b,2.83,0.7,1.13,0.43,0.9,1.1,1,2,5,1670,25,35,80,20,0.79,0.78,0.01,0.22
M2,M212,ACACBR,2,,b,3.14,0.7,1.13,0.43,0.9,1.1,1,2,5,1670,25,35,80,20,0.79,0.78,0.01,0.22
M2,M212,ACACBR,1.6,,b,2.01,0.7,1.13,0.43,0.9,1.1,1,2,5,1670,25,35,80,20,0.79,0.78,0.01,0.22
M2,M212,ACACBR,2.1,M,M,3.46,0.95,2.45,1.5,0.8,0.6,0.7,2,5,1670,25,35,80,20,0.38,0.38,0.01,0.38
M2,M212,ACACBR,1.8,,b,2.54,0.95,2.45,1.5,0.8,0.6,0.7,2,5,1670,25,35,80,20,0.38,0.38,0.01,0.38
M2,M212,ACACBR,1.2,M,M,1.13,0.4,1.15,0.75,0.8,0.4,0.6,2,5,1670,25,35,80,20,0.28,0.25,0.03,0.13
M2,M212,ACACBR,1,,b,0.79,0.4,1.15,0.75,0.8,0.4,0.6,2,5,1670,25,35,80,20,0.28,0.25,0.03,0.13
M2,M212,ACACBR,1.5,M,M,1.77,0.65,1.4,0.75,1.5,0.9,1.2,2,5,1670,25,35,80,20,1.13,1.06,0.07,0.53
M2,M212,ACACBR,1.3,,b,1.33,0.65,1.4,0.75,1.5,0.9,1.2,2,5,1670,25,35,80,20,1.13,1.06,0.07,0.53
