"Acacia brevispica biomass (y=48.739x-41.179, r = 0.24)",,,,,,,,,,,,,,,,,,,,
S/Transect,Quadra,SpCode,DKH,code,branches,Basal area (sq cm),Hmin,Hmax,CanDepth,CrwnDiam,slope,Soiltex,Elev (m),Trcov (%),Shcov (%),Hcov (%),Bare (%),CanArea     = ?D1D2/4 ,CanVol ,Biomass 
M3,M317,ACACBR,1.3,,b,1.32665,1,2.33,1.33,1.69,1,5,1680,2,5,25,70,2.23,1.98,22.1817
M3,M317,ACACBR,1,,b,0.785,1,2.33,1.33,1.69,1,5,1680,2,5,25,70,2.23,1.98,7.56
M3,M317,ACACBR,1.6,,b,2.0096,1,2.33,1.33,1.69,1,5,1680,2,5,25,70,2.23,1.98,36.8034
M3,M317,ACACBR,1.7,,b,2.26865,1,2.33,1.33,1.69,1,5,1680,2,5,25,70,2.23,1.98,41.6773
M3,M317,ACACBR,1.6,,b,2.0096,1,2.33,1.33,1.69,1,5,1680,2,5,25,70,2.23,1.98,36.8034
M3,M317,ACACBR,1.6,M,M,2.0096,0.8,1.76,0.96,1.43,1,5,1680,2,5,25,70,1.6,1.02,36.8034
M3,M317,ACACBR,1.4,,b,1.5386,0.8,1.76,0.96,1.43,1,5,1680,2,5,25,70,1.6,1.02,27.0556
M3,M317,ACACBR,1.5,,b,1.76625,0.8,1.76,0.96,1.43,1,5,1680,2,5,25,70,1.6,1.02,31.9295
M3,M317,ACACBR,1.2,,b,1.1304,0.8,1.76,0.96,1.43,1,5,1680,2,5,25,70,1.6,1.02,17.3078
M3,M317,ACACBR,1.2,,b,1.1304,0.8,1.76,0.96,1.43,1,5,1680,2,5,25,70,1.6,1.02,17.3078
M3,M317,ACACBR,1.2,,b,1.1304,0.8,1.76,0.96,1.43,1,5,1680,2,5,25,70,1.6,1.02,17.3078
M3,M317,ACACBR,1.2,,b,1.1304,0.8,1.76,0.96,1.43,1,5,1680,2,5,25,70,1.6,1.02,17.3078
M3,M317,ACACBR,1.7,M,M,2.26865,0.8,1.92,1.12,1.79,1,5,1680,2,5,25,70,2.5,1.87,41.6773
M3,M317,ACACBR,1.4,,b,1.5386,0.8,1.92,1.12,1.79,1,5,1680,2,5,25,70,2.5,1.87,27.0556
M3,M317,ACACBR,1.2,,b,1.1304,0.8,1.92,1.12,1.79,1,5,1680,2,5,25,70,2.5,1.87,17.3078
M3,M317,ACACBR,1.2,,b,1.1304,0.8,1.92,1.12,1.79,1,5,1680,2,5,25,70,2.5,1.87,17.3078
M3,M317,ACACBR,1.2,,b,1.1304,0.8,1.92,1.12,1.79,1,5,1680,2,5,25,70,2.5,1.87,17.3078
M3,M317,ACACBR,1.4,,b,1.5386,0.8,1.92,1.12,1.79,1,5,1680,2,5,25,70,2.5,1.87,27.0556
M3,M317,ACACBR,1.3,,b,1.32665,0.8,1.92,1.12,1.79,1,5,1680,2,5,25,70,2.5,1.87,22.1817
M3,M317,ACACBR,1,,b,0.785,0.8,1.92,1.12,1.79,1,5,1680,2,5,25,70,2.5,1.87,7.56
M3,M317,ACACBR,1.2,,b,1.1304,0.8,1.92,1.12,1.79,1,5,1680,2,5,25,70,2.5,1.87,17.3078
M3,M317,ACACBR,1.2,,b,1.1304,0.8,1.92,1.12,1.79,1,5,1680,2,5,25,70,2.5,1.87,17.3078
M3,M317,ACACBR,1.2,,b,1.1304,0.8,1.92,1.12,1.79,1,5,1680,2,5,25,70,2.5,1.87,17.3078
M3,M317,ACACBR,1,,b,0.785,0.8,1.92,1.12,1.79,1,5,1680,2,5,25,70,2.5,1.87,7.56
M3,M317,ACACBR,1,,b,0.785,0.8,1.92,1.12,1.79,1,5,1680,2,5,25,70,2.5,1.87,7.56
M3,M317,ACACBR,1.4,M,M,1.5386,0.8,1.58,0.78,1.25,1,5,1680,2,5,25,70,1.18,0.61,27.0556
M3,M317,ACACBR,1,,b,0.785,0.8,1.58,0.78,1.25,1,5,1680,2,5,25,70,1.18,0.61,7.56
M3,M317,ACACBR,2.4,M,M,4.5216,1,2.2,1.2,1.3,1,5,1680,2,5,25,70,1.27,1.02,75.7946
M3,M317,ACACBR,2.1,,b,3.46185,1,2.2,1.2,1.3,1,5,1680,2,5,25,70,1.27,1.02,61.1729
M3,M317,ACACBR,1.2,,b,1.1304,1,2.2,1.2,1.3,1,5,1680,2,5,25,70,1.27,1.02,17.3078
M3,M317,ACACBR,1.4,,b,1.5386,1,2.2,1.2,1.3,1,5,1680,2,5,25,70,1.27,1.02,27.0556
M3,M318,ACACBR,3.2,M,M,8.0384,0.6,3.06,2.46,2.23,2,5,1680,20,18,68,20,3.9,6.4,114.7858
M3,M318,ACACBR,2.1,,b,3.46185,0.6,3.06,2.46,2.23,2,5,1680,20,18,68,20,3.9,6.4,61.1729
M3,M318,ACACBR,1.2,,b,1.1304,0.6,3.06,2.46,2.23,2,5,1680,20,18,68,20,3.9,6.4,17.3078
M3,M318,ACACBR,2.1,,b,3.46185,0.6,3.06,2.46,2.23,2,5,1680,20,18,68,20,3.9,6.4,61.1729
M3,M318,ACACBR,1.9,,b,2.83385,0.6,3.06,2.46,2.23,2,5,1680,20,18,68,20,3.9,6.4,51.4251
M3,M318,ACACBR,1.4,,b,1.5386,0.6,3.06,2.46,2.23,2,5,1680,20,18,68,20,3.9,6.4,27.0556
M3,M318,ACACBR,2,,b,3.14,0.6,3.06,2.46,2.23,2,5,1680,20,18,68,20,3.9,6.4,56.299
M3,M318,ACACBR,1.4,,b,1.5386,0.6,3.06,2.46,2.23,2,5,1680,20,18,68,20,3.9,6.4,27.0556
M3,M318,ACACBR,1.8,,b,2.5434,0.6,3.06,2.46,2.23,2,5,1680,20,18,68,20,3.9,6.4,46.5512
M3,M318,ACACBR,1.5,,b,1.76625,0.6,3.06,2.46,2.23,2,5,1680,20,18,68,20,3.9,6.4,31.9295
M3,M318,ACACBR,1.1,,b,0.94985,0.6,3.06,2.46,2.23,2,5,1680,20,18,68,20,3.9,6.4,12.4339
M3,M318,ACACBR,1.8,,b,2.5434,0.6,3.06,2.46,2.23,2,5,1680,20,18,68,20,3.9,6.4,46.5512
M3,M318,ACACBR,1.5,,b,1.76625,0.6,3.06,2.46,2.23,2,5,1680,20,18,68,20,3.9,6.4,31.9295
M3,M318,ACACBR,2.8,,b,6.1544,0.6,3.06,2.46,2.23,2,5,1680,20,18,68,20,3.9,6.4,95.2902
M3,M318,ACACBR,1.3,,b,1.32665,0.6,3.06,2.46,2.23,2,5,1680,20,18,68,20,3.9,6.4,22.1817
M3,M318,ACACBR,1.7,,b,2.26865,0.6,3.06,2.46,2.23,2,5,1680,20,18,68,20,3.9,6.4,41.6773
M3,M318,ACACBR,1.5,,b,1.76625,0.6,3.06,2.46,2.23,2,5,1680,20,18,68,20,3.9,6.4,31.9295
M3,M318,ACACBR,2.1,,b,3.46185,0.6,3.06,2.46,2.23,2,5,1680,20,18,68,20,3.9,6.4,61.1729
M3,M318,ACACBR,1.7,,b,2.26865,0.6,3.06,2.46,2.23,2,5,1680,20,18,68,20,3.9,6.4,41.6773
M3,M318,ACACBR,2.1,,b,3.46185,0.6,3.06,2.46,2.23,2,5,1680,20,18,68,20,3.9,6.4,61.1729
M3,M318,ACACBR,1.7,,b,2.26865,0.6,3.06,2.46,2.23,2,5,1680,20,18,68,20,3.9,6.4,41.6773
M3,M318,ACACBR,1.2,,b,1.1304,0.6,3.06,2.46,2.23,2,5,1680,20,18,68,20,3.9,6.4,17.3078
M3,M318,ACACBR,2.1,,b,3.46185,0.6,3.06,2.46,2.23,2,5,1680,20,18,68,20,3.9,6.4,61.1729
M3,M318,ACACBR,1.5,,b,1.76625,0.6,3.06,2.46,2.23,2,5,1680,20,18,68,20,3.9,6.4,31.9295
M3,M318,ACACBR,1.7,M,M,2.26865,0.3,1.05,0.75,0.48,2,5,1680,20,18,68,20,0.17,0.09,41.6773
M3,M318,ACACBR,1.5,,b,1.76625,0.3,1.05,0.75,0.48,2,5,1680,20,18,68,20,0.17,0.09,31.9295
M3,M318,ACACBR,1.3,,b,1.32665,0.3,1.05,0.75,0.48,2,5,1680,20,18,68,20,0.17,0.09,22.1817
M3,M318,ACACBR,1.9,M,M,2.83385,0.4,1.6,1.2,0.63,2,5,1680,20,18,68,20,0.31,0.24,51.4251
M3,M318,ACACBR,1.4,,b,1.5386,0.4,1.6,1.2,0.63,2,5,1680,20,18,68,20,0.31,0.24,27.0556
M3,M318,ACACBR,1.9,,b,2.83385,0.4,1.6,1.2,0.63,2,5,1680,20,18,68,20,0.31,0.24,51.4251
M3,M318,ACACBR,2.5,M,M,4.90625,0.6,2.18,1.58,0.96,2,5,1680,20,18,68,20,0.62,0.65,80.6685
M3,M318,ACACBR,1.4,,b,1.5386,0.6,2.18,1.58,0.96,2,5,1680,20,18,68,20,0.62,0.65,27.0556
M3,M318,ACACBR,1.4,,b,1.5386,0.6,2.18,1.58,0.96,2,5,1680,20,18,68,20,0.62,0.65,27.0556
M3,M318,ACACBR,1.8,,b,2.5434,0.6,2.18,1.58,0.96,2,5,1680,20,18,68,20,0.62,0.65,46.5512
M3,M318,ACACBR,2.1,,b,3.46185,0.6,2.18,1.58,0.96,2,5,1680,20,18,68,20,0.62,0.65,61.1729
M3,M318,ACACBR,2,,b,3.14,0.6,2.18,1.58,0.96,2,5,1680,20,18,68,20,0.62,0.65,56.299
M3,M318,ACACBR,2.2,M,M,3.7994,0.6,2.18,1.58,0.96,2,5,1680,20,18,68,20,0.62,0.65,66.0468
M3,M318,ACACBR,1.3,,b,1.32665,0.6,2.18,1.58,0.96,2,5,1680,20,18,68,20,0.62,0.65,22.1817
M3,M318,ACACBR,1.6,,b,2.0096,0.6,2.18,1.58,0.96,2,5,1680,20,18,68,20,0.62,0.65,36.8034
M3,M318,ACACBR,1.1,,b,0.94985,0.6,2.18,1.58,0.96,2,5,1680,20,18,68,20,0.62,0.65,12.4339
M3,M318,ACACBR,1.6,,b,2.0096,0.6,2.18,1.58,0.96,2,5,1680,20,18,68,20,0.62,0.65,36.8034
M3,M318,ACACBR,1.9,,b,2.83385,0.6,2.18,1.58,0.96,2,5,1680,20,18,68,20,0.62,0.65,51.4251
M3,M318,ACACBR,1.7,M,M,2.26865,0.45,1.15,0.7,0.58,2,5,1680,20,18,68,20,0.22,0.1,41.6773
M3,M318,ACACBR,1.5,,b,1.76625,0.45,1.15,0.7,0.58,2,5,1680,20,18,68,20,0.22,0.1,31.9295
M3,M318,ACACBR,1.6,,b,2.0096,0.45,1.15,0.7,0.58,2,5,1680,20,18,68,20,0.22,0.1,36.8034
M3,M318,ACACBR,1.4,M,M,1.5386,0.25,1.2,0.95,0.85,2,5,1680,20,18,68,20,0.57,0.36,27.0556
M3,M318,ACACBR,1.2,,b,1.1304,0.25,1.2,0.95,0.85,2,5,1680,20,18,68,20,0.57,0.36,17.3078
M3,M318,ACACBR,1.4,,b,1.5386,0.25,1.2,0.95,0.85,2,5,1680,20,18,68,20,0.57,0.36,27.0556
M3,M318,ACACBR,1.7,M,M,2.26865,0.25,1.22,0.97,0.83,2,5,1680,20,18,68,20,0.51,0.33,41.6773
M3,M318,ACACBR,1.6,,b,2.0096,0.25,1.22,0.97,0.83,2,5,1680,20,18,68,20,0.51,0.33,36.8034
M3,M318,ACACBR,1,,b,0.785,0.25,1.22,0.97,0.83,2,5,1680,20,18,68,20,0.51,0.33,7.56
M3,M318,ACACBR,1.2,,b,1.1304,0.25,1.22,0.97,0.83,2,5,1680,20,18,68,20,0.51,0.33,17.3078
M3,M318,ACACBR,1.1,,b,0.94985,0.25,1.22,0.97,0.83,2,5,1680,20,18,68,20,0.51,0.33,12.4339
M3,M318,ACACBR,2.5,M,M,4.90625,0.35,1.22,0.87,1,2,5,1680,20,18,68,20,0.78,0.45,80.6685
M3,M318,ACACBR,1.5,,b,1.76625,0.35,1.22,0.87,1,2,5,1680,20,18,68,20,0.78,0.45,31.9295
M3,M318,ACACBR,1.5,,b,1.76625,0.35,1.22,0.87,1,2,5,1680,20,18,68,20,0.78,0.45,31.9295
M3,M318,ACACBR,1.7,,b,2.26865,0.35,1.22,0.87,1,2,5,1680,20,18,68,20,0.78,0.45,41.6773
M3,M318,ACACBR,1.5,,b,1.76625,0.35,1.22,0.87,1,2,5,1680,20,18,68,20,0.78,0.45,31.9295
M3,M318,ACACBR,1.3,,b,1.32665,0.35,1.22,0.87,1,2,5,1680,20,18,68,20,0.78,0.45,22.1817
M3,M318,ACACBR,1.8,,b,2.5434,0.35,1.22,0.87,1,2,5,1680,20,18,68,20,0.78,0.45,46.5512
M3,M318,ACACBR,1.7,,b,2.26865,0.35,1.22,0.87,1,2,5,1680,20,18,68,20,0.78,0.45,41.6773
M3,M318,ACACBR,2.2,,b,3.7994,0.35,1.22,0.87,1,2,5,1680,20,18,68,20,0.78,0.45,66.0468
M3,M318,ACACBR,1.4,,b,1.5386,0.35,1.22,0.87,1,2,5,1680,20,18,68,20,0.78,0.45,27.0556
M3,M318,ACACBR,1.4,,b,1.5386,0.35,1.22,0.87,1,2,5,1680,20,18,68,20,0.78,0.45,27.0556
M3,M318,ACACBR,2.4,,b,4.5216,0.35,1.22,0.87,1,2,5,1680,20,18,68,20,0.78,0.45,75.7946
M3,M318,ACACBR,1.5,,b,1.76625,0.35,1.22,0.87,1,2,5,1680,20,18,68,20,0.78,0.45,31.9295
M3,M318,ACACBR,1.6,,b,2.0096,0.35,1.22,0.87,1,2,5,1680,20,18,68,20,0.78,0.45,36.8034
M3,M318,ACACBR,1.7,M,M,2.26865,0.3,1.4,1.1,0.8,2,5,1680,20,18,68,20,0.49,0.36,41.6773
M3,M318,ACACBR,1,,b,0.785,0.3,1.4,1.1,0.8,2,5,1680,20,18,68,20,0.49,0.36,7.56
M3,M318,ACACBR,1.2,,b,1.1304,0.3,1.4,1.1,0.8,2,5,1680,20,18,68,20,0.49,0.36,17.3078
M3,M318,ACACBR,1.6,,b,2.0096,0.3,1.4,1.1,0.8,2,5,1680,20,18,68,20,0.49,0.36,36.8034
M3,M318,ACACBR,2.6,M,M,5.3066,0.4,1.66,1.26,1.22,2,5,1680,20,18,68,20,1.15,0.96,85.5424
M3,M318,ACACBR,2.3,,b,4.15265,0.4,1.66,1.26,1.22,2,5,1680,20,18,68,20,1.15,0.96,70.9207
M3,M318,ACACBR,1.1,,b,0.94985,0.4,1.66,1.26,1.22,2,5,1680,20,18,68,20,1.15,0.96,12.4339
M3,M318,ACACBR,3.4,M,M,9.0746,0.7,1.32,0.62,1.15,2,5,1680,20,18,68,20,1.04,0.43,124.5336
M3,M318,ACACBR,2.8,,b,6.1544,0.7,1.32,0.62,1.15,2,5,1680,20,18,68,20,1.04,0.43,95.2902
M3,M318,ACACBR,2.5,,b,4.90625,0.7,1.32,0.62,1.15,2,5,1680,20,18,68,20,1.04,0.43,80.6685
M3,M318,ACACBR,2.6,,b,5.3066,0.7,1.32,0.62,1.15,2,5,1680,20,18,68,20,1.04,0.43,85.5424
M3,M318,ACACBR,2.8,,b,6.1544,0.7,1.32,0.62,1.15,2,5,1680,20,18,68,20,1.04,0.43,95.2902
M3,M318,ACACBR,1.8,,b,2.5434,0.7,1.32,0.62,1.15,2,5,1680,20,18,68,20,1.04,0.43,46.5512
M3,M318,ACACBR,2,,b,3.14,0.7,1.32,0.62,1.15,2,5,1680,20,18,68,20,1.04,0.43,56.299
M3,M318,ACACBR,2.1,,b,3.46185,0.7,1.32,0.62,1.15,2,5,1680,20,18,68,20,1.04,0.43,61.1729
M3,M318,ACACBR,1.9,,b,2.83385,0.7,1.32,0.62,1.15,2,5,1680,20,18,68,20,1.04,0.43,51.4251
M3,M318,ACACBR,3.2,,b,8.0384,0.7,1.32,0.62,1.15,2,5,1680,20,18,68,20,1.04,0.43,114.7858
M3,M318,ACACBR,2.4,,b,4.5216,0.7,1.32,0.62,1.15,2,5,1680,20,18,68,20,1.04,0.43,75.7946
M3,M318,ACACBR,1.7,,b,2.26865,0.7,1.32,0.62,1.15,2,5,1680,20,18,68,20,1.04,0.43,41.6773
M3,M318,ACACBR,2.5,M,M,4.90625,0.5,2.48,1.98,1.87,2,5,1680,20,18,68,20,2.71,3.57,80.6685
M3,M318,ACACBR,1.4,,b,1.5386,0.5,2.48,1.98,1.87,2,5,1680,20,18,68,20,2.71,3.57,27.0556
M3,M318,ACACBR,1.5,,b,1.76625,0.5,2.48,1.98,1.87,2,5,1680,20,18,68,20,2.71,3.57,31.9295
M3,M318,ACACBR,2.1,,b,3.46185,0.5,2.48,1.98,1.87,2,5,1680,20,18,68,20,2.71,3.57,61.1729
M3,M318,ACACBR,2.2,,b,3.7994,0.5,2.48,1.98,1.87,2,5,1680,20,18,68,20,2.71,3.57,66.0468
M3,M318,ACACBR,1.7,,b,2.26865,0.5,2.48,1.98,1.87,2,5,1680,20,18,68,20,2.71,3.57,41.6773
M3,M318,ACACBR,1.3,,b,1.32665,0.5,2.48,1.98,1.87,2,5,1680,20,18,68,20,2.71,3.57,22.1817
M3,M318,ACACBR,2.1,,b,3.46185,0.5,2.48,1.98,1.87,2,5,1680,20,18,68,20,2.71,3.57,61.1729
M3,M318,ACACBR,2,,b,3.14,0.5,2.48,1.98,1.87,2,5,1680,20,18,68,20,2.71,3.57,56.299
M3,M318,ACACBR,2.1,,b,3.46185,0.5,2.48,1.98,1.87,2,5,1680,20,18,68,20,2.71,3.57,61.1729
M3,M318,ACACBR,2,,b,3.14,0.5,2.48,1.98,1.87,2,5,1680,20,18,68,20,2.71,3.57,56.299
M3,M318,ACACBR,1.6,,b,2.0096,0.5,2.48,1.98,1.87,2,5,1680,20,18,68,20,2.71,3.57,36.8034
M3,M318,ACACBR,2.2,,b,3.7994,0.5,2.48,1.98,1.87,2,5,1680,20,18,68,20,2.71,3.57,66.0468
M3,M318,ACACBR,1.5,,b,1.76625,0.5,2.48,1.98,1.87,2,5,1680,20,18,68,20,2.71,3.57,31.9295
M3,M318,ACACBR,2.3,,b,4.15265,0.5,2.48,1.98,1.87,2,5,1680,20,18,68,20,2.71,3.57,70.9207
M3,M318,ACACBR,1.3,,b,1.32665,0.5,2.48,1.98,1.87,2,5,1680,20,18,68,20,2.71,3.57,22.1817
M3,M318,ACACBR,1.3,,b,1.32665,0.5,2.48,1.98,1.87,2,5,1680,20,18,68,20,2.71,3.57,22.1817
M3,M318,ACACBR,2.2,M,M,3.7994,0.85,3.06,2.21,1.18,2,5,1680,20,18,68,20,0.98,1.44,66.0468
M3,M318,ACACBR,1.4,,b,1.5386,0.85,3.06,2.21,1.18,2,5,1680,20,18,68,20,0.98,1.44,27.0556
M3,M318,ACACBR,1.2,,b,1.1304,0.85,3.06,2.21,1.18,2,5,1680,20,18,68,20,0.98,1.44,17.3078
M3,M318,ACACBR,1.4,,b,1.5386,0.85,3.06,2.21,1.18,2,5,1680,20,18,68,20,0.98,1.44,27.0556
M3,M318,ACACBR,1.7,,b,2.26865,0.85,3.06,2.21,1.18,2,5,1680,20,18,68,20,0.98,1.44,41.6773
M3,M318,ACACBR,2.1,,b,3.46185,0.85,3.06,2.21,1.18,2,5,1680,20,18,68,20,0.98,1.44,61.1729
M3,M318,ACACBR,1.4,,b,1.5386,0.85,3.06,2.21,1.18,2,5,1680,20,18,68,20,0.98,1.44,27.0556
M3,M318,ACACBR,1.8,,b,2.5434,0.85,3.06,2.21,1.18,2,5,1680,20,18,68,20,0.98,1.44,46.5512
M3,M318,ACACBR,1.7,,b,2.26865,0.85,3.06,2.21,1.18,2,5,1680,20,18,68,20,0.98,1.44,41.6773
M3,M318,ACACBR,2.1,,b,3.46185,0.85,3.06,2.21,1.18,2,5,1680,20,18,68,20,0.98,1.44,61.1729
M3,M318,ACACBR,1.5,M,M,1.76625,0.55,1.1,0.55,0.83,2,5,1680,20,18,68,20,0.53,0.19,31.9295
M3,M318,ACACBR,1.2,,b,1.1304,0.55,1.1,0.55,0.83,2,5,1680,20,18,68,20,0.53,0.19,17.3078
M3,M318,ACACBR,1.2,,b,1.1304,0.55,1.1,0.55,0.83,2,5,1680,20,18,68,20,0.53,0.19,17.3078
M3,M318,ACACBR,1.1,M,M,0.94985,0.4,1.05,0.65,0.7,2,5,1680,20,18,68,20,0.35,0.15,12.4339
M3,M318,ACACBR,2.7,M,M,5.72265,0.5,2.23,1.73,1.6,2,5,1680,20,18,68,20,2,2.31,90.4163
M3,M318,ACACBR,2.4,,b,4.5216,0.5,2.23,1.73,1.6,2,5,1680,20,18,68,20,2,2.31,75.7946
M3,M318,ACACBR,2.2,,b,3.7994,0.5,2.23,1.73,1.6,2,5,1680,20,18,68,20,2,2.31,66.0468
M3,M318,ACACBR,2,,b,3.14,0.5,2.23,1.73,1.6,2,5,1680,20,18,68,20,2,2.31,56.299
M3,M318,ACACBR,1.3,,b,1.32665,0.5,2.23,1.73,1.6,2,5,1680,20,18,68,20,2,2.31,22.1817
M3,M318,ACACBR,2.3,,b,4.15265,0.5,2.23,1.73,1.6,2,5,1680,20,18,68,20,2,2.31,70.9207
M3,M318,ACACBR,1.3,,b,1.32665,0.5,2.23,1.73,1.6,2,5,1680,20,18,68,20,2,2.31,22.1817
M3,M318,ACACBR,1.3,,b,1.32665,0.5,2.23,1.73,1.6,2,5,1680,20,18,68,20,2,2.31,22.1817
M3,M318,ACACBR,2.4,,b,4.5216,0.5,2.23,1.73,1.6,2,5,1680,20,18,68,20,2,2.31,75.7946
M3,M318,ACACBR,1.2,,b,1.1304,0.5,2.23,1.73,1.6,2,5,1680,20,18,68,20,2,2.31,17.3078
M3,M318,ACACBR,1.1,,b,0.94985,0.5,2.23,1.73,1.6,2,5,1680,20,18,68,20,2,2.31,12.4339
M3,M318,ACACBR,1.3,,b,1.32665,0.5,2.23,1.73,1.6,2,5,1680,20,18,68,20,2,2.31,22.1817
M3,M318,ACACBR,2.3,,b,4.15265,0.5,2.23,1.73,1.6,2,5,1680,20,18,68,20,2,2.31,70.9207
M3,M318,ACACBR,1.6,,b,2.0096,0.5,2.23,1.73,1.6,2,5,1680,20,18,68,20,2,2.31,36.8034
M3,M318,ACACBR,1.2,,b,1.1304,0.5,2.23,1.73,1.6,2,5,1680,20,18,68,20,2,2.31,17.3078
M3,M318,ACACBR,1.4,,b,1.5386,0.5,2.23,1.73,1.6,2,5,1680,20,18,68,20,2,2.31,27.0556
M3,M318,ACACBR,1.7,,b,2.26865,0.5,2.23,1.73,1.6,2,5,1680,20,18,68,20,2,2.31,41.6773
M3,M318,ACACBR,1.6,,b,2.0096,0.5,2.23,1.73,1.6,2,5,1680,20,18,68,20,2,2.31,36.8034
M3,M318,ACACBR,2,,b,3.14,0.5,2.23,1.73,1.6,2,5,1680,20,18,68,20,2,2.31,56.299
M3,M318,ACACBR,2,,b,3.14,0.5,2.23,1.73,1.6,2,5,1680,20,18,68,20,2,2.31,56.299
M3,M318,ACACBR,1.5,,b,1.76625,0.5,2.23,1.73,1.6,2,5,1680,20,18,68,20,2,2.31,31.9295
M3,M318,ACACBR,1.4,,b,1.5386,0.5,2.23,1.73,1.6,2,5,1680,20,18,68,20,2,2.31,27.0556
M3,M318,ACACBR,1.7,,b,2.26865,0.5,2.23,1.73,1.6,2,5,1680,20,18,68,20,2,2.31,41.6773
M3,M318,ACACBR,1.4,,b,1.5386,0.5,2.23,1.73,1.6,2,5,1680,20,18,68,20,2,2.31,27.0556
M3,M318,ACACBR,1.4,,b,1.5386,0.5,2.23,1.73,1.6,2,5,1680,20,18,68,20,2,2.31,27.0556
M3,M318,ACACBR,2.6,,b,5.3066,0.5,2.23,1.73,1.6,2,5,1680,20,18,68,20,2,2.31,85.5424
M3,M318,ACACBR,2.4,,b,4.5216,0.5,2.23,1.73,1.6,2,5,1680,20,18,68,20,2,2.31,75.7946
M3,M318,ACACBR,1.2,,b,1.1304,0.5,2.23,1.73,1.6,2,5,1680,20,18,68,20,2,2.31,17.3078
M3,M318,ACACBR,1.5,,b,1.76625,0.5,2.23,1.73,1.6,2,5,1680,20,18,68,20,2,2.31,31.9295
M3,M318,ACACBR,3.2,M,M,8.0384,0.5,2.05,1.55,1.05,2,5,1680,20,18,68,20,0.85,0.88,114.7858
M3,M318,ACACBR,2.2,,b,3.7994,0.5,2.05,1.55,1.05,2,5,1680,20,18,68,20,0.85,0.88,66.0468
M3,M318,ACACBR,1.3,,b,1.32665,0.5,2.05,1.55,1.05,2,5,1680,20,18,68,20,0.85,0.88,22.1817
M3,M318,ACACBR,1.6,,b,2.0096,0.5,2.05,1.55,1.05,2,5,1680,20,18,68,20,0.85,0.88,36.8034
M3,M318,ACACBR,1.4,,b,1.5386,0.5,2.05,1.55,1.05,2,5,1680,20,18,68,20,0.85,0.88,27.0556
M3,M318,ACACBR,2.3,,b,4.15265,0.5,2.05,1.55,1.05,2,5,1680,20,18,68,20,0.85,0.88,70.9207
M3,M318,ACACBR,2.1,,b,3.46185,0.5,2.05,1.55,1.05,2,5,1680,20,18,68,20,0.85,0.88,61.1729
M3,M318,ACACBR,2.2,,b,3.7994,0.5,2.05,1.55,1.05,2,5,1680,20,18,68,20,0.85,0.88,66.0468
M3,M318,ACACBR,1.3,,b,1.32665,0.5,2.05,1.55,1.05,2,5,1680,20,18,68,20,0.85,0.88,22.1817
M3,M318,ACACBR,2.2,,b,3.7994,0.5,2.05,1.55,1.05,2,5,1680,20,18,68,20,0.85,0.88,66.0468
M3,M318,ACACBR,1.4,,b,1.5386,0.5,2.05,1.55,1.05,2,5,1680,20,18,68,20,0.85,0.88,27.0556
M3,M318,ACACBR,1.8,,b,2.5434,0.5,2.05,1.55,1.05,2,5,1680,20,18,68,20,0.85,0.88,46.5512
M3,M318,ACACBR,1.1,,b,0.94985,0.5,2.05,1.55,1.05,2,5,1680,20,18,68,20,0.85,0.88,12.4339
M3,M318,ACACBR,1.3,,b,1.32665,0.5,2.05,1.55,1.05,2,5,1680,20,18,68,20,0.85,0.88,22.1817
M3,M318,ACACBR,1.5,,b,1.76625,0.5,2.05,1.55,1.05,2,5,1680,20,18,68,20,0.85,0.88,31.9295
M3,M318,ACACBR,2.5,,b,4.90625,0.5,2.05,1.55,1.05,2,5,1680,20,18,68,20,0.85,0.88,80.6685
M3,M318,ACACBR,2.5,,b,4.90625,0.5,2.05,1.55,1.05,2,5,1680,20,18,68,20,0.85,0.88,80.6685
M3,M318,ACACBR,1.5,,b,1.76625,0.5,2.05,1.55,1.05,2,5,1680,20,18,68,20,0.85,0.88,31.9295
M3,M318,ACACBR,1.5,M,M,1.76625,0.3,0.9,0.6,0.28,2,5,1680,20,18,68,20,0.06,0.02,31.9295
M3,M318,ACACBR,1.7,M,M,2.26865,0.3,1.41,1.11,0.5,2,5,1680,20,18,68,20,0.19,0.14,41.6773
M3,M318,ACACBR,1.5,,b,1.76625,0.3,1.41,1.11,0.5,2,5,1680,20,18,68,20,0.19,0.14,31.9295
M3,M318,ACACBR,2.9,M,M,6.60185,0.4,1.75,1.35,0.73,2,5,1680,20,18,68,20,0.41,0.37,100.1641
M3,M318,ACACBR,1.3,,b,1.32665,0.4,1.75,1.35,0.73,2,5,1680,20,18,68,20,0.41,0.37,22.1817
M3,M318,ACACBR,1.3,,b,1.32665,0.4,1.75,1.35,0.73,2,5,1680,20,18,68,20,0.41,0.37,22.1817
M3,M318,ACACBR,1.4,,b,1.5386,0.4,1.75,1.35,0.73,2,5,1680,20,18,68,20,0.41,0.37,27.0556
M3,M318,ACACBR,1.5,,b,1.76625,0.4,1.75,1.35,0.73,2,5,1680,20,18,68,20,0.41,0.37,31.9295
M3,M318,ACACBR,1.9,,b,2.83385,0.4,1.75,1.35,0.73,2,5,1680,20,18,68,20,0.41,0.37,51.4251
M3,M318,ACACBR,1.7,,b,2.26865,0.4,1.75,1.35,0.73,2,5,1680,20,18,68,20,0.41,0.37,41.6773
