Acacia etbaica biomas (y=53.506x -103.47 ; r2 = 0.68),,,,,,,,,,,,,,
S/Transect,Quadra,SpCode,DKH,code,branches,Basal area (sq cm),Hmin,Hmax,CanDepth,CrwnDiam,slope,CanArea     = ?D1D2/4 ,CanVol ,Biomass
L3,L368,ACACET,2.5,,b,4.90625,0.7,3.87,3.17,3.78,1,11.01,23.27,30.295
L3,L368,ACACET,6.5,M,M,33.16625,0.9,3.76,2.86,2.83,1,6.25,11.92,244.319
L3,L368,ACACET,2.5,M,M,4.90625,0.5,1.5,1,1.6,1,2.01,1.34,30.295
L3,L368,ACACET,1.9,,b,2.83385,0.5,1.5,1,1.6,1,2.01,1.34,-1.8086
L3,L368,ACACET,1.8,,b,2.5434,0.5,1.5,1,1.6,1,2.01,1.34,-7.1592
L3,L368,ACACET,2.3,,b,4.15265,0.5,1.5,1,1.6,1,2.01,1.34,19.5938
L3,L368,ACACET,1.5,,b,1.76625,0.5,1.5,1,1.6,1,2.01,1.34,-23.211
L3,L370,ACACET,3.1,M,M,7.54385,0.41,1.62,1.21,1.43,1,1.59,1.28,62.3986
L3,L370,ACACET,3,,b,7.065,0.41,1.62,1.21,1.43,1,1.59,1.28,57.048
L3,L370,ACACET,2.7,,b,5.72265,0.41,1.62,1.21,1.43,1,1.59,1.28,40.9962
L3,L370,ACACET,2.5,,b,4.90625,0.41,1.62,1.21,1.43,1,1.59,1.28,30.295
L3,L370,ACACET,1.9,,b,2.83385,0.41,1.62,1.21,1.43,1,1.59,1.28,-1.8086
L3,L373,ACACET,8.4,M,M,55.3896,0.7,3.62,2.92,4.32,1,14.62,28.45,345.9804
L3,L373,ACACET,7.2,,b,40.6944,0.7,3.62,2.92,4.32,1,14.62,28.45,281.7732
L3,L373,ACACET,6.4,,b,32.1536,0.7,3.62,2.92,4.32,1,14.62,28.45,238.9684
L3,L373,ACACET,4.3,,b,14.51465,0.7,3.62,2.92,4.32,1,14.62,28.45,126.6058
L3,L373,ACACET,7.3,M,M,41.83265,0.5,2.39,1.89,4.39,1,15.11,19.04,287.1238
L3,L373,ACACET,7.1,,b,39.57185,0.5,2.39,1.89,4.39,1,15.11,19.04,276.4226
L3,L373,ACACET,6.4,,b,32.1536,0.5,2.39,1.89,4.39,1,15.11,19.04,238.9684
L3,L373,ACACET,14.7,M,M,169.63065,0.56,5.52,4.96,7.65,1,45.94,151.91,683.0682
L3,L373,ACACET,2.7,,b,5.72265,0.56,5.52,4.96,7.65,1,45.94,151.91,40.9962
L3,L373,ACACET,2.4,M,M,4.5216,0.6,1.89,1.29,2.19,1,3.76,3.24,24.9444
L3,L373,ACACET,2,,b,3.14,0.6,1.89,1.29,2.19,1,3.76,3.24,3.542
L3,L373,ACACET,1.9,,b,2.83385,0.6,1.89,1.29,2.19,1,3.76,3.24,-1.8086
L3,L373,ACACET,2.2,,b,3.7994,0.6,1.89,1.29,2.19,1,3.76,3.24,14.2432
L3,L373,ACACET,17.2,M,M,232.2344,0.85,5.22,4.37,6.15,1,29.64,86.36,816.8332
L3,L373,ACACET,15.4,M,M,186.1706,0.9,5.05,4.15,5.22,1,21.39,59.18,720.5224
L3,L373,ACACET,12.5,,b,122.65625,0.9,5.05,4.15,5.22,1,21.39,59.18,565.355
L3,L373,ACACET,11.3,,b,100.23665,0.9,5.05,4.15,5.22,1,21.39,59.18,501.1478
L3,L373,ACACET,8.7,M,M,59.41665,0.88,4.49,3.61,3.9,1,11.93,28.72,362.0322
L3,L373,ACACET,7.6,,b,45.3416,0.88,4.49,3.61,3.9,1,11.93,28.72,303.1756
L3,L373,ACACET,5.4,,b,22.8906,0.88,4.49,3.61,3.9,1,11.93,28.72,185.4624
L3,L373,ACACET,2.6,M,M,5.3066,0.3,1.75,1.45,1.62,1,2.05,1.98,35.6456
L3,L373,ACACET,1.9,,b,2.83385,0.3,1.75,1.45,1.62,1,2.05,1.98,-1.8086
L3,L373,ACACET,2.4,,b,4.5216,0.3,1.75,1.45,1.62,1,2.05,1.98,24.9444
L3,L373,ACACET,2.2,,b,3.7994,0.3,1.75,1.45,1.62,1,2.05,1.98,14.2432
L3,L373,ACACET,6.4,M,M,32.1536,0.9,4,3.1,3.44,1,9.26,19.14,238.9684
L3,L373,ACACET,5.6,,b,24.6176,0.9,4,3.1,3.44,1,9.26,19.14,196.1636
L3,L373,ACACET,4.5,,b,15.89625,0.9,4,3.1,3.44,1,9.26,19.14,137.307
M1,M105,ACACET,5.9,M,M,27.32585,0.8,2.43,1.63,1.35,2,1.43,1.55,212.2154
M1,M105,ACACET,4.6,,b,16.6106,0.8,2.43,1.63,1.35,2,1.43,1.55,142.6576
M1,M105,ACACET,5.2,,b,21.2264,0.8,2.43,1.63,1.35,2,1.43,1.55,174.7612
M1,M105,ACACET,2.9,,b,6.60185,0.8,2.43,1.63,1.35,2,1.43,1.55,51.6974
M1,M105,ACACET,14.3,M,M,160.52465,1.1,4.52,3.42,2.26,2,3.99,9.1,661.6658
M1,M105,ACACET,11.1,M,M,96.71985,1.5,3.7,2.2,3.6,2,10.14,14.88,490.4466
M1,M105,ACACET,8,M,M,50.24,1.2,3.6,2.4,2.23,2,3.9,6.25,324.578
M1,M105,ACACET,17.1,M,M,229.54185,0.3,2.23,1.93,2.31,2,4.18,5.38,811.4826
M1,M105,ACACET,8.5,M,M,56.71625,3,3.46,0.46,1.95,2,2.93,0.9,351.331
M1,M105,ACACET,14.2,M,M,158.2874,2.8,3.37,0.57,1.63,2,2.04,0.77,656.3152
M1,M105,ACACET,13.1,M,M,134.71385,3.1,3.36,0.26,2.42,2,4.55,0.79,597.4586
M1,M105,ACACET,4,M,M,12.56,1.18,1.7,0.52,1.01,2,0.79,0.27,110.554
M1,M105,ACACET,3,M,M,7.065,0.75,1.01,0.26,0.42,2,0.13,0.02,57.048
M1,M105,ACACET,6.7,M,M,35.23865,2.3,2.78,0.48,1.35,2,1.33,0.43,255.0202
M1,M105,ACACET,7.8,M,M,47.7594,1.1,2.41,1.31,2.27,2,4.03,3.52,313.8768
M1,M105,ACACET,8,M,M,50.24,0.9,2.61,1.71,1.74,2,2.38,2.71,324.578
M1,M105,ACACET,7.3,M,M,41.83265,1.41,2.63,1.22,1.6,2,1.98,1.61,287.1238
M1,M105,ACACET,22.8,M,M,408.0744,1.16,4.8,3.64,3.48,2,9.48,23,1116.4668
M1,M106,ACACET,19,M,M,283.385,2.5,3.49,0.99,2.23,2,3.9,2.58,913.144
M1,M106,ACACET,14,M,M,153.86,2.3,3.75,1.45,2.65,2,4.44,4.29,645.614
M1,M106,ACACET,8.7,M,M,59.41665,2.3,3.75,1.45,2.65,2,4.44,4.29,362.0322
M1,M106,ACACET,13.9,M,M,151.66985,0.8,2.78,1.98,3.24,2,8.24,10.88,640.2634
M1,M106,ACACET,6.9,,b,37.37385,0.8,2.78,1.98,3.24,2,8.24,10.88,265.7214
M1,M106,ACACET,12.2,M,M,116.8394,0.7,2.83,2.13,3.24,2,8.21,11.66,549.3032
M1,M106,ACACET,3.8,M,M,11.3354,2.5,2.65,0.15,2.22,2,3.85,0.39,99.8528
M1,M106,ACACET,4.4,M,M,15.1976,1.71,5.8,4.09,1.42,2,1.55,4.23,131.9564
M1,M106,ACACET,8.2,M,M,52.7834,1.1,1.96,0.86,1.75,2,2.37,1.36,335.2792
M1,M106,ACACET,5.2,,b,21.2264,1.1,1.96,0.86,1.75,2,2.37,1.36,174.7612
M1,M106,ACACET,9.6,M,M,72.3456,1.13,2.86,1.73,2.88,2,6.37,7.35,410.1876
M1,M106,ACACET,5.5,M,M,23.74625,1.08,2.68,1.6,2.05,2,3.28,3.5,190.813
M1,M106,ACACET,5.3,M,M,22.05065,2.2,2.55,0.35,2.09,2,3.35,0.78,180.1118
M1,M106,ACACET,14,M,M,153.86,0.73,3.44,2.71,3.71,2,10.75,19.42,645.614
M1,M106,ACACET,3.7,,b,10.74665,0.73,3.44,2.71,3.71,2,10.75,19.42,94.5022
M1,M106,ACACET,16.7,M,M,218.92865,1.8,3.73,1.93,2.93,2,6.48,8.34,790.0802
M1,M106,ACACET,10.1,M,M,80.07785,1.2,5.32,4.12,2.6,2,5.27,14.49,436.9406
M1,M106,ACACET,4.4,,b,15.1976,1.2,5.32,4.12,2.6,2,5.27,14.49,131.9564
M1,M106,ACACET,11.7,M,M,107.45865,3.5,4.58,1.08,3.22,2,8.11,5.84,522.5502
M1,M106,ACACET,12.8,M,M,128.6144,2.7,4.07,1.37,2.89,2,6.42,5.86,581.4068
M1,M106,ACACET,14.2,M,M,158.2874,1.53,3.52,1.99,1.87,2,2.74,3.63,656.3152
M1,M106,ACACET,7.3,M,M,41.83265,1.15,4.68,3.53,2.23,2,3.9,9.19,287.1238
M1,M106,ACACET,6.5,M,M,33.16625,1.3,3.95,2.65,1.97,2,2.98,5.26,244.319
M1,M106,ACACET,10.9,M,M,93.26585,1.88,4.23,2.35,1.2,2,1.12,1.76,479.7454
M1,M106,ACACET,3.7,M,M,10.74665,1.34,2.54,1.2,1.5,2,1.77,1.41,94.5022
M1,M106,ACACET,8.9,M,M,62.17985,2.37,3.55,1.18,2.31,2,4.18,3.29,372.7334
M1,M106,ACACET,8.4,,b,55.3896,2.37,3.55,1.18,2.31,2,4.18,3.29,345.9804
M1,M106,ACACET,9.6,M,M,72.3456,1.4,3.43,2.03,2.57,2,3.5,4.74,410.1876
M1,M106,ACACET,10.4,M,M,84.9056,1.22,3.2,1.98,3.05,2,6.26,8.27,452.9924
M1,M106,ACACET,8.7,M,M,59.41665,1.1,3.78,2.68,2.23,2,3.9,6.97,362.0322
M1,M107,ACACET,13.1,M,M,134.71385,1.64,3.18,1.54,3.72,2,10.83,11.12,597.4586
M1,M107,ACACET,9,M,M,63.585,1.41,3.97,2.56,2.87,2,6.4,10.92,378.084
M1,M107,ACACET,1.3,M,M,1.32665,0.31,0.75,0.44,0.66,2,0.33,0.1,-33.9122
M1,M108,ACACET,2.7,M,M,5.72265,0.92,1.52,0.6,1.37,2,1.45,0.58,40.9962
M1,M108,ACACET,2,,b,3.14,0.92,1.52,0.6,1.37,2,1.45,0.58,3.542
M1,M108,ACACET,5.7,M,M,25.50465,0.6,1.58,0.98,2.22,2,3.85,2.52,201.5142
M1,M108,ACACET,2.1,,b,3.46185,0.6,1.58,0.98,2.22,2,3.85,2.52,8.8926
M1,M108,ACACET,4.4,,b,15.1976,0.6,1.58,0.98,2.22,2,3.85,2.52,131.9564
M1,M108,ACACET,3.5,,b,9.61625,0.6,1.58,0.98,2.22,2,3.85,2.52,83.801
M1,M108,ACACET,2.3,,b,4.15265,0.6,1.58,0.98,2.22,2,3.85,2.52,19.5938
M1,M108,ACACET,3.1,M,M,7.54385,0.2,0.75,0.55,0.85,2,0.57,0.21,62.3986
M1,M108,ACACET,1.5,,b,1.76625,0.2,0.75,0.55,0.85,2,0.57,0.21,-23.211
M1,M108,ACACET,1.7,,b,2.26865,0.2,0.75,0.55,0.85,2,0.57,0.21,-12.5098
M1,M108,ACACET,3.5,M,M,9.61625,0.52,1.38,0.86,1.3,2,1.31,0.75,83.801
M1,M108,ACACET,1.9,,b,2.83385,0.52,1.38,0.86,1.3,2,1.31,0.75,-1.8086
M1,M108,ACACET,1.7,,b,2.26865,0.52,1.38,0.86,1.3,2,1.31,0.75,-12.5098
M1,M108,ACACET,14.5,M,M,165.04625,2.64,4.53,1.89,3.28,2,8.23,10.37,672.367
M1,M108,ACACET,15.8,M,M,195.9674,1.55,4.6,3.05,3,2,6.77,13.77,741.9248
M1,M108,ACACET,13.9,M,M,151.66985,1.1,4.16,3.06,3.59,2,9.98,20.36,640.2634
M1,M108,ACACET,9.8,,b,75.3914,1.1,4.16,3.06,3.59,2,9.98,20.36,420.8888
M1,M108,ACACET,11.8,,b,109.3034,1.1,4.16,3.06,3.59,2,9.98,20.36,527.9008
M1,M108,ACACET,9.5,M,M,70.84625,0.9,2.54,1.64,2.56,2,5,5.46,404.837
M1,M109,ACACET,8.5,M,M,56.71625,1.08,2.92,1.84,2.51,2,4.65,5.71,351.331
M1,M109,ACACET,3.3,,b,8.54865,1.08,2.92,1.84,2.51,2,4.65,5.71,73.0998
M1,M109,ACACET,8.7,M,M,59.41665,1.18,3.28,2.1,2.13,2,3.55,4.98,362.0322
M1,M109,ACACET,7,,b,38.465,1.18,3.28,2.1,2.13,2,3.55,4.98,271.072
M1,M109,ACACET,1,,b,0.785,1.18,3.28,2.1,2.13,2,3.55,4.98,-49.964
M1,M109,ACACET,5.6,M,M,24.6176,1.18,3.13,1.95,1.12,2,0.97,1.26,196.1636
M1,M109,ACACET,10.5,M,M,86.54625,4.71,5.25,0.54,3.75,2,10.81,3.89,458.343
M1,M109,ACACET,9.9,,b,76.93785,4.71,5.25,0.54,3.75,2,10.81,3.89,426.2394
M1,M109,ACACET,11.7,M,M,107.45865,4.04,4.23,0.19,2.78,2,5.88,0.74,522.5502
M1,M109,ACACET,11.1,,b,96.71985,4.04,4.23,0.19,2.78,2,5.88,0.74,490.4466
M1,M109,ACACET,6.3,,b,31.15665,4.04,4.23,0.19,2.78,2,5.88,0.74,233.6178
M1,M109,ACACET,7.9,M,M,48.99185,2.96,3.09,0.13,2.05,2,3.24,0.28,319.2274
M1,M109,ACACET,6.7,,b,35.23865,2.96,3.09,0.13,2.05,2,3.24,0.28,255.0202
M1,M109,ACACET,1.6,,b,2.0096,2.96,3.09,0.13,2.05,2,3.24,0.28,-17.8604
M1,M109,ACACET,2,M,M,3.14,0.79,1.07,0.28,0.86,2,0.49,0.09,3.542
M1,M109,ACACET,1.1,,b,0.94985,0.79,1.07,0.28,0.86,2,0.49,0.09,-44.6134
M1,M109,ACACET,11.5,M,M,103.81625,3.9,4.3,0.4,3.27,2,8.39,2.24,511.849
M1,M109,ACACET,10.8,,b,91.5624,3.9,4.3,0.4,3.27,2,8.39,2.24,474.3948
M1,M109,ACACET,3.9,M,M,11.93985,1.08,2.23,1.15,1.01,2,0.78,0.59,105.2034
M1,M109,ACACET,1.7,,b,2.26865,1.08,2.23,1.15,1.01,2,0.78,0.59,-12.5098
M1,M109,ACACET,6.8,M,M,36.2984,1.08,3.53,2.45,2.15,2,3.62,5.92,260.3708
M1,M109,ACACET,2.3,M,M,4.15265,0.63,1.85,1.22,0.53,2,0.22,0.18,19.5938
M1,M109,ACACET,1.2,,b,1.1304,0.63,1.85,1.22,0.53,2,0.22,0.18,-39.2628
M1,M109,ACACET,1.5,,b,1.76625,0.63,1.85,1.22,0.53,2,0.22,0.18,-23.211
M1,M109,ACACET,5.6,M,M,24.6176,2.8,3.03,0.23,2.01,2,3.14,0.48,196.1636
M1,M109,ACACET,7.6,M,M,45.3416,1.58,4.42,2.84,3.28,2,8.44,15.99,303.1756
M1,M109,ACACET,6.8,,b,36.2984,1.58,4.42,2.84,3.28,2,8.44,15.99,260.3708
M1,M109,ACACET,4.2,,b,13.8474,1.58,4.42,2.84,3.28,2,8.44,15.99,121.2552
M1,M109,ACACET,5.3,,b,22.05065,1.58,4.42,2.84,3.28,2,8.44,15.99,180.1118
M1,M109,ACACET,7.1,,b,39.57185,1.58,4.42,2.84,3.28,2,8.44,15.99,276.4226
M1,M109,ACACET,3,,b,7.065,1.58,4.42,2.84,3.28,2,8.44,15.99,57.048
M1,M109,ACACET,4.3,,b,14.51465,1.58,4.42,2.84,3.28,2,8.44,15.99,126.6058
M1,M109,ACACET,5.3,,b,22.05065,1.58,4.42,2.84,3.28,2,8.44,15.99,180.1118
M1,M109,ACACET,1.5,M,M,1.76625,1.35,2.21,0.86,0.38,2,0.11,0.06,-23.211
M1,M109,ACACET,1.4,,b,1.5386,1.35,2.21,0.86,0.38,2,0.11,0.06,-28.5616
M1,M109,ACACET,6.6,M,M,34.1946,1.7,4.29,2.59,1.4,2,1.51,2.61,249.6696
M1,M109,ACACET,1,,b,0.785,1.7,4.29,2.59,1.4,2,1.51,2.61,-49.964
M1,M109,ACACET,1.4,,b,1.5386,1.7,4.29,2.59,1.4,2,1.51,2.61,-28.5616
M1,M109,ACACET,6.8,M,M,36.2984,1.58,2.23,0.65,1.3,2,1.32,0.57,260.3708
M1,M109,ACACET,6.1,M,M,29.20985,1.43,3.12,1.69,1.61,2,2.01,2.27,222.9166
M1,M109,ACACET,6.1,,b,29.20985,1.43,3.12,1.69,1.61,2,2.01,2.27,222.9166
M1,M109,ACACET,6.3,M,M,31.15665,2.21,4.64,2.43,2.38,2,4.39,7.12,233.6178
M1,M109,ACACET,2.9,,b,6.60185,2.21,4.64,2.43,2.38,2,4.39,7.12,51.6974
M1,M109,ACACET,7.9,M,M,48.99185,1.81,4.24,2.43,2.21,2,3.82,6.2,319.2274
M1,M109,ACACET,7.8,,b,47.7594,1.81,4.24,2.43,2.21,2,3.82,6.2,313.8768
M1,M109,ACACET,2.1,,b,3.46185,1.81,4.24,2.43,2.21,2,3.82,6.2,8.8926
M1,M109,ACACET,12.9,M,M,130.63185,1.5,3.76,2.26,3.16,2,7.81,11.77,586.7574
M1,M109,ACACET,7.7,,b,46.54265,1.5,3.76,2.26,3.16,2,7.81,11.77,308.5262
M1,M109,ACACET,7.3,M,M,41.83265,2.4,3.88,1.48,2.1,2,3.34,3.29,287.1238
M1,M109,ACACET,2.3,,b,4.15265,2.4,3.88,1.48,2.1,2,3.34,3.29,19.5938
M1,M109,ACACET,8.8,M,M,60.7904,1.66,3.32,1.66,2.4,2,3.99,4.42,367.3828
M1,M109,ACACET,3.7,,b,10.74665,1.66,3.32,1.66,2.4,2,3.99,4.42,94.5022
M1,M109,ACACET,7.2,M,M,40.6944,1.65,3.27,1.62,2.03,2,3.23,3.49,281.7732
M1,M109,ACACET,8.6,M,M,58.0586,1.85,3.9,2.05,2.42,2,4.57,6.24,356.6816
M1,M109,ACACET,3.1,M,M,7.54385,0.7,1.45,0.75,1.27,2,1.26,0.63,62.3986
M1,M109,ACACET,1.2,,b,1.1304,0.7,1.45,0.75,1.27,2,1.26,0.63,-39.2628
M1,M109,ACACET,4.4,M,M,15.1976,0.83,1.84,1.01,1.6,2,1.98,1.33,131.9564
M1,M109,ACACET,3.6,M,M,10.1736,0.8,1.98,1.18,1.99,2,2.84,2.23,89.1516
M1,M109,ACACET,8,M,M,50.24,0.4,2.3,1.9,2.95,2,6.83,8.65,324.578
M1,M109,ACACET,2.7,,b,5.72265,0.4,2.3,1.9,2.95,2,6.83,8.65,40.9962
M1,M109,ACACET,5.8,M,M,26.4074,2.23,3.34,1.11,1.65,2,2.13,1.58,206.8648
M1,M109,ACACET,9.2,M,M,66.4424,2.1,3.55,1.45,1.67,2,2.1,2.03,388.7852
M1,M109,ACACET,6.5,M,M,33.16625,0.7,2.34,1.64,1.55,2,1.88,2.06,244.319
M1,M109,ACACET,3.6,M,M,10.1736,1.38,2.23,0.85,1.37,2,1.46,0.83,89.1516
M1,M109,ACACET,8.9,M,M,62.17985,2.49,4.4,1.91,3.04,2,6.74,8.58,372.7334
M1,M109,ACACET,5.7,M,M,25.50465,0.7,2.06,1.36,0.8,2,0.5,0.46,201.5142
M1,M109,ACACET,8.2,M,M,52.7834,1.2,2.98,1.78,1.61,2,1.99,2.36,335.2792
M1,M109,ACACET,7.9,M,M,48.99185,1.1,3.31,2.21,2.15,2,3.59,5.29,319.2274
M1,M109,ACACET,5.8,,b,26.4074,1.1,3.31,2.21,2.15,2,3.59,5.29,206.8648
M1,M109,ACACET,6,M,M,28.26,1.2,2.3,1.1,1.67,2,2.19,1.6,217.566
M1,M110,ACACET,13.8,M,M,149.4954,1.45,3.83,2.38,3.79,2,11.24,17.84,634.9128
M1,M110,ACACET,12.5,M,M,122.65625,1.2,3.7,2.5,3.19,2,7.96,13.26,565.355
M1,M110,ACACET,12,,b,113.04,1.2,3.7,2.5,3.19,2,7.96,13.26,538.602
M1,M110,ACACET,14.2,M,M,158.2874,1.2,3,1.8,3.02,2,7.12,8.54,656.3152
M1,M111,ACACET,8.7,M,M,59.41665,0.52,2.96,2.44,2.6,2,5.3,8.62,362.0322
M1,M111,ACACET,6.7,,b,35.23865,0.52,2.96,2.44,2.6,2,5.3,8.62,255.0202
M1,M111,ACACET,7.5,,b,44.15625,0.52,2.96,2.44,2.6,2,5.3,8.62,297.825
M1,M111,ACACET,9.7,M,M,73.86065,0.94,2.75,1.81,2.62,2,5.25,6.34,415.5382
M1,M111,ACACET,5.2,M,M,21.2264,2.3,2.9,0.6,1.79,2,2.49,1,174.7612
M1,M111,ACACET,4.7,M,M,17.34065,0.88,1.72,0.84,1.08,2,0.64,0.36,148.0082
M1,M111,ACACET,5.9,M,M,27.32585,0.95,1.94,0.99,1.22,2,1.17,0.77,212.2154
M1,M111,ACACET,1.4,,b,1.5386,0.95,1.94,0.99,1.22,2,1.17,0.77,-28.5616
M1,M111,ACACET,10.4,M,M,84.9056,1.46,2.48,1.02,2.36,2,3.2,2.18,452.9924
M1,M111,ACACET,7.6,,b,45.3416,1.46,2.48,1.02,2.36,2,3.2,2.18,303.1756
M1,M111,ACACET,8.1,,b,51.50385,1.46,2.48,1.02,2.36,2,3.2,2.18,329.9286
M1,M111,ACACET,8.4,M,M,55.3896,0.68,1.32,0.64,1.12,2,0.98,0.42,345.9804
M1,M111,ACACET,5.7,,b,25.50465,0.68,1.32,0.64,1.12,2,0.98,0.42,201.5142
M1,M111,ACACET,13.5,M,M,143.06625,1.62,3.37,1.75,2.52,2,4.96,5.78,618.861
M1,M111,ACACET,14.1,M,M,156.06585,1.75,2.74,0.99,2.72,2,5.8,3.83,650.9646
M1,M111,ACACET,14.9,M,M,174.27785,2.8,5.74,2.94,4.44,2,15.46,30.29,693.7694
M1,M111,ACACET,5.6,,b,24.6176,2.8,5.74,2.94,4.44,2,15.46,30.29,196.1636
M1,M111,ACACET,11,,b,94.985,2.8,5.74,2.94,4.44,2,15.46,30.29,485.096
M1,M111,ACACET,8.4,M,M,55.3896,0.8,2.09,1.29,1.8,2,2.45,2.11,345.9804
M1,M111,ACACET,14.8,M,M,171.9464,0.9,1.99,1.09,1.8,2,2.54,1.85,688.4188
M1,M111,ACACET,3.6,,b,10.1736,0.9,1.99,1.09,1.8,2,2.54,1.85,89.1516
M1,M112,ACACET,14.8,M,M,171.9464,0.6,2.79,2.19,2.75,2,5.41,7.89,688.4188
M1,M112,ACACET,12.2,,b,116.8394,0.6,2.79,2.19,2.75,2,5.41,7.89,549.3032
M1,M112,ACACET,8.5,,b,56.71625,0.6,2.79,2.19,2.75,2,5.41,7.89,351.331
M1,M112,ACACET,11.8,M,M,109.3034,1.97,4.01,2.04,2.09,2,3.38,4.6,527.9008
M1,M112,ACACET,11.6,,b,105.6296,1.97,4.01,2.04,2.09,2,3.38,4.6,517.1996
M1,M112,ACACET,15,M,M,176.625,1.39,3.1,1.71,2.15,2,3.6,4.1,699.12
M1,M112,ACACET,8.6,,b,58.0586,1.39,3.1,1.71,2.15,2,3.6,4.1,356.6816
M1,M112,ACACET,10.4,M,M,84.9056,1.39,3.44,2.05,1.9,2,2.82,3.85,452.9924
M1,M112,ACACET,13.2,M,M,136.7784,0.85,2.57,1.72,2.7,2,5.7,6.54,602.8092
M1,M113,ACACET,15.6,M,M,191.0376,1.58,3.2,1.62,2.63,2,5.43,5.86,731.2236
M1,M113,ACACET,5.4,M,M,22.8906,0.7,2.5,1.8,2.18,2,3.71,4.45,185.4624
M1,M113,ACACET,8.4,M,M,55.3896,0.8,3.6,2.8,2.41,2,4.54,8.47,345.9804
M1,M113,ACACET,5.2,,b,21.2264,0.8,3.6,2.8,2.41,2,4.54,8.47,174.7612
M1,M113,ACACET,1.2,,b,1.1304,0.8,3.6,2.8,2.41,2,4.54,8.47,-39.2628
M1,M113,ACACET,1.4,,b,1.5386,0.8,3.6,2.8,2.41,2,4.54,8.47,-28.5616
M1,M113,ACACET,9.6,M,M,72.3456,0.6,2.97,2.37,2.84,2,6.31,9.97,410.1876
M1,M113,ACACET,23.9,M,M,448.39985,1.19,4.13,2.94,3.67,2,10.42,20.43,1175.3234
M1,M113,ACACET,16,M,M,200.96,0.88,3.78,2.9,3.82,2,11.41,22.07,752.626
M1,M113,ACACET,12.8,,b,128.6144,0.88,3.78,2.9,3.82,2,11.41,22.07,581.4068
M1,M114,ACACET,10.5,M,M,86.54625,0.8,2.94,2.14,3.31,2,8.59,12.26,458.343
M1,M114,ACACET,8.7,,b,59.41665,0.8,2.94,2.14,3.31,2,8.59,12.26,362.0322
M1,M114,ACACET,5.6,M,M,24.6176,1.18,2.6,1.42,2.22,2,3.85,3.65,196.1636
M1,M115,ACACET,7.4,M,M,42.9866,1,2.94,1.94,2.29,2,4.12,5.32,292.4744
M1,M115,ACACET,6.7,M,M,35.23865,2.4,2.98,0.58,1.84,2,2.64,1.02,255.0202
M1,M116,ACACET,7.1,M,M,39.57185,1.2,2.23,1.03,2.23,2,3.89,2.67,276.4226
M1,M117,ACACET,7.9,M,M,48.99185,2.43,3.84,1.41,1.92,2,2.82,2.65,319.2274
M1,M117,ACACET,10,M,M,78.5,2.23,3.27,1.04,2.34,2,4.28,2.97,431.59
M1,M121,ACACET,9.4,M,M,69.3626,1.05,2.9,1.85,3.07,2,7.4,9.12,399.4864
M1,M121,ACACET,6.1,M,M,29.20985,0.9,2.25,1.35,2.66,2,5.54,4.99,222.9166
M1,M121,ACACET,3.3,,b,8.54865,0.9,2.25,1.35,2.66,2,5.54,4.99,73.0998
M1,M122,ACACET,20,M,M,314,1.2,3.95,2.75,5.49,2,23.43,42.96,966.65
M1,M122,ACACET,16.6,,b,216.3146,1.2,3.95,2.75,5.49,2,23.43,42.96,784.7296
M1,M122,ACACET,9.1,,b,65.00585,1.2,3.95,2.75,5.49,2,23.43,42.96,383.4346
M2,M201,ACACET,13.1,M,M,134.71385,0.8,2.55,1.75,2.56,3,5.12,5.98,597.4586
M2,M202,ACACET,20.6,M,M,333.1226,0.3,1.8,1.5,0.35,3,0.09,0.09,998.7536
M2,M202,ACACET,10.1,M,M,80.07785,1.4,3.1,1.7,4,3,12.49,14.15,436.9406
M2,M202,ACACET,8.4,M,M,55.3896,1.4,3.1,1.7,4,3,12.49,14.15,345.9804
M2,M202,ACACET,16.6,M,M,216.3146,4.5,5.6,1.1,4.96,3,19.27,14.13,784.7296
M2,M202,ACACET,12.5,,b,122.65625,4.5,5.6,1.1,4.96,3,19.27,14.13,565.355
M2,M202,ACACET,19.6,M,M,301.5656,0.6,3.8,3.2,4.35,3,14.62,31.18,945.2476
M2,M202,ACACET,30.5,M,M,730.24625,1.92,6.33,4.41,6.75,3,35.76,105.15,1528.463
M2,M202,ACACET,2.4,M,M,4.5216,1.05,1.59,0.54,0.9,3,0.57,0.2,24.9444
M2,M202,ACACET,6.4,M,M,32.1536,0.7,1.3,0.6,1.48,3,1.6,0.64,238.9684
M2,M203,ACACET,1.9,M,M,2.83385,0.4,2.3,1.9,0.13,2,0.01,0.01,-1.8086
M2,M203,ACACET,3.9,M,M,11.93985,0.6,2.2,1.6,0.65,2,0.33,0.35,105.2034
M2,M203,ACACET,5.6,M,M,24.6176,1.3,4.53,3.23,2.7,2,5.6,12.05,196.1636
M2,M203,ACACET,1.5,,b,1.76625,1.3,4.53,3.23,2.7,2,5.6,12.05,-23.211
M2,M203,ACACET,1.6,,b,2.0096,1.3,4.53,3.23,2.7,2,5.6,12.05,-17.8604
M2,M203,ACACET,2,,b,3.14,1.3,4.53,3.23,2.7,2,5.6,12.05,3.542
M2,M203,ACACET,2.2,M,M,3.7994,1.3,4.53,3.23,2.7,2,5.6,12.05,14.2432
M2,M203,ACACET,6.7,M,M,35.23865,1.3,4.53,3.23,2.7,2,5.6,12.05,255.0202
M2,M203,ACACET,5.6,M,M,24.6176,1.3,4.53,3.23,2.7,2,5.6,12.05,196.1636
