"Acacia mellifera biomass (y=131.76x -265.62, r=0.714)",,,,,,,,,,,,
S/Transect,Quadra,SpCode,DKH,code,branches,Basal area (sq cm),Hmin,Hmax,CanDepth,CanArea     = ?D1D2/4 ,CanVol ,Biomass
L3,L364,ACACME,8.5,M,M,56.71625,0.8,4.52,3.72,28.25,70.07,854.34
L3,L364,ACACME,6.5,,b,33.16625,0.8,4.52,3.72,28.25,70.07,590.82
L3,L364,ACACME,16,M,M,200.96,0.6,5.51,4.91,10.83,35.45,1842.54
L3,L364,ACACME,4.9,,b,18.84785,0.6,5.51,4.91,10.83,35.45,380.004
L3,L365,ACACME,15.1,M,M,178.98785,0.43,3.88,3.45,10.14,23.32,1723.956
L3,L365,ACACME,22.5,M,M,397.40625,0.48,4.02,3.54,13.09,30.89,2698.98
L3,L365,ACACME,21.1,M,M,349.48985,0.8,3.92,3.12,38.78,80.66,2514.516
L3,L365,ACACME,2.5,,b,4.90625,0.8,3.92,3.12,38.78,80.66,63.78
L3,L365,ACACME,5.4,,b,22.8906,0.8,3.92,3.12,38.78,80.66,445.884
L3,L365,ACACME,7.1,,b,39.57185,0.8,3.92,3.12,38.78,80.66,669.876
L3,L365,ACACME,8.7,M,M,59.41665,0.9,5.15,4.25,9.26,26.24,880.692
L3,L365,ACACME,3.5,,b,9.61625,0.9,5.15,4.25,9.26,26.24,195.54
L3,L365,ACACME,5,,b,19.625,0.9,5.15,4.25,9.26,26.24,393.18
L3,L365,ACACME,7.5,,b,44.15625,0.9,5.15,4.25,9.26,26.24,722.58
L3,L365,ACACME,14.2,M,M,158.2874,0.54,2.57,2.03,29.96,40.54,1605.372
L3,L365,ACACME,5.7,,b,25.50465,0.54,2.57,2.03,29.96,40.54,485.412
L3,L365,ACACME,11.8,,b,109.3034,0.54,2.57,2.03,29.96,40.54,1289.148
L3,L365,ACACME,5.2,,b,21.2264,0.54,2.57,2.03,29.96,40.54,419.532
L3,L366,ACACME,28.5,M,M,637.61625,1,5.01,4.01,41.27,110.32,3489.54
L3,L366,ACACME,13.5,,b,143.06625,1,5.01,4.01,41.27,110.32,1513.14
L3,L366,ACACME,16.9,,b,224.20385,1,5.01,4.01,41.27,110.32,1961.124
L3,L366,ACACME,2.9,M,M,6.60185,0.4,1.22,0.82,5.46,2.99,116.484
L3,L366,ACACME,2.4,,b,4.5216,0.4,1.22,0.82,5.46,2.99,50.604
L3,L366,ACACME,1.9,,b,2.83385,0.4,1.22,0.82,5.46,2.99,-15.276
L3,L366,ACACME,1.3,,b,1.32665,0.4,1.22,0.82,5.46,2.99,-94.332
L3,L366,ACACME,2.5,,b,4.90625,0.4,1.22,0.82,5.46,2.99,63.78
L3,L366,ACACME,2.3,,b,4.15265,0.4,1.22,0.82,5.46,2.99,37.428
L3,L366,ACACME,2,,b,3.14,0.4,1.22,0.82,5.46,2.99,-2.1
L3,L366,ACACME,10.5,M,M,86.54625,0.7,3.69,2.99,16.07,32.03,1117.86
L3,L366,ACACME,8.7,,b,59.41665,0.7,3.69,2.99,16.07,32.03,880.692
L3,L366,ACACME,3.4,,b,9.0746,0.7,3.69,2.99,16.07,32.03,182.364
L3,L366,ACACME,2.5,,b,4.90625,0.7,3.69,2.99,16.07,32.03,63.78
L3,L366,ACACME,2.7,,b,5.72265,0.7,3.69,2.99,16.07,32.03,90.132
L3,L366,ACACME,1.9,,b,2.83385,0.7,3.69,2.99,16.07,32.03,-15.276
L3,L366,ACACME,3.3,,b,8.54865,0.7,3.69,2.99,16.07,32.03,169.188
L3,L367,ACACME,2.1,M,M,3.46185,0.26,1.22,0.96,1.59,1.02,11.076
L3,L367,ACACME,1.9,,b,2.83385,0.26,1.22,0.96,1.59,1.02,-15.276
L3,L367,ACACME,1.5,,b,1.76625,0.26,1.22,0.96,1.59,1.02,-67.98
L3,L367,ACACME,5.6,M,M,24.6176,0.5,2.84,2.34,5.09,7.94,472.236
L3,L367,ACACME,4.1,,b,13.19585,0.5,2.84,2.34,5.09,7.94,274.596
L3,L367,ACACME,4.7,,b,17.34065,0.5,2.84,2.34,5.09,7.94,353.652
L3,L367,ACACME,12.6,M,M,124.6266,0.9,3.39,2.49,10.62,17.63,1394.556
L3,L367,ACACME,9.7,,b,73.86065,0.9,3.39,2.49,10.62,17.63,1012.452
L3,L367,ACACME,3.4,,b,9.0746,0.9,3.39,2.49,10.62,17.63,182.364
L3,L367,ACACME,10.7,M,M,89.87465,0.44,4.67,4.23,11.48,32.36,1144.212
L3,L367,ACACME,8.2,,b,52.7834,0.44,4.67,4.23,11.48,32.36,814.812
L3,L367,ACACME,6.5,,b,33.16625,0.44,4.67,4.23,11.48,32.36,590.82
L3,L367,ACACME,4.9,,b,18.84785,0.44,4.67,4.23,11.48,32.36,380.004
L3,L367,ACACME,5.7,M,M,25.50465,0.52,2.89,2.37,9.34,14.76,485.412
L3,L367,ACACME,4.4,,b,15.1976,0.52,2.89,2.37,9.34,14.76,314.124
L3,L367,ACACME,3.5,,b,9.61625,0.52,2.89,2.37,9.34,14.76,195.54
L3,L367,ACACME,4.4,M,M,15.1976,0.4,1.54,1.14,5.6,4.25,314.124
L3,L367,ACACME,3.7,,b,10.74665,0.4,1.54,1.14,5.6,4.25,221.892
L3,L367,ACACME,3.5,,b,9.61625,0.4,1.54,1.14,5.6,4.25,195.54
L3,L367,ACACME,2.5,,b,4.90625,0.4,1.54,1.14,5.6,4.25,63.78
L3,L367,ACACME,2.3,,b,4.15265,0.4,1.54,1.14,5.6,4.25,37.428
L3,L367,ACACME,1.9,,b,2.83385,0.4,1.54,1.14,5.6,4.25,-15.276
L3,L367,ACACME,2.2,,b,3.7994,0.4,1.54,1.14,5.6,4.25,24.252
L3,L368,ACACME,14.4,M,M,162.7776,1,4.52,3.52,19.17,44.98,1631.724
L3,L368,ACACME,7.5,M,M,44.15625,0.9,3.11,2.21,10.87,16.01,722.58
L3,L368,ACACME,6.8,,b,36.2984,0.9,3.11,2.21,10.87,16.01,630.348
L3,L368,ACACME,4.4,,b,15.1976,0.9,3.11,2.21,10.87,16.01,314.124
L3,L368,ACACME,16.5,M,M,213.71625,1.1,6.14,5.04,51.04,171.51,1908.42
L3,L368,ACACME,12.5,,b,122.65625,1.1,6.14,5.04,51.04,171.51,1381.38
L3,L368,ACACME,9.5,,b,70.84625,1.1,6.14,5.04,51.04,171.51,986.1
L3,L368,ACACME,13.5,,b,143.06625,1.1,6.14,5.04,51.04,171.51,1513.14
L3,L368,ACACME,7.5,,b,44.15625,1,4.52,3.52,19.17,44.98,722.58
L3,L368,ACACME,12.1,,b,114.93185,1,4.52,3.52,19.17,44.98,1328.676
L3,L368,ACACME,10.5,,b,86.54625,1,4.52,3.52,19.17,44.98,1117.86
L3,L370,ACACME,7.5,M,M,44.15625,0.49,2.5,2.01,8.11,10.87,722.58
L3,L370,ACACME,4.7,,b,17.34065,0.49,2.5,2.01,8.11,10.87,353.652
L3,L370,ACACME,3.5,,b,9.61625,0.49,2.5,2.01,8.11,10.87,195.54
L3,L370,ACACME,3.1,,b,7.54385,0.49,2.5,2.01,8.11,10.87,142.836
L3,L370,ACACME,5.5,,b,23.74625,0.49,2.5,2.01,8.11,10.87,459.06
L3,L371,ACACME,5.7,M,M,25.50465,0.4,2.57,2.17,4.27,6.18,485.412
L3,L371,ACACME,4.5,,b,15.89625,0.4,2.57,2.17,4.27,6.18,327.3
L3,L371,ACACME,4.6,,b,16.6106,0.4,2.57,2.17,4.27,6.18,340.476
L3,L371,ACACME,3.4,,b,9.0746,0.4,2.57,2.17,4.27,6.18,182.364
L3,L371,ACACME,2.7,,b,5.72265,0.4,2.57,2.17,4.27,6.18,90.132
L3,L372,ACACME,2.4,M,M,4.5216,0.27,0.9,0.63,4.49,1.89,50.604
L3,L372,ACACME,2.3,,b,4.15265,0.27,0.9,0.63,4.49,1.89,37.428
L3,L372,ACACME,1.9,,b,2.83385,0.27,0.9,0.63,4.49,1.89,-15.276
L3,L372,ACACME,1.5,,b,1.76625,0.27,0.9,0.63,4.49,1.89,-67.98
L3,L372,ACACME,1.7,,b,2.26865,0.27,0.9,0.63,4.49,1.89,-41.628
M1,M102,ACACME,6.7,M,M,35.23865,0.9,3.3,2.4,6.59,10.55,617.172
M1,M102,ACACME,6.7,,b,35.23865,0.9,3.3,2.4,6.59,10.55,617.172
M1,M106,ACACME,7.8,M,M,47.7594,0.8,1.7,0.9,0.53,0.32,762.108
M1,M113,ACACME,9.2,M,M,66.4424,0.8,2.39,1.59,6.46,6.85,946.572
M1,M113,ACACME,7.7,,b,46.54265,0.8,2.39,1.59,6.46,6.85,748.932
M1,M113,ACACME,5.4,,b,22.8906,0.8,2.39,1.59,6.46,6.85,445.884
M1,M115,ACACME,8.3,M,M,54.07865,0.68,1.97,1.29,2.4,2.06,827.988
M1,M115,ACACME,4.8,,b,18.0864,0.68,1.97,1.29,2.4,2.06,366.828
M1,M115,ACACME,1.7,,b,2.26865,0.68,1.97,1.29,2.4,2.06,-41.628
M1,M117,ACACME,7.9,M,M,48.99185,0.67,1.93,1.26,2.15,1.81,775.284
M1,M117,ACACME,5.7,,b,25.50465,0.67,1.93,1.26,2.15,1.81,485.412
M1,M117,ACACME,6.1,,b,29.20985,0.67,1.93,1.26,2.15,1.81,538.116
M1,M117,ACACME,3.7,,b,10.74665,0.67,1.93,1.26,2.15,1.81,221.892
M1,M117,ACACME,1,,b,0.785,0.67,1.93,1.26,2.15,1.81,-133.86
M1,M117,ACACME,3.4,,b,9.0746,0.67,1.93,1.26,2.15,1.81,182.364
M1,M117,ACACME,6.4,,b,32.1536,0.67,1.93,1.26,2.15,1.81,577.644
M1,M117,ACACME,1.4,,b,1.5386,0.67,1.93,1.26,2.15,1.81,-81.156
M1,M117,ACACME,1.8,,b,2.5434,0.67,1.93,1.26,2.15,1.81,-28.452
M1,M117,ACACME,5.9,,b,27.32585,0.67,1.93,1.26,2.15,1.81,511.764
M1,M120,ACACME,13.4,M,M,140.9546,0.6,3.04,2.44,18.48,30.06,1499.964
M1,M120,ACACME,12.7,,b,126.61265,0.6,3.04,2.44,18.48,30.06,1407.732
M1,M120,ACACME,11.3,,b,100.23665,0.6,3.04,2.44,18.48,30.06,1223.268
M1,M120,ACACME,10.4,,b,84.9056,0.6,3.04,2.44,18.48,30.06,1104.684
M1,M120,ACACME,6.4,,b,32.1536,0.6,3.04,2.44,18.48,30.06,577.644
M1,M120,ACACME,3.5,,b,9.61625,0.6,3.04,2.44,18.48,30.06,195.54
M1,M120,ACACME,5.7,,b,25.50465,0.6,3.04,2.44,18.48,30.06,485.412
M1,M120,ACACME,14.5,M,M,165.04625,1.1,5.18,4.08,28.02,76.23,1644.9
M1,M120,ACACME,4,,b,12.56,1.1,5.18,4.08,28.02,76.23,261.42
M1,M120,ACACME,3.5,,b,9.61625,1.1,5.18,4.08,28.02,76.23,195.54
M1,M120,ACACME,4.3,,b,14.51465,1.1,5.18,4.08,28.02,76.23,300.948
M1,M120,ACACME,13.9,,b,151.66985,1.1,5.18,4.08,28.02,76.23,1565.844
M1,M120,ACACME,10.9,,b,93.26585,1.1,5.18,4.08,28.02,76.23,1170.564
M1,M120,ACACME,10.7,,b,89.87465,1.1,5.18,4.08,28.02,76.23,1144.212
M1,M120,ACACME,5,,b,19.625,1.1,5.18,4.08,28.02,76.23,393.18
M1,M120,ACACME,10.1,M,M,80.07785,1.1,2.23,1.13,14.72,11.09,1065.156
M1,M120,ACACME,9.1,,b,65.00585,1.1,2.23,1.13,14.72,11.09,933.396
M1,M120,ACACME,5.2,,b,21.2264,1.1,2.23,1.13,14.72,11.09,419.532
M1,M120,ACACME,5.5,,b,23.74625,1.1,2.23,1.13,14.72,11.09,459.06
M1,M120,ACACME,8.8,M,M,60.7904,1.1,2.04,0.94,8.29,5.19,893.868
M1,M120,ACACME,3.9,,b,11.93985,1.1,2.04,0.94,8.29,5.19,248.244
M1,M121,ACACME,5.8,M,M,26.4074,0.8,2.1,1.3,4.75,4.11,498.588
M1,M121,ACACME,3.7,,b,10.74665,0.8,2.1,1.3,4.75,4.11,221.892
M1,M121,ACACME,5,,b,19.625,0.8,2.1,1.3,4.75,4.11,393.18
M1,M121,ACACME,3.6,,b,10.1736,0.8,2.1,1.3,4.75,4.11,208.716
M1,M121,ACACME,3.3,,b,8.54865,0.8,2.1,1.3,4.75,4.11,169.188
M1,M121,ACACME,9.5,M,M,70.84625,0.95,3.5,2.55,11.53,19.6,986.1
M1,M121,ACACME,5.2,,b,21.2264,0.95,3.5,2.55,11.53,19.6,419.532
M1,M121,ACACME,4.6,,b,16.6106,0.95,3.5,2.55,11.53,19.6,340.476
M1,M121,ACACME,5.9,,b,27.32585,0.95,3.5,2.55,11.53,19.6,511.764
M1,M121,ACACME,8.5,,b,56.71625,0.95,3.5,2.55,11.53,19.6,854.34
M1,M121,ACACME,3.3,,b,8.54865,0.95,3.5,2.55,11.53,19.6,169.188
M1,M121,ACACME,6.2,,b,30.1754,0.95,3.5,2.55,11.53,19.6,551.292
M1,M121,ACACME,3.7,M,M,10.74665,1.67,3.3,1.63,4.13,4.49,221.892
M1,M121,ACACME,10.9,M,M,93.26585,4.82,7.5,2.68,2.58,4.61,1170.564
M1,M121,ACACME,10.1,,b,80.07785,4.82,7.5,2.68,2.58,4.61,1065.156
M1,M121,ACACME,9.6,,b,72.3456,4.82,7.5,2.68,2.58,4.61,999.276
M1,M121,ACACME,7,,b,38.465,4.82,7.5,2.68,2.58,4.61,656.7
M1,M121,ACACME,5.5,,b,23.74625,4.82,7.5,2.68,2.58,4.61,459.06
M1,M121,ACACME,4.2,,b,13.8474,4.82,7.5,2.68,2.58,4.61,287.772
M1,M121,ACACME,7.9,,b,48.99185,4.82,7.5,2.68,2.58,4.61,775.284
M1,M121,ACACME,4,,b,12.56,4.82,7.5,2.68,2.58,4.61,261.42
M1,M121,ACACME,5.5,,b,23.74625,4.82,7.5,2.68,2.58,4.61,459.06
M1,M121,ACACME,6.1,,b,29.20985,4.82,7.5,2.68,2.58,4.61,538.116
M1,M121,ACACME,8.9,M,M,62.17985,1,3.53,2.53,16.92,28.55,907.044
M1,M121,ACACME,6.2,,b,30.1754,1,3.53,2.53,16.92,28.55,551.292
M1,M121,ACACME,3.3,,b,8.54865,1,3.53,2.53,16.92,28.55,169.188
M1,M121,ACACME,4.8,,b,18.0864,1,3.53,2.53,16.92,28.55,366.828
M1,M121,ACACME,7.5,,b,44.15625,1,3.53,2.53,16.92,28.55,722.58
M1,M121,ACACME,7.7,,b,46.54265,1,3.53,2.53,16.92,28.55,748.932
M1,M122,ACACME,48.2,M,M,1823.7434,0.5,4,3.5,23.5,54.84,6085.212
M1,M122,ACACME,39,,b,1193.985,0.5,4,3.5,23.5,54.84,4873.02
M1,M122,ACACME,31.5,,b,778.91625,0.5,4,3.5,23.5,54.84,3884.82
M1,M122,ACACME,15.3,,b,183.76065,0.5,4,3.5,23.5,54.84,1750.308
M1,M122,ACACME,14.8,,b,171.9464,0.5,4,3.5,23.5,54.84,1684.428
M1,M122,ACACME,1,,b,0.785,0.5,4,3.5,23.5,54.84,-133.86
M1,M122,ACACME,1.3,,b,1.32665,0.5,4,3.5,23.5,54.84,-94.332
M1,M122,ACACME,5.2,M,M,21.2264,1.1,2.45,1.35,3.83,3.45,419.532
M1,M122,ACACME,4.6,,b,16.6106,1.1,2.45,1.35,3.83,3.45,340.476
M1,M122,ACACME,2.4,,b,4.5216,1.1,2.45,1.35,3.83,3.45,50.604
M1,M122,ACACME,2.2,,b,3.7994,1.1,2.45,1.35,3.83,3.45,24.252
M1,M122,ACACME,1.8,M,M,2.5434,0.3,0.55,0.25,23.55,3.93,-28.452
M1,M122,ACACME,1.2,,b,1.1304,0.3,0.55,0.25,23.55,3.93,-107.508
M1,M122,ACACME,5.7,M,M,25.50465,0.8,2.47,1.67,5.43,6.04,485.412
M1,M122,ACACME,2.5,,b,4.90625,0.8,2.47,1.67,5.43,6.04,63.78
M1,M122,ACACME,3.8,,b,11.3354,0.8,2.47,1.67,5.43,6.04,235.068
M1,M122,ACACME,3.3,,b,8.54865,0.8,2.47,1.67,5.43,6.04,169.188
M1,M122,ACACME,3,,b,7.065,0.8,2.47,1.67,5.43,6.04,129.66
M1,M122,ACACME,3.8,,b,11.3354,0.8,2.47,1.67,5.43,6.04,235.068
M1,M122,ACACME,4.2,M,M,13.8474,0.8,2.68,1.88,4.76,5.97,287.772
M1,M122,ACACME,3.8,,b,11.3354,0.8,2.68,1.88,4.76,5.97,235.068
M1,M122,ACACME,3.7,,b,10.74665,0.8,2.68,1.88,4.76,5.97,221.892
M1,M122,ACACME,4.8,M,M,18.0864,1.2,2.23,1.03,1.25,0.86,366.828
M1,M122,ACACME,3,,b,7.065,1.2,2.23,1.03,1.25,0.86,129.66
M1,M122,ACACME,4.2,M,M,13.8474,0.8,2.6,1.8,3.39,4.07,287.772
M1,M122,ACACME,4,,b,12.56,0.8,2.6,1.8,3.39,4.07,261.42
M1,M122,ACACME,3.5,,b,9.61625,0.8,2.6,1.8,3.39,4.07,195.54
M1,M122,ACACME,3.6,,b,10.1736,0.8,2.6,1.8,3.39,4.07,208.716
M1,M122,ACACME,5.1,M,M,20.41785,0.8,2.6,1.8,7.17,8.6,406.356
M1,M122,ACACME,3,,b,7.065,0.8,2.6,1.8,7.17,8.6,129.66
M1,M122,ACACME,3.2,,b,8.0384,0.8,2.6,1.8,7.17,8.6,156.012
M1,M122,ACACME,3.6,,b,10.1736,0.8,2.6,1.8,7.17,8.6,208.716
M1,M122,ACACME,2.6,M,M,5.3066,0.7,1.14,0.44,1.28,0.37,76.956
M1,M122,ACACME,1.7,,b,2.26865,0.7,1.14,0.44,1.28,0.37,-41.628
M1,M122,ACACME,1.2,,b,1.1304,0.7,1.14,0.44,1.28,0.37,-107.508
M1,M122,ACACME,1.2,,b,1.1304,0.7,1.14,0.44,1.28,0.37,-107.508
M1,M122,ACACME,1,,b,0.785,0.7,1.14,0.44,1.28,0.37,-133.86
M1,M123,ACACME,7.2,M,M,40.6944,1,2.66,1.66,5.29,5.86,683.052
M1,M123,ACACME,6.9,,b,37.37385,1,2.66,1.66,5.29,5.86,643.524
M1,M123,ACACME,3.7,,b,10.74665,1,2.66,1.66,5.29,5.86,221.892
M1,M151,ACACME,9.4,M,M,69.3626,0.85,3.15,2.3,22.82,34.99,972.924
M1,M151,ACACME,8.5,,b,56.71625,0.85,3.15,2.3,22.82,34.99,854.34
M1,M151,ACACME,5.2,,b,21.2264,0.85,3.15,2.3,22.82,34.99,419.532
M1,M151,ACACME,5.2,,b,21.2264,0.85,3.15,2.3,22.82,34.99,419.532
M1,M151,ACACME,8.1,,b,51.50385,0.85,3.15,2.3,22.82,34.99,801.636
M1,M151,ACACME,4,,b,12.56,0.85,3.15,2.3,22.82,34.99,261.42
M1,M151,ACACME,7.7,,b,46.54265,0.85,3.15,2.3,22.82,34.99,748.932
M1,M151,ACACME,3.4,,b,9.0746,0.85,3.15,2.3,22.82,34.99,182.364
M1,M151,ACACME,5.6,,b,24.6176,0.85,3.15,2.3,22.82,34.99,472.236
M1,M151,ACACME,2.6,,b,5.3066,0.85,3.15,2.3,22.82,34.99,76.956
M1,M151,ACACME,5.7,,b,25.50465,0.85,3.15,2.3,22.82,34.99,485.412
M1,M151,ACACME,2.2,,b,3.7994,0.85,3.15,2.3,22.82,34.99,24.252
M1,M151,ACACME,5.8,,b,26.4074,0.85,3.15,2.3,22.82,34.99,498.588
M1,M151,ACACME,9.3,,b,67.89465,0.85,3.15,2.3,22.82,34.99,959.748
M1,M151,ACACME,3.8,,b,11.3354,0.85,3.15,2.3,22.82,34.99,235.068
M1,M151,ACACME,6.8,,b,36.2984,0.85,3.15,2.3,22.82,34.99,630.348
M1,M151,ACACME,6.7,,b,35.23865,0.85,3.15,2.3,22.82,34.99,617.172
M1,M151,ACACME,8.7,,b,59.41665,0.85,3.15,2.3,22.82,34.99,880.692
M1,M151,ACACME,3.8,,b,11.3354,0.85,3.15,2.3,22.82,34.99,235.068
M1,M151,ACACME,5.7,,b,25.50465,0.85,3.15,2.3,22.82,34.99,485.412
M1,M151,ACACME,6.2,M,M,30.1754,0.7,2.1,1.4,10.99,10.26,551.292
M1,M151,ACACME,3.7,,b,10.74665,0.7,2.1,1.4,10.99,10.26,221.892
M1,M151,ACACME,2,,b,3.14,0.7,2.1,1.4,10.99,10.26,-2.1
M1,M151,ACACME,4.1,,b,13.19585,0.7,2.1,1.4,10.99,10.26,274.596
M1,M151,ACACME,2.9,,b,6.60185,0.7,2.1,1.4,10.99,10.26,116.484
M1,M151,ACACME,2.5,,b,4.90625,0.7,2.1,1.4,10.99,10.26,63.78
M1,M151,ACACME,2.2,,b,3.7994,0.7,2.1,1.4,10.99,10.26,24.252
M1,M151,ACACME,2.5,,b,4.90625,0.7,2.1,1.4,10.99,10.26,63.78
M1,M151,ACACME,3.6,,b,10.1736,0.7,2.1,1.4,10.99,10.26,208.716
M1,M151,ACACME,3.3,,b,8.54865,0.7,2.1,1.4,10.99,10.26,169.188
M1,M151,ACACME,1.6,,b,2.0096,0.7,2.1,1.4,10.99,10.26,-54.804
M1,M151,ACACME,3.5,,b,9.61625,0.7,2.1,1.4,10.99,10.26,195.54
M1,M151,ACACME,3.7,,b,10.74665,0.7,2.1,1.4,10.99,10.26,221.892
M1,M152,ACACME,2.4,M,M,4.5216,0.4,1.1,0.7,0.85,0.4,50.604
M1,M152,ACACME,1,,b,0.785,0.4,1.1,0.7,0.85,0.4,-133.86
M1,M152,ACACME,2.1,,b,3.46185,0.4,1.1,0.7,0.85,0.4,11.076
M1,M152,ACACME,9,M,M,63.585,0.9,4.4,3.5,39.07,91.16,920.22
M1,M152,ACACME,4.1,,b,13.19585,0.9,4.4,3.5,39.07,91.16,274.596
M1,M152,ACACME,7.1,,b,39.57185,0.9,4.4,3.5,39.07,91.16,669.876
M1,M152,ACACME,4.2,,b,13.8474,0.9,4.4,3.5,39.07,91.16,287.772
M1,M152,ACACME,5.3,,b,22.05065,0.9,4.4,3.5,39.07,91.16,432.708
M1,M152,ACACME,7.1,,b,39.57185,0.9,4.4,3.5,39.07,91.16,669.876
M1,M152,ACACME,7.7,,b,46.54265,0.9,4.4,3.5,39.07,91.16,748.932
M1,M152,ACACME,3,,b,7.065,0.9,4.4,3.5,39.07,91.16,129.66
M1,M152,ACACME,6.7,,b,35.23865,0.9,4.4,3.5,39.07,91.16,617.172
M1,M152,ACACME,8.6,,b,58.0586,0.9,4.4,3.5,39.07,91.16,867.516
M1,M152,ACACME,7.2,,b,40.6944,0.9,4.4,3.5,39.07,91.16,683.052
M1,M152,ACACME,3.3,,b,8.54865,0.9,4.4,3.5,39.07,91.16,169.188
M1,M152,ACACME,4.2,,b,13.8474,0.9,4.4,3.5,39.07,91.16,287.772
M1,M152,ACACME,1.2,M,M,1.1304,0.25,0.5,0.25,0.19,0.03,-107.508
M1,M152,ACACME,1.1,,b,0.94985,0.25,0.5,0.25,0.19,0.03,-120.684
M1,M152,ACACME,15.1,M,M,178.98785,0.8,2.2,1.4,4.31,4.02,1723.956
M1,M152,ACACME,12.8,,b,128.6144,0.8,2.2,1.4,4.31,4.02,1420.908
M1,M153,ACACME,10.4,M,M,84.9056,0.7,3.05,2.35,35.76,56.03,1104.684
M1,M153,ACACME,9.7,,b,73.86065,0.7,3.05,2.35,35.76,56.03,1012.452
M1,M153,ACACME,6.6,,b,34.1946,0.7,3.05,2.35,35.76,56.03,603.996
M1,M153,ACACME,6.4,,b,32.1536,0.7,3.05,2.35,35.76,56.03,577.644
M1,M153,ACACME,10.1,,b,80.07785,0.7,3.05,2.35,35.76,56.03,1065.156
M1,M153,ACACME,7.5,,b,44.15625,0.7,3.05,2.35,35.76,56.03,722.58
M1,M153,ACACME,9.2,,b,66.4424,0.7,3.05,2.35,35.76,56.03,946.572
M1,M153,ACACME,5.9,,b,27.32585,0.7,3.05,2.35,35.76,56.03,511.764
M1,M153,ACACME,5.1,,b,20.41785,0.7,3.05,2.35,35.76,56.03,406.356
M1,M153,ACACME,8.9,,b,62.17985,0.7,3.05,2.35,35.76,56.03,907.044
M1,M153,ACACME,5.5,,b,23.74625,0.7,3.05,2.35,35.76,56.03,459.06
M1,M153,ACACME,2.1,M,M,3.46185,0.5,1.4,0.9,3.3,1.98,11.076
M1,M153,ACACME,1.6,,b,2.0096,0.5,1.4,0.9,3.3,1.98,-54.804
M1,M153,ACACME,1.2,,b,1.1304,0.5,1.4,0.9,3.3,1.98,-107.508
M1,M153,ACACME,1.2,,b,1.1304,0.5,1.4,0.9,3.3,1.98,-107.508
M1,M153,ACACME,1,,b,0.785,0.5,1.4,0.9,3.3,1.98,-133.86
M1,M153,ACACME,1.2,,b,1.1304,0.5,1.4,0.9,3.3,1.98,-107.508
M1,M153,ACACME,1.1,,b,0.94985,0.5,1.4,0.9,3.3,1.98,-120.684
M1,M153,ACACME,2,,b,3.14,0.5,1.4,0.9,3.3,1.98,-2.1
M1,M154,ACACME,2.1,M,M,3.46185,0.4,0.85,0.45,1.73,0.52,11.076
M1,M154,ACACME,1.7,,b,2.26865,0.4,0.85,0.45,1.73,0.52,-41.628
M1,M154,ACACME,1.7,,b,2.26865,0.4,0.85,0.45,1.73,0.52,-41.628
M1,M154,ACACME,1.6,,b,2.0096,0.4,0.85,0.45,1.73,0.52,-54.804
M1,M154,ACACME,1.7,,b,2.26865,0.4,0.85,0.45,1.73,0.52,-41.628
M1,M154,ACACME,1.2,,b,1.1304,0.4,0.85,0.45,1.73,0.52,-107.508
M1,M154,ACACME,1,,b,0.785,0.4,0.85,0.45,1.73,0.52,-133.86
M1,M154,ACACME,3.8,M,M,11.3354,0.3,1.3,1,3.29,2.19,235.068
M1,M154,ACACME,1.4,,b,1.5386,0.3,1.3,1,3.29,2.19,-81.156
M1,M154,ACACME,3.5,,b,9.61625,0.3,1.3,1,3.29,2.19,195.54
M1,M154,ACACME,3.7,,b,10.74665,0.3,1.3,1,3.29,2.19,221.892
M1,M154,ACACME,8.3,M,M,54.07865,0.7,2.9,2.2,27.46,40.27,827.988
M1,M154,ACACME,2,,b,3.14,0.7,2.9,2.2,27.46,40.27,-2.1
M1,M154,ACACME,8.1,,b,51.50385,0.7,2.9,2.2,27.46,40.27,801.636
M1,M154,ACACME,8.1,,b,51.50385,0.7,2.9,2.2,27.46,40.27,801.636
M1,M154,ACACME,2.1,,b,3.46185,0.7,2.9,2.2,27.46,40.27,11.076
M1,M154,ACACME,6.5,,b,33.16625,0.7,2.9,2.2,27.46,40.27,590.82
M1,M154,ACACME,5.8,,b,26.4074,0.7,2.9,2.2,27.46,40.27,498.588
M1,M154,ACACME,2,,b,3.14,0.7,2.9,2.2,27.46,40.27,-2.1
M1,M154,ACACME,3.3,,b,8.54865,0.7,2.9,2.2,27.46,40.27,169.188
M1,M154,ACACME,5.8,,b,26.4074,0.7,2.9,2.2,27.46,40.27,498.588
M1,M154,ACACME,2.8,,b,6.1544,0.7,2.9,2.2,27.46,40.27,103.308
M1,M154,ACACME,4.1,,b,13.19585,0.7,2.9,2.2,27.46,40.27,274.596
M1,M154,ACACME,2,,b,3.14,0.7,2.9,2.2,27.46,40.27,-2.1
M1,M154,ACACME,2,,b,3.14,0.7,2.9,2.2,27.46,40.27,-2.1
M1,M154,ACACME,3.9,,b,11.93985,0.7,2.9,2.2,27.46,40.27,248.244
M1,M154,ACACME,5.5,,b,23.74625,0.7,2.9,2.2,27.46,40.27,459.06
M1,M154,ACACME,6.2,,b,30.1754,0.7,2.9,2.2,27.46,40.27,551.292
M1,M154,ACACME,3.5,,b,9.61625,0.7,2.9,2.2,27.46,40.27,195.54
M1,M154,ACACME,5.1,,b,20.41785,0.7,2.9,2.2,27.46,40.27,406.356
