"article_id","column","comment","category"
"10_1111_1365_2664_14074","any_readme_comment","GitHub repository yhwu/idemp -- confirmed in the data_archive pass to be an INCIDENTAL third-party tool citation (""GBS data were demultiplexed with axe-demux...""-style dependency mention), not the paper's own repository; the paper's actual data is on NCBI SRA (BioProject PRJNA717381), a platform repo_check does not recognise as a repo_url at all. repo_check's file listing shows a README.md -- genuinely real, but on a repository the paper cites only as a tool dependency, not as its own data/code archive. Cooper's data_README=No is plausibly correct in the sense that Cooper was assessing the PAPER's own archive (which repo_check never found), not this incidental GitHub citation; recording METACHECK_RIGHT here (a real README does exist where metacheck looked) is technically accurate but potentially misleading about what the disagreement actually reflects -- same root cause as this paper's data_archive conflation.","NCBI_GENBANK"
"10_1111_2041_210x_13880","any_readme_comment","repo_check found zero files for this paper (res_repo_check$table has no rows for this paper_id), so it had no basis to detect a README even if one exists in the actual (un-located) repository.","UNSUPPORTED_REPO"
"10_1111_1365_2745_13064","any_readme_comment","repo_check found zero files for this paper (res_repo_check$table has no rows for this paper_id), so it had no basis to detect a README even if one exists in the actual (un-located) repository.","SPLIT_DOI_EXTRACTION"
"10_1111_1365_2745_13288","any_readme_comment","Same Dryad fetch failure (doi:10.5061/dryad.3cq612, ""arguments imply differing number of rows: 1, 0"", logged in gated_repos) explains the missing README signal -- repo_check never listed any files for this paper_id to check doc_role on.","TEXT_EXTRACTION_TRUNCATED"
"10_1111_1365_2435_13141","any_readme_comment","repo_check found zero files for this paper (res_repo_check$table has no rows for this paper_id), so it had no basis to detect a README even if one exists in the actual (un-located) repository.","SPLIT_DOI_EXTRACTION"
"10_1111_1365_2435_14714","any_readme_comment","The Mendeley Data deposit (10.17632/8ymkfw2tgn.1) holding this paper's data was never detected by repo_check (repo_n=0), so metacheck never checked it for a readme.","SPLIT_DOI_EXTRACTION"
"10_1111_2041_210x_13428","any_readme_comment","repo_check never attempted the paper's Zenodo record (10.5281/zenodo.3826426, no matching gated_repos entry either), so metacheck has zero evidence about a README either way. Cannot independently verify Cooper's Yes from any local evidence source without a live check of the record.","SPLIT_DOI_EXTRACTION"
"10_1111_1365_2745_13238","any_readme_comment","Same root cause: the NVS Databank is not a repo_check-recognized platform, so repo_check never checked it for a readme.","UNSUPPORTED_REPO"
"10_1002_pan3_14","any_readme_comment","Same root cause: Apollo is not a repo_check-recognized platform, so repo_check never checked it for a readme.","UNSUPPORTED_REPO"
"10_1111_1365_2435_14492","any_readme_comment","Same repo-detection miss as data_availability: Data INRAE was never fetched by repo_check, so mc_any_readme's FALSE reflects zero files examined, not evidence of no README.","UNSUPPORTED_REPO"
"10_1111_1365_2435_14709","any_readme_comment","Same root cause: the private Figshare share-link format was not recognized by repo_check.","UNSUPPORTED_REPO"
"10_1111_1365_2435_13955","any_readme_comment","Same root cause: the non-standard Figshare DOI prefix was not recognized by repo_check.","UNSUPPORTED_REPO"
"10_1111_2041_210x_13582","any_readme_comment","Same root cause: CRAN is not a repo_check-recognized platform, so repo_check never checked the package (which conventionally includes a DESCRIPTION/README) for a readme.","UNSUPPORTED_REPO"
"10_1111_2041_210x_13865","any_readme_comment","Same URL-extraction miss on the paper's sole repo (Zenodo 10.5281/zenodo.6400498) explains the missing README signal -- repo_check never listed any files for this paper_id to check doc_role on.","SUPPLEMENTARY_MATERIALS"
"10_1111_1365_2664_13528","any_readme_comment","The PANGAEA deposit (10.1594/PANGAEA.900272) holding this paper's data was never detected by repo_check (repo_n=0), so metacheck never checked it for a readme/description.","PANGAEA"
"10_1111_1365_2656_13504","any_readme_comment","repo_check found zero files for this paper (res_repo_check$table has no rows for this paper_id), so it had no basis to detect a README even if one exists in the actual (un-located) repository.","SPLIT_DOI_EXTRACTION"
"10_1111_1365_2656_13616","any_readme_comment","Same root cause: repo_check never located the Dryad repository the paper cites, so no README evidence could ever be recorded.","SPLIT_DOI_EXTRACTION"
"10_1111_1365_2664_14821","any_readme_comment","Same 4TU fetch failure (10.4121/ce413614-1c82-4e81-90c0-323aa7d2fabd, ""arguments imply differing number of rows: 1, 0"", logged in gated_repos) explains the missing README signal -- repo_check never listed any files for this paper_id to check doc_role on.","STALE_CORPUS_ROW"
"10_1111_1365_2664_14308","any_readme_comment","Same root cause: repo_check never located the Mendeley Data repository the paper cites, so no README evidence could ever be recorded.","SPLIT_DOI_EXTRACTION"
"10_1002_pan3_10200","any_readme_comment","Same root cause: repo_check never located the Figshare repository Cooper identified, so no README evidence could ever be recorded.","SPLIT_DOI_EXTRACTION"
"10_1111_1365_2745_14418","any_readme_comment","Same repo-detection miss as data_availability: the Arctic Data Center archive was never fetched by repo_check, so mc_any_readme's FALSE reflects zero files examined, not evidence of no README.","UNSUPPORTED_REPO"
