"row_id","article_id","data_availability","data_archive","data_doi","data_license","data_download","data_format","data_README","code_used","code_archived","code_download","code_language","code_README","mc_data_availability","mc_data_archive","mc_data_doi","mc_data_license","mc_data_download","mc_data_format","mc_data_README","mc_code_used","mc_code_archived","mc_code_download","mc_code_language","mc_code_README","cooper_any_readme","mc_any_readme","disagreements","data_availability_verdict","data_availability_comment","data_archive_verdict","data_archive_comment","data_license_verdict","data_license_comment","data_download_verdict","data_download_comment","code_archived_verdict","code_archived_comment","code_download_verdict","code_download_comment","any_readme_verdict","any_readme_comment","reviewed"
"10_1111_1365_2664_14052","10_1111_1365_2664_14052","Yes","Dryad","Yes","Yes","Yes",".csv/.tsv","Yes","Yes","Yes","Yes","R","Yes",TRUE,"Dryad","doi:10.5061/dryad.rjdfn2zc3",TRUE,TRUE,".csv",TRUE,NA,FALSE,NA,NA,TRUE,TRUE,TRUE,"code_archived[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,NA,NA,"COOPER_RIGHT","Automated keyword search of the paper's full text found no sentence combining a repository/availability cue with a code-specific term (code, script, R code, MATLAB, Python, source code) -- consistent with the paper only claiming DATA availability, not code, at the cited repository, and with repo_check/code_check finding no code file there either. Lower-confidence than an individually hand-read verdict: this is an automated keyword search, not a full manual read, so a code claim phrased in an unmatched way could still exist. COOPER_RIGHT.",NA,NA,NA,NA,TRUE
"10_1111_1365_2656_13893","10_1111_1365_2656_13893","Yes","Dryad","Yes","Yes","Yes",".RDS;","Yes","Yes","Yes","Yes","R","Yes",FALSE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"data_availability[cooper=Yes,mc=No];code_archived[cooper=Yes,mc=No];any_readme[cooper=Yes,mc=No]","COOPER_RIGHT","SPLIT-DOI EXTRACTION ARTIFACT | Paper's own availability statement: ""[The] hierarchical model are archived at the Dryad Digital Repository https://doi.org/10.5061/dryad.7d7wm3806 (Riecke et al., 2023)""; the same repository also holds ""the reproductive success data and R script for running the [models]"" per the paper's own text. Cites a real Dryad repository (https://doi.org/10.5061/dryad.7d7wm3806). repo_check found zero files for this paper (res_repo_check$table has no rows for this paper_id; its manifest shows n_files=0/n_downloaded=0), so it never detected or queried this URL at all -- a repository-detection (URL-extraction) miss, not a genuine absence of data. | KNOWN METACHECK LIMITATION (not yet fixed, github.com/scienceverse/ metacheck issue #411, bug 1): this paper's repository DOI/URL is cited only inside its formatted reference list (a numbered ""Data from: Author (Year). Title [Dataset]. https://doi.org/..."" entry), never as an inline hyperlink or bare in-text mention. text_search()'s default include_refs = FALSE excludes the references section for every repository backend, so the citation is currently invisible to detection regardless of host/DOI-prefix support. Confirmed live 2026-09-19: the DOI itself resolves correctly when queried directly.",NA,NA,NA,NA,NA,NA,"COOPER_RIGHT","The paper's own text explicitly states ""the reproductive success data and R script for running the [models]"" are archived together at the Dryad Digital Repository https://doi.org/10.5061/dryad.7d7wm3806, and separately references a ""Supplementary R Script"" in Methods -- code is explicitly named as part of the (un-located) deposit.",NA,NA,"COOPER_RIGHT","repo_check found zero files for this paper (res_repo_check$table has no rows for this paper_id), so it had no basis to detect a README even if one exists in the actual (un-located) repository.",TRUE
"10_1111_2041_210x_13205","10_1111_2041_210x_13205",NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","Yes","R","No",TRUE,"Zenodo","10.5281/zenodo.2585387",TRUE,TRUE,".ods",TRUE,NA,TRUE,TRUE,"Python",TRUE,FALSE,TRUE,"any_readme[cooper=No,mc=Yes]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METACHECK_RIGHT","Multiple real README files (README.md, README, README_links.txt, etc.) confirmed present in the large Zenodo repository listing.",TRUE
"10_1111_1365_2745_14037","10_1111_1365_2745_14037","Yes","Figshare","Yes","Yes","Yes",".csv/.tsv;.xls(x)","No","Yes","Yes","Yes","R","No",TRUE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,"code_archived[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,NA,NA,"COOPER_RIGHT","Automated keyword search of the paper's full text found no sentence combining a repository/availability cue with a code-specific term (code, script, R code, MATLAB, Python, source code) -- consistent with the paper only claiming DATA availability, not code, at the cited repository, and with repo_check/code_check finding no code file there either. Lower-confidence than an individually hand-read verdict: this is an automated keyword search, not a full manual read, so a code claim phrased in an unmatched way could still exist. COOPER_RIGHT.",NA,NA,NA,NA,TRUE
"10_1111_1365_2664_13170","10_1111_1365_2664_13170","Yes","Dryad","Yes","Yes","Yes",".csv/.tsv","Yes","Unsure",NA,NA,NA,NA,TRUE,"Dryad","doi:10.5061/dryad.4gm2r5m",TRUE,TRUE,".csv",FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"any_readme[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DIFFERENT_DEFINITION","Cooper's Yes for this paper's README likely reflects Dryad's dataset abstract (the ONLY free-text field Dryad's API exposes) -- confirmed on 9 real Dryad datasets from this same miss set that this field is consistently the paper's own scientific abstract (numbered background/methods/results prose), never file-level documentation. metacheck's doc_role classification only recognises an actual downloadable README file, which this dataset's file listing does not contain. Not a detection bug: the two approaches are answering different questions (a paper abstract vs. a machine-readable README file) that happen to share Cooper's column label.",TRUE
"10_1111_2041_210x_12918","10_1111_2041_210x_12918",NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","Yes","R","No",FALSE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,"code_archived[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,NA,NA,"COOPER_RIGHT","CODE PACKAGE CITATION (CRAN, not a data repository) | repo_check found zero files for this paper at all. Paper text: development version of the R package 'ecolottery' underlying this study is stated to be available on GitHub (https://github.com/frmunoz/...) alongside a CRAN release; repo_check never located this GitHub repository, so mc_code_archived=FALSE reflects a missed repository, not a genuine absence of archived code.",NA,NA,NA,NA,TRUE
"10_1111_1365_2435_13061","10_1111_1365_2435_13061","Yes","Dryad","Yes","Yes","Yes",".txt;.xls(x)","Yes","Yes","No",NA,NA,NA,TRUE,"Dryad","doi:10.5061/dryad.q6789",TRUE,NA,".zip",FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"any_readme[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DIFFERENT_DEFINITION","Archive-only: repo_check's file listing for this paper is a single compressed archive (.zip/.rar/...) with no separate top-level file. repo_check's own peek_zips=TRUE default DOES try to read a zip's file listing remotely without downloading it, so a README bundled inside is not automatically invisible -- but that peek attempt evidently failed for this specific archive. Confirmed structural cause for Dryad-hosted zips: the peek's HTTP Range request is unauthenticated and Dryad's file-download endpoint returns 401 Unauthorized without an OAuth token, so the peek can never succeed there. For Zenodo/other platforms the failure cause is not yet fully pinned down (see the issue's discussion). Filed as https://github.com/scienceverse/metacheck/issues/378. DIFFERENT_DEFINITION rather than a verdict: resolving this needs a code fix (authenticated peek requests, at minimum for Dryad), not a judgement call on this specific paper.",TRUE
"10_1002_pan3_10130","10_1002_pan3_10130","Yes","Dryad","Yes","Yes",NA,".xls(x)","Yes","Yes","No",NA,NA,NA,TRUE,"Dryad","doi:10.5061/dryad.cjsxksn3h",TRUE,TRUE,".xlsx",FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"any_readme[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DIFFERENT_DEFINITION","Cooper's Yes for this paper's README likely reflects Dryad's dataset abstract (the ONLY free-text field Dryad's API exposes) -- confirmed on 9 real Dryad datasets from this same miss set that this field is consistently the paper's own scientific abstract (numbered background/methods/results prose), never file-level documentation. metacheck's doc_role classification only recognises an actual downloadable README file, which this dataset's file listing does not contain. Not a detection bug: the two approaches are answering different questions (a paper abstract vs. a machine-readable README file) that happen to share Cooper's column label.",TRUE
"10_1111_1365_2435_13470","10_1111_1365_2435_13470","Yes","Other repo/database","Yes","Yes","Yes",".doc(x);.xls(x)","No","Yes","Yes",NA,"R","No",TRUE,"Other repo/database","10.17632/3ybghz7tzb.1",TRUE,TRUE,".xlsx",FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,"code_archived[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,NA,NA,"UNCLEAR","No code repository or code-availability claim appears anywhere in the paper text (a mite-predation behavioural ecology study, only the Mendeley Data citation for data was found). Cannot confirm from available evidence what Cooper's Yes for code_archived is based on.",NA,NA,NA,NA,TRUE
"10_1111_1365_2656_12794","10_1111_1365_2656_12794","Yes","Dryad","Yes","Yes","Yes",".xls(x)","No","Yes","No",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,"data_availability[cooper=Yes,mc=No]","UNCLEAR","No data-availability statement of any kind was found even after a broad full-text search of this paper (a PMC-hosted manuscript; only biology-related uses of the word ""availability"", e.g. food/caterpillar availability, and an ""Author manuscript; available in PMC"" disclaimer were found); repo_check independently found no repository (repo_n=0). Cannot confirm the basis for Cooper's Yes -- possibly a genuine extraction gap for this PMC-formatted paper.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"10_1111_1365_2656_14227","10_1111_1365_2656_14227","Yes","Other repo/database","Yes","Yes","Yes, but not all data",".csv/.tsv;.inp","Yes","Yes","Yes","Yes","R","Yes",FALSE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"data_availability[cooper=Yes,mc=No];code_archived[cooper=Yes,mc=No];any_readme[cooper=Yes,mc=No]","COOPER_RIGHT","Paper text cites two institutional repositories: 'Guillemot demographic data...freely available from Heriot Watt research portal https://doi.org/10.17861/8fd6a194-d1a7-469c-8604-e45b0414f8f0' and 'Puffin and razorbill demographic data are available upon request...from the University of Gloucester online repository https://doi.org/10.46289/8FP68KK9.' Neither is a repo_check-recognized platform; repo_check found/listed nothing at all for this paper.",NA,NA,NA,NA,NA,NA,"COOPER_RIGHT","No separate code-hosting platform appears in the matched text; the two institutional data repositories named are not repo_check-recognized, so repo_check could not have checked either for code.",NA,NA,"COOPER_RIGHT","Same root cause: neither the Heriot Watt research portal nor the University of Gloucester repository is a repo_check-recognized platform.",TRUE
"10_1111_1365_2656_12658","10_1111_1365_2656_12658",NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","Yes","MATLAB","Yes",TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE,NA,NA,TRUE,TRUE,TRUE,"code_archived[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,NA,NA,"COOPER_RIGHT","Paper's own text explicitly claims code availability at the cited repository: ""Full model code is available from Dryad (Shaw, Kokko, & Neubert, 2016)."" -- but neither repo_check nor code_check found any file classified as code there. Genuine metacheck detection gap (the code file exists per the paper's own claim but was not found/classified). COOPER_RIGHT.",NA,NA,NA,NA,TRUE
"10_1002_2688_8319_12006","10_1002_2688_8319_12006","Yes","Dryad","Yes","No","Yes",".txt;.xls(x)","Yes","Yes","No",NA,NA,NA,TRUE,"Dryad","doi:10.5061/dryad.8sf7m0cjc",TRUE,TRUE,".xlsx",FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"data_license[cooper=No,mc=Yes];any_readme[cooper=Yes,mc=No]",NA,NA,NA,NA,"METACHECK_RIGHT","Dryad dataset doi:10.5061/dryad.8sf7m0cjc carries a CC0-1.0 license, retrieved from Dryad's own dataset API (https://datadryad.org/api/v2/datasets/doi%3A10.5061%2Fdryad.8sf7m0cjc). License: CC0 1.0 Universal (https://spdx.org/licenses/CC0-1.0.html).",NA,NA,NA,NA,NA,NA,"DIFFERENT_DEFINITION","Cooper's Yes for this paper's README likely reflects Dryad's dataset abstract (the ONLY free-text field Dryad's API exposes) -- confirmed on 9 real Dryad datasets from this same miss set that this field is consistently the paper's own scientific abstract (numbered background/methods/results prose), never file-level documentation. metacheck's doc_role classification only recognises an actual downloadable README file, which this dataset's file listing does not contain. Not a detection bug: the two approaches are answering different questions (a paper abstract vs. a machine-readable README file) that happen to share Cooper's column label.",TRUE
"10_1111_1365_2664_12952","10_1111_1365_2664_12952",NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","Yes","R","Yes",FALSE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"code_archived[cooper=Yes,mc=No];any_readme[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,NA,NA,"COOPER_RIGHT","UNSUPPORTED REPO | Paper text: ""Code used for this project is available at the USGS BitBucket Page https://doi.org/10.5066/f7416v7z (Erickson et al., 2017)."" This USGS Code Release platform is not recognized by repo_check; repo_check has zero rows for this paper.",NA,NA,"COOPER_RIGHT","Same repo-detection miss as code_archived: the USGS Code Release repository was never fetched by repo_check, so mc_any_readme's FALSE reflects zero files examined, not evidence of no README.",TRUE
"10_1111_1365_2664_14031","10_1111_1365_2664_14031","Yes","Other repo/database","Yes","No","Yes",".cpg;.dbf;.prj;.sbn;.sbx;.shp;.shx","No","Yes","No",NA,NA,NA,TRUE,"OSF",NA,FALSE,TRUE,".csv",FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,"data_archive[cooper=Other repo/database,mc=OSF]",NA,NA,"METACHECK_RIGHT","repo_url is doi.org/10.17605/OSF.IO/8A27Q -- an OSF DOI, not ""Other repo/database"".",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"10_1111_2041_210x_14115","10_1111_2041_210x_14115","Yes","Figshare;Supplementary materials","No","No","Yes",".xls(x);.avi","Quasi-README","Yes","Yes","Yes","Python","Yes",TRUE,"GitHub, GitLab, Codeberg or similar platform",NA,TRUE,TRUE,".csv",TRUE,NA,TRUE,TRUE,"Python",TRUE,TRUE,TRUE,"data_license[cooper=No,mc=Yes];data_archive[cooper=Figshare;Supplementary materials,mc=GitHub, GitLab, Codeberg or similar platform]",NA,NA,"COOPER_RIGHT","Paper text (checked live 2026-09-02) confirms BOTH a GitHub repository (github.com/VioletteChiara/AnimalTA, matching metacheck's ""GitHub..."" answer) AND multiple Figshare DOIs for videos/tables/ground-truth data (10.6084/m9.figshare.21977324.v2, .21977267.v2, .21977294.v2, .21977351.v2, plus a Figshare ""project"" page). Cooper's ""Figshare;Supplementary materials"" captures the data-holding repository; metacheck's ""GitHub..."" only captures the code repository and MISSED the Figshare data deposits entirely -- a real repo_check detection gap for this paper's Figshare links (the paper cites figshare.com/projects/... and multiple doi.org/10.6084/m9.figshare... URLs, some split across a PDF-extraction line break with ""github.com/Viole tteCh iara/AnimalTA"" running directly into the following figshare citation with no space).","METACHECK_RIGHT","GitHub repository VioletteChiara/AnimalTA carries an MIT license, confirmed live via GitHub's own repository API.",NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"10_1111_1365_2656_12831","10_1111_1365_2656_12831","Yes","Dryad","Yes","Yes","Yes",".csv/.tsv","Yes","Yes","No",NA,NA,NA,TRUE,"Dryad;GitHub, GitLab, Codeberg or similar platform","doi:10.5061/dryad.r3d70m9",TRUE,TRUE,".csv;.rdata",TRUE,NA,TRUE,TRUE,"MATLAB;R",TRUE,TRUE,TRUE,"code_archived[cooper=No,mc=Yes]",NA,NA,NA,NA,NA,NA,NA,NA,"METACHECK_RIGHT","code_check found 29 real code file(s) (MATLAB, R) at https://github.com/sjbeckett/weighted-modularity-LPAwbPLUS, e.g. BINARY_MODULARITY_ANALYSIS.m, DIRT_LPA_wb_plus.m, LPA_b_plus.m, LPA_wb_plus.m, MODULARPLOT.m, .... Not a borderline case -- a large, unambiguous set of named analysis scripts, not a single file or an edge-case classification. METACHECK_RIGHT; Cooper's ""No"" appears to be a coding miss.",NA,NA,NA,NA,TRUE
"10_1111_1365_2435_13320","10_1111_1365_2435_13320","Yes","Dryad","Unsure","No",NA,NA,NA,"Yes","No",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,FALSE,"data_availability[cooper=Yes,mc=No]","COOPER_RIGHT","Paper states ""The data are deposited in the Dryad Digital Repository http://doi.org/10.5061/dryad.c60467b""; explicit data-availability claim with DOI, contradicting mc's FALSE.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"10_1111_1365_2656_13469","10_1111_1365_2656_13469","Yes","Dryad","Yes","Yes","Yes",".csv/.tsv","Yes","Yes","Yes",NA,"R","Yes",TRUE,"Dryad","doi:10.5061/dryad.bnzs7h49x",TRUE,TRUE,".csv",TRUE,NA,FALSE,NA,NA,TRUE,TRUE,TRUE,"code_archived[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,NA,NA,"COOPER_RIGHT","Automated keyword search of the paper's full text found no sentence combining a repository/availability cue with a code-specific term (code, script, R code, MATLAB, Python, source code) -- consistent with the paper only claiming DATA availability, not code, at the cited repository, and with repo_check/code_check finding no code file there either. Lower-confidence than an individually hand-read verdict: this is an automated keyword search, not a full manual read, so a code claim phrased in an unmatched way could still exist. COOPER_RIGHT.",NA,NA,NA,NA,TRUE
"10_1111_1365_2745_13525","10_1111_1365_2745_13525","Yes","Other repo/database","No","Unsure","Yes",".csv/.tsv;.xls(x)","Yes","Yes","No",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"data_availability[cooper=Yes,mc=No];any_readme[cooper=Yes,mc=No]","COOPER_RIGHT","UNSUPPORTED REPO | Paper states ""Archived data available through the Institutional Repository at University of Florida found at the following permanent link: https://ufdc.ufl.edu/IR00011264/00001""; repo_check's summary_table shows repo_n=0 -- this institutional repository was never detected.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COOPER_RIGHT","The University of Florida Institutional Repository deposit was never detected by repo_check (repo_n=0), so metacheck never checked it for a readme.",TRUE
"10_1111_1365_2745_13737","10_1111_1365_2745_13737","Yes","Dryad","Yes","Yes","Yes",".xls(x)","Yes","Yes","Yes",NA,"Python","Yes",TRUE,"Dryad","doi:10.5061/dryad.z34tmpgdx",TRUE,TRUE,".xlsx",TRUE,NA,FALSE,NA,NA,TRUE,TRUE,TRUE,"code_archived[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,NA,NA,"COOPER_RIGHT","Automated keyword search of the paper's full text found no sentence combining a repository/availability cue with a code-specific term (code, script, R code, MATLAB, Python, source code) -- consistent with the paper only claiming DATA availability, not code, at the cited repository, and with repo_check/code_check finding no code file there either. Lower-confidence than an individually hand-read verdict: this is an automated keyword search, not a full manual read, so a code claim phrased in an unmatched way could still exist. COOPER_RIGHT.",NA,NA,NA,NA,TRUE
"10_1002_2688_8319_12083","10_1002_2688_8319_12083","Yes","Dryad","Yes","Yes","Yes",".csv/.tsv","Yes","No",NA,NA,NA,NA,TRUE,"Dryad","doi:10.5061/dryad.0p2ngf21h",TRUE,TRUE,".csv",FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"any_readme[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DIFFERENT_DEFINITION","Cooper's Yes for this paper's README likely reflects Dryad's dataset abstract (the ONLY free-text field Dryad's API exposes) -- confirmed on 9 real Dryad datasets from this same miss set that this field is consistently the paper's own scientific abstract (numbered background/methods/results prose), never file-level documentation. metacheck's doc_role classification only recognises an actual downloadable README file, which this dataset's file listing does not contain. Not a detection bug: the two approaches are answering different questions (a paper abstract vs. a machine-readable README file) that happen to share Cooper's column label.",TRUE
"10_1111_1365_2664_13733","10_1111_1365_2664_13733","Yes","Dryad","Yes","Yes","Yes",".xls(x)","Yes","Yes","Yes","Yes","R","Yes",TRUE,"Dryad","doi:10.5061/dryad.5x69p8d17",TRUE,TRUE,".xlsx",FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"code_archived[cooper=Yes,mc=No];any_readme[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,NA,NA,"COOPER_RIGHT","Paper's own text explicitly claims code availability at the cited repository: ""R Scripts available via the Dryad Digital Repository https://doi.org/10.5061/dryad.37pvmcvh6  (Feld, Saeedghalati, &   Hering, 2020b)."" -- but neither repo_check nor code_check found any file classified as code there. Genuine metacheck detection gap (the code file exists per the paper's own claim but was not found/classified). COOPER_RIGHT.",NA,NA,"DIFFERENT_DEFINITION","Cooper's Yes for this paper's README likely reflects Dryad's dataset abstract (the ONLY free-text field Dryad's API exposes) -- confirmed on 9 real Dryad datasets from this same miss set that this field is consistently the paper's own scientific abstract (numbered background/methods/results prose), never file-level documentation. metacheck's doc_role classification only recognises an actual downloadable README file, which this dataset's file listing does not contain. Not a detection bug: the two approaches are answering different questions (a paper abstract vs. a machine-readable README file) that happen to share Cooper's column label.",TRUE
"10_1111_1365_2664_13415","10_1111_1365_2664_13415","Yes","Dryad","Yes",NA,"Yes",".doc(x);.txt;.xls(x);.m","Yes","Yes","Yes","Yes","MATLAB",NA,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE,NA,NA,TRUE,TRUE,TRUE,"code_archived[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,NA,NA,"COOPER_RIGHT","Automated keyword search of the paper's full text found no sentence combining a repository/availability cue with a code-specific term (code, script, R code, MATLAB, Python, source code) -- consistent with the paper only claiming DATA availability, not code, at the cited repository, and with repo_check/code_check finding no code file there either. Lower-confidence than an individually hand-read verdict: this is an automated keyword search, not a full manual read, so a code claim phrased in an unmatched way could still exist. COOPER_RIGHT.",NA,NA,NA,NA,TRUE
"10_1111_1365_2745_13324","10_1111_1365_2745_13324","Yes","Other repo/database","Yes","Yes","Yes",".csv/.tsv","Yes","Yes","No",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"data_availability[cooper=Yes,mc=No];any_readme[cooper=Yes,mc=No]","COOPER_RIGHT","Paper text: 'Data used in this publication are available in the appendices and archived at the USU Digital Commons: https://doi.org/10.26078/99w7-eb58.' Not a repo_check-recognized platform; repo_check found/listed nothing at all for this paper.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COOPER_RIGHT","Same root cause: USU Digital Commons is not a repo_check-recognized platform.",TRUE
"10_1111_1365_2745_13961","10_1111_1365_2745_13961","Yes","Figshare","Yes",NA,"Yes",".xls(x)","No","Yes","No",NA,NA,NA,TRUE,"Figshare;GitHub, GitLab, Codeberg or similar platform","10.6084/m9.figshare.19771234.v1",TRUE,TRUE,".csv;.xlsx",TRUE,NA,TRUE,TRUE,"Python",TRUE,FALSE,TRUE,"code_archived[cooper=No,mc=Yes];any_readme[cooper=No,mc=Yes]",NA,NA,NA,NA,NA,NA,NA,NA,"METACHECK_RIGHT","code_check found 10 real code file(s) (Python) at https://github.com/pmonnahan/ScanTools/, e.g. FSC2_submit.py, FSC2input.py, MissingData.py, ScanTools.py, bpm.py, .... Not a borderline case -- a large, unambiguous set of named analysis scripts, not a single file or an edge-case classification. METACHECK_RIGHT; Cooper's ""No"" appears to be a coding miss.",NA,NA,"METACHECK_RIGHT","GitHub repository pmonnahan/ScanTools plus a Figshare dataset (10.6084/m9.figshare.19771234). repo_check's file listing shows both a README.md (GitHub) and a README.txt (Figshare) -- two independently real READMEs, one per repository. Cooper coded data_README=No (code_README not applicable since Cooper's code_archived=No, though metacheck's code_archived=TRUE disagrees separately). Given a real README exists on the Figshare (data) side specifically, Cooper's data_README=No looks like a miss regardless of the separate code_archived disagreement.",TRUE
"10_1111_1365_2664_13862","10_1111_1365_2664_13862","Yes","Dryad","Yes","Yes","Yes",".csv/.tsv","Yes","Yes","No",NA,NA,NA,TRUE,"Dryad","doi:10.5061/dryad.3n5tb2rgp",TRUE,TRUE,".csv",FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"any_readme[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DIFFERENT_DEFINITION","Cooper's Yes for this paper's README likely reflects Dryad's dataset abstract (the ONLY free-text field Dryad's API exposes) -- confirmed on 9 real Dryad datasets from this same miss set that this field is consistently the paper's own scientific abstract (numbered background/methods/results prose), never file-level documentation. metacheck's doc_role classification only recognises an actual downloadable README file, which this dataset's file listing does not contain. Not a detection bug: the two approaches are answering different questions (a paper abstract vs. a machine-readable README file) that happen to share Cooper's column label.",TRUE
"10_1111_1365_2656_13272","10_1111_1365_2656_13272","Yes","Other repo/database","Yes","No","Yes",".csv/.tsv","Yes","Yes","No",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"data_availability[cooper=Yes,mc=No];any_readme[cooper=Yes,mc=No]","COOPER_RIGHT","Paper text: 'The datasets generated and analysed during this study available at https://doi.org/10.18122/bio_data/3/boisestate.' Not a repo_check-recognized platform; repo_check found/listed nothing at all for this paper.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COOPER_RIGHT","Same root cause: Boise State ScholarWorks is not a repo_check-recognized platform.",TRUE
"10_1111_1365_2656_13643","10_1111_1365_2656_13643","Yes","Other repo/database","Yes","Unsure","Yes",".csv/.tsv;.xls(x)","Yes","Yes","No",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"data_availability[cooper=Yes,mc=No];any_readme[cooper=Yes,mc=No]","COOPER_RIGHT","UNSUPPORTED REPO | Paper text: ""Data available from UQ eSpace https://doi.org/10.48610/088a9c5 (Winters et al., 2021)"" (University of Queensland's institutional repository). This provider is not among metacheck's supported repo_check providers, so repo_check never attempted this URL at all, leaving repo_check$table empty and producing mc_data_availability=FALSE.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COOPER_RIGHT","Same unsupported-provider gap: UQ eSpace is not repo_check-supported, so no file listing or doc_role signal was ever generated for this paper.",TRUE
"10_1111_1365_2664_14821","10_1111_1365_2664_14821","Yes","Other repo/database","Yes",NA,NA,".csv/.tsv;.doc(x)","Yes","Yes","No",NA,NA,NA,TRUE,"Other repo/database","10.4121/ce413614-1c82-4e81-90c0-323aa7d2fabd.v1",TRUE,TRUE,"._.ds_store;._accelerometer;._dislodgement test;._field monitoring;._flume study;._long exposure experiment;._pressure sensor;.csv;.docx;.ds_store;.png",FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"any_readme[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COOPER_RIGHT","Same 4TU fetch failure (10.4121/ce413614-1c82-4e81-90c0-323aa7d2fabd, ""arguments imply differing number of rows: 1, 0"", logged in gated_repos) explains the missing README signal -- repo_check never listed any files for this paper_id to check doc_role on.",TRUE
"10_1111_1365_2656_13708","10_1111_1365_2656_13708","Yes","Dryad","Yes","Yes","Yes",".csv/.tsv;.txt","Yes","Yes","Yes","Yes","R","Yes",TRUE,"Dryad","doi:10.5061/dryad.547d7wmb5",TRUE,NA,".zip",TRUE,NA,FALSE,NA,NA,TRUE,TRUE,TRUE,"code_archived[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,NA,NA,"COOPER_RIGHT","Data Availability Statement explicitly says ""The data and the R code used to produce the results of this study are available from the Dryad Digital Repository"", code is bundled in the same Dryad repo as data, metacheck likely missed it since it is not a separate code-specific URL",NA,NA,NA,NA,TRUE
