nr;TOMST_Merge_ID;ID;WB_no;Frozen_Fresh;X;Y;Weight_kg;Weight1_kg;Elevation;Exposure_Year;Sampling_day_DOY;Decomposition_Stage;Day_since_Exposure;Traptype;Maggots_vol;Oiceptomathoracicum;Necrodeslittoralis;Thanatophilussinuatus;Thanatophilusrugosus;Nicrophorusvespilloides;Nicrophorushumator;Nicrophorusinvestigator;Nicrophorusinterruptus;Nicrophorusvespillo;Nicrophorussepultor;Speciesnumber;Abundanceofindividuals;Habitat;Temp_mean_48
661;WB48_T16;WB_48_T16;WB48;frozen;821440;5429343;38,1;;850,49;2021;141;2;16;Pitfall;0;3;0;0;0;0;0;0;0;0;0;1;3;closed_dry;6,0425
660;WB48_T13;WB_48_T13;WB48;frozen;821440;5429343;38,1;;850,49;2021;138;2;13;Pitfall;0;3;0;0;0;0;0;0;0;0;0;1;3;closed_dry;6,378
659;WB48_T9;WB_48_T9;WB48;frozen;821440;5429343;38,1;;850,49;2021;134;2;9;Pitfall;0;1;0;0;0;0;0;0;0;0;0;1;1;closed_dry;7,576
658;WB48_T6;WB_48_T6;WB48;frozen;821440;5429343;38,1;38,1;850,49;2021;131;2;6;Pitfall;0;5;0;0;0;4;4;0;0;0;0;3;13;closed_dry;15,55166667
662;WB48_T23;WB_48_T23;WB48;frozen;821440;5429343;38,1;;850,49;2021;148;3;23;Pitfall;15;0;0;0;0;0;0;0;0;0;0;0;0;closed_dry;7,36
664;WB48_T37;WB_48_T37;WB48;frozen;821440;5429343;38,1;;850,49;2021;162;4;37;Pitfall;5;4;0;0;0;1;0;0;0;0;0;2;5;closed_dry;13,595
663;WB48_T30;WB_48_T30;WB48;frozen;821440;5429343;38,1;;850,49;2021;155;4;30;Pitfall;10;33;0;3;1;0;0;0;0;0;0;3;37;closed_dry;13,52461538
667;WB48_T58;WB_48_T58;WB48;frozen;821440;5429343;38,1;;850,49;2021;183;5;58;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_dry;11,28
666;WB48_T51;WB_48_T51;WB48;frozen;821440;5429343;38,1;;850,49;2021;176;5;51;Pitfall;0;1;0;0;0;0;0;0;0;0;0;1;1;closed_dry;16,56714286
665;WB48_T44;WB_48_T44;WB48;frozen;821440;5429343;38,1;;850,49;2021;169;5;44;Pitfall;0;1;0;0;0;0;0;0;0;0;0;1;1;closed_dry;19,80571429
668;WB49_T2;WB_49_T2;WB49;frozen;833388;5427085;62;62;964,02;2021;147;1;2;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_dry;5,86
670;WB49_T6;WB_49_T6;WB49;frozen;833388;5427085;62;;964,02;2021;151;2;6;Pitfall;0;0;0;1;0;0;0;0;0;0;0;1;1;open_dry;8,35
669;WB49_T4;WB_49_T4;WB49;frozen;833388;5427085;62;;964,02;2021;149;2;4;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_dry;8,02
673;WB49_T16;WB_49_T16;WB49;frozen;833388;5427085;62;;964,02;2021;161;2;16;Pitfall;0;23;12;80;5;1;0;0;0;0;0;5;121;open_dry;13,82
672;WB49_T13;WB_49_T13;WB49;frozen;833388;5427085;62;;964,02;2021;158;2;13;Pitfall;0;89;62;213;18;1;0;0;0;1;0;6;384;open_dry;14,81
671;WB49_T9;WB_49_T9;WB49;frozen;833388;5427085;62;;964,02;2021;154;2;9;Pitfall;0;35;69;244;10;3;1;0;0;0;0;6;362;open_dry;14,59
674;WB49_T23;WB_49_T23;WB49;frozen;833388;5427085;62;;964,02;2021;168;4;23;Pitfall;20;8;2;24;3;0;0;0;0;0;0;4;37;open_dry;18,91
676;WB49_T58;WB_49_T58;WB49;frozen;833388;5427085;62;;964,02;2021;203;5;58;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_dry;13,96
675;WB49_T30;WB_49_T30;WB49;frozen;833388;5427085;62;;964,02;2021;175;5;30;Pitfall;0;0;0;1;2;1;0;0;0;0;0;3;4;open_dry;17,76
677;WB50_T2;WB_50_T2;WB50;frozen;833293;5427507;58;58;923,94;2021;147;1;2;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_dry;5,37
680;WB50_T9;WB_50_T9;WB50;frozen;833293;5427507;58;;923,94;2021;154;2;9;Pitfall;0;1;0;0;0;1;0;0;0;0;0;2;2;closed_dry;13,8
679;WB50_T6;WB_50_T6;WB50;frozen;833293;5427507;58;;923,94;2021;151;2;6;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_dry;7,44
678;WB50_T4;WB_50_T4;WB50;frozen;833293;5427507;58;;923,94;2021;149;2;4;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_dry;6,85
681;WB50_T13;WB_50_T13;WB50;frozen;833293;5427507;58;;923,94;2021;158;3;13;Pitfall;0;1;0;0;0;0;0;0;0;0;0;1;1;closed_dry;13,77
682;WB50_T16;WB_50_T16;WB50;frozen;833293;5427507;58;;923,94;2021;161;4;16;Pitfall;20;35;4;0;3;3;0;0;0;0;0;4;45;closed_dry;14,51
685;WB50_T58;WB_50_T58;WB50;frozen;833293;5427507;58;;923,94;2021;203;5;58;Pitfall;0;1;0;0;0;0;0;0;0;0;0;1;1;closed_dry;13,78
684;WB50_T30;WB_50_T30;WB50;frozen;833293;5427507;58;;923,94;2021;175;5;30;Pitfall;0;2;0;0;0;0;0;0;0;0;0;1;2;closed_dry;15,64
683;WB50_T23;WB_50_T23;WB50;frozen;833293;5427507;58;;923,94;2021;168;5;23;Pitfall;40;30;36;2;2;1;0;0;0;0;0;5;71;closed_dry;18,69
686;WB51_T2;WB_51_T2;WB51;frozen;832824;5428740;45,7;45,7;949,72;2021;147;1;2;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;5,01
688;WB51_T6;WB_51_T6;WB51;frozen;832824;5428740;45,7;;949,72;2021;151;2;6;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;6,83
687;WB51_T4;WB_51_T4;WB51;frozen;832824;5428740;45,7;;949,72;2021;149;2;4;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;6,35
690;WB51_T13;WB_51_T13;WB51;frozen;832824;5428740;45,7;;949,72;2021;158;2;13;Pitfall;0;25;0;0;0;4;1;0;0;0;0;3;30;closed_wet;13,12
689;WB51_T9;WB_51_T9;WB51;frozen;832824;5428740;45,7;;949,72;2021;154;2;9;Pitfall;0;4;0;0;0;3;0;0;0;0;0;2;7;closed_wet;12,14
691;WB51_T16;WB_51_T16;WB51;frozen;832824;5428740;45,7;;949,72;2021;161;3;16;Pitfall;0;5;0;0;0;0;0;0;0;0;0;1;5;closed_wet;13,58
695;WB52_T2;WB_52_T2;WB52;fresh;834303;5425993;56;56;797,51;2021;147;1;2;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_wet;5,95
697;WB52_T6;WB_52_T6;WB52;fresh;834303;5425993;56;;797,51;2021;151;2;6;Pitfall;0;1;0;9;0;0;0;0;0;0;0;2;10;open_wet;7,86
696;WB52_T4;WB_52_T4;WB52;fresh;834303;5425993;56;;797,51;2021;149;2;4;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_wet;8,31
699;WB52_T13;WB_52_T13;WB52;fresh;834303;5425993;56;;797,51;2021;158;2;13;Pitfall;5;7;16;42;3;1;1;0;0;0;0;6;70;open_wet;15,19
698;WB52_T9;WB_52_T9;WB52;fresh;834303;5425993;56;;797,51;2021;154;2;9;Pitfall;0;0;2;145;7;0;0;0;0;0;0;3;154;open_wet;12,67
700;WB52_T16;WB_52_T16;WB52;fresh;834303;5425993;56;;797,51;2021;161;3;16;Pitfall;5;0;67;70;4;0;0;0;0;0;0;3;141;open_wet;12,25
701;WB52_T23;WB_52_T23;WB52;fresh;834303;5425993;56;;797,51;2021;168;4;23;Pitfall;25;1;37;15;8;0;0;0;0;0;0;4;61;open_wet;16,88
703;WB52_T58;WB_52_T58;WB52;fresh;834303;5425993;56;;797,51;2021;203;5;58;Pitfall;0;0;1;4;1;0;0;0;0;0;0;3;6;open_wet;12,38
702;WB52_T30;WB_52_T30;WB52;fresh;834303;5425993;56;;797,51;2021;175;5;30;Pitfall;0;0;0;5;1;0;0;0;0;0;0;2;6;open_wet;19,1
704;WB53_T2;WB_53_T2;WB53;frozen;821942;5427980;44;44;748,85;2021;169;2;2;Pitfall;0;0;0;6;0;0;0;0;0;0;0;1;6;open_wet;20,6
705;WB53_T4;WB_53_T4;WB53;frozen;821942;5427980;44;;748,85;2021;171;2;4;Pitfall;0;79;91;165;8;5;1;0;0;0;0;6;349;open_wet;20,95
706;WB53_T6;WB_53_T6;WB53;frozen;821942;5427980;44;;748,85;2021;173;3;6;Pitfall;15;92;161;231;16;7;1;0;0;0;0;6;508;open_wet;22,77
708;WB53_T13;WB_53_T13;WB53;frozen;821942;5427980;44;;748,85;2021;180;4;13;Pitfall;0;0;0;3;1;0;0;0;0;0;0;2;4;open_wet;19,79
707;WB53_T9;WB_53_T9;WB53;frozen;821942;5427980;44;;748,85;2021;176;4;9;Pitfall;10;16;4;22;4;1;0;0;0;0;0;5;47;open_wet;19,25
712;WB53_T58;WB_53_T58;WB53;frozen;821942;5427980;44;;748,85;2021;225;5;58;Pitfall;0;0;1;0;0;0;0;0;0;0;0;1;1;open_wet;18,19
711;WB53_T30;WB_53_T30;WB53;frozen;821942;5427980;44;;748,85;2021;197;5;30;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_wet;16,93
710;WB53_T23;WB_53_T23;WB53;frozen;821942;5427980;44;;748,85;2021;190;5;23;Pitfall;0;0;0;1;0;0;0;0;0;0;0;1;1;open_wet;18,43
709;WB53_T16;WB_53_T16;WB53;frozen;821942;5427980;44;;748,85;2021;183;5;16;Pitfall;0;0;1;0;0;0;0;0;0;0;0;1;1;open_wet;12,38
714;WB54_T4;WB_54_T4;WB54;frozen;822625;5429931;55,5;;816,18;2021;171;2;4;Pitfall;0;8;14;18;7;2;0;0;0;0;0;5;49;open_dry;20,19
713;WB54_T2;WB_54_T2;WB54;frozen;822625;5429931;55,5;55,5;816,18;2021;169;2;2;Pitfall;0;0;0;2;0;0;0;0;0;0;0;1;2;open_dry;20,14
715;WB54_T6;WB_54_T6;WB54;frozen;822625;5429931;55,5;;816,18;2021;173;3;6;Pitfall;10;16;29;78;17;0;0;0;0;0;0;4;140;open_dry;21,47
718;WB54_T16;WB_54_T16;WB54;frozen;822625;5429931;55,5;;816,18;2021;183;4;16;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_dry;11,8
717;WB54_T13;WB_54_T13;WB54;frozen;822625;5429931;55,5;;816,18;2021;180;4;13;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_dry;19,31
716;WB54_T9;WB_54_T9;WB54;frozen;822625;5429931;55,5;;816,18;2021;176;4;9;Pitfall;250;1;6;31;11;0;0;0;0;0;0;4;49;open_dry;17,34
721;WB54_T58;WB_54_T58;WB54;frozen;822625;5429931;55,5;;816,18;2021;225;5;58;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_dry;16,68
720;WB54_T30;WB_54_T30;WB54;frozen;822625;5429931;55,5;;816,18;2021;197;5;30;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_dry;16,04
719;WB54_T23;WB_54_T23;WB54;frozen;822625;5429931;55,5;;816,18;2021;190;5;23;Pitfall;0;0;2;1;0;0;0;0;0;0;0;2;3;open_dry;17,73
724;WB55_T6;WB_55_T6;WB55;fresh;822265;5430355;93;;800,07;2021;173;2;6;Pitfall;0;29;21;4;2;6;0;0;0;0;0;5;62;closed_wet;18,8
723;WB55_T4;WB_55_T4;WB55;fresh;822265;5430355;93;;800,07;2021;171;2;4;Pitfall;0;15;1;0;0;3;0;0;0;0;0;3;19;closed_wet;17,44
722;WB55_T2;WB_55_T2;WB55;fresh;822265;5430355;93;93;800,07;2021;169;2;2;Pitfall;0;1;0;0;0;0;0;0;0;0;0;1;1;closed_wet;17,26
727;WB55_T16;WB_55_T16;WB55;fresh;822265;5430355;93;;800,07;2021;183;3;16;Pitfall;5;2;3;2;2;0;0;0;0;0;0;4;9;closed_wet;10,97
726;WB55_T13;WB_55_T13;WB55;fresh;822265;5430355;93;;800,07;2021;180;3;13;Pitfall;5;9;17;1;2;2;0;0;0;0;0;5;31;closed_wet;17
725;WB55_T9;WB_55_T9;WB55;fresh;822265;5430355;93;;800,07;2021;176;3;9;Pitfall;10;46;30;1;0;3;0;0;0;0;0;4;80;closed_wet;15,29
729;WB55_T30;WB_55_T30;WB55;fresh;822265;5430355;93;;800,07;2021;197;4;30;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;13,71
728;WB55_T23;WB_55_T23;WB55;fresh;822265;5430355;93;;800,07;2021;190;4;23;Pitfall;0;0;6;0;0;1;0;0;0;0;0;2;7;closed_wet;15,86
730;WB55_T58;WB_55_T58;WB55;fresh;822265;5430355;93;;800,07;2021;225;5;58;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;15,45
732;WB56_T4;WB_56_T4;WB56;frozen;821647;5430724;50;;861,18;2021;171;2;4;Pitfall;0;10;0;0;0;0;0;0;0;0;0;1;10;closed_dry;20,38
731;WB56_T2;WB_56_T2;WB56;frozen;821647;5430724;50;50;861,18;2021;169;2;2;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_dry;20,14
733;WB56_T6;WB_56_T6;WB56;frozen;821647;5430724;50;;861,18;2021;173;2;6;Pitfall;0;8;1;1;0;0;1;0;0;0;0;4;11;closed_dry;19,99
735;WB56_T13;WB_56_T13;WB56;frozen;821647;5430724;50;;861,18;2021;180;3;13;Pitfall;15;14;5;0;0;0;0;0;0;0;0;2;19;closed_dry;17,84
734;WB56_T9;WB_56_T9;WB56;frozen;821647;5430724;50;;861,18;2021;176;3;9;Pitfall;30;17;32;1;0;3;3;0;0;0;0;5;56;closed_dry;15,23
738;WB56_T30;WB_56_T30;WB56;frozen;821647;5430724;50;;861,18;2021;197;4;30;Pitfall;5;0;0;0;0;0;0;0;0;0;0;0;0;closed_dry;13,66
737;WB56_T23;WB_56_T23;WB56;frozen;821647;5430724;50;;861,18;2021;190;4;23;Pitfall;5;0;3;0;0;0;0;0;0;0;0;1;3;closed_dry;15,75
736;WB56_T16;WB_56_T16;WB56;frozen;821647;5430724;50;;861,18;2021;183;4;16;Pitfall;40;4;1;0;0;0;1;0;0;0;0;3;6;closed_dry;10,57
739;WB56_T58;WB_56_T58;WB56;frozen;821647;5430724;50;;861,18;2021;225;5;58;Pitfall;0;1;0;0;0;1;0;0;0;0;0;2;2;closed_dry;17,07
740;WB57_T2;WB_57_T2;WB57;fresh;832551;5430278;91,5;91,5;960,97;2021;189;1;2;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;17,6175
742;WB57_T6;WB_57_T6;WB57;fresh;832551;5430278;91,5;;960,97;2021;193;2;6;Pitfall;5;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;13,6375
741;WB57_T4;WB_57_T4;WB57;fresh;832551;5430278;91,5;;960,97;2021;191;2;4;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;13,5075
745;WB57_T16;WB_57_T16;WB57;fresh;832551;5430278;91,5;;960,97;2021;203;2;16;Pitfall;5;0;4;0;0;0;0;0;0;0;0;1;4;closed_wet;13,41333333
744;WB57_T13;WB_57_T13;WB57;fresh;832551;5430278;91,5;;960,97;2021;200;2;13;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;16,0675
743;WB57_T9;WB_57_T9;WB57;fresh;832551;5430278;91,5;;960,97;2021;196;2;9;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;15,23
746;WB57_T23;WB_57_T23;WB57;fresh;832551;5430278;91,5;;960,97;2021;210;3;23;Pitfall;50;0;10;0;0;0;0;0;0;0;0;1;10;closed_wet;16,1075
747;WB57_T30;WB_57_T30;WB57;fresh;832551;5430278;91,5;;960,97;2021;217;4;30;Pitfall;5;0;2;0;0;0;0;0;0;0;0;1;2;closed_wet;12,79
748;WB57_T58;WB_57_T58;WB57;fresh;832551;5430278;91,5;;960,97;2021;245;5;58;Pitfall;5;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;10,24
750;WB58_T4;WB_58_T4;WB58;frozen;832521;5431110;40,2;;927,03;2021;191;1;4;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_dry;13,42
749;WB58_T2;WB_58_T2;WB58;frozen;832521;5431110;40,2;40,2;927,03;2021;189;1;2;Pitfall;0;0;0;0;0;1;0;0;0;0;0;1;1;closed_dry;16,68
751;WB58_T6;WB_58_T6;WB58;frozen;832521;5431110;40,2;;927,03;2021;193;2;6;Pitfall;0;0;0;0;0;1;0;0;0;0;0;1;1;closed_dry;13,16
752;WB58_T9;WB_58_T9;WB58;frozen;832521;5431110;40,2;;927,03;2021;196;2;9;Pitfall;5;4;0;1;1;1;0;0;0;0;0;4;7;closed_dry;14,83
754;WB58_T16;WB_58_T16;WB58;frozen;832521;5431110;40,2;;927,03;2021;203;4;16;Pitfall;515;2;0;0;0;0;0;0;0;0;0;1;2;closed_dry;12,74
753;WB58_T13;WB_58_T13;WB58;frozen;832521;5431110;40,2;;927,03;2021;200;4;13;Pitfall;150;4;4;0;1;1;0;0;0;0;0;4;10;closed_dry;15,55
757;WB58_T58;WB_58_T58;WB58;frozen;832521;5431110;40,2;;927,03;2021;245;5;58;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_dry;10,24
756;WB58_T30;WB_58_T30;WB58;frozen;832521;5431110;40,2;;927,03;2021;217;5;30;Pitfall;5;0;0;0;0;0;0;0;0;0;0;0;0;closed_dry;12,17
755;WB58_T23;WB_58_T23;WB58;frozen;832521;5431110;40,2;;927,03;2021;210;5;23;Pitfall;5;0;0;0;0;0;0;0;0;0;0;0;0;closed_dry;15,63
758;WB59_T2;WB_59_T2;WB59;frozen;833628;5430939;35;35;928,62;2021;189;2;2;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_dry;17,6175
761;WB59_T9;WB_59_T9;WB59;frozen;833628;5430939;35;;928,62;2021;196;2;9;Pitfall;5;7;5;26;0;0;0;0;0;0;0;3;38;open_dry;15,23
760;WB59_T6;WB_59_T6;WB59;frozen;833628;5430939;35;;928,62;2021;193;2;6;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_dry;13,6375
759;WB59_T4;WB_59_T4;WB59;frozen;833628;5430939;35;;928,62;2021;191;2;4;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_dry;13,5075
763;WB59_T16;WB_59_T16;WB59;frozen;833628;5430939;35;;928,62;2021;203;4;16;Pitfall;300;8;2;24;4;0;0;0;0;0;0;4;38;open_dry;13,41333333
762;WB59_T13;WB_59_T13;WB59;frozen;833628;5430939;35;;928,62;2021;200;4;13;Pitfall;250;3;1;2;0;1;0;0;0;0;0;4;7;open_dry;16,0675
766;WB59_T58;WB_59_T58;WB59;frozen;833628;5430939;35;;928,62;2021;245;5;58;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_dry;10,24
765;WB59_T30;WB_59_T30;WB59;frozen;833628;5430939;35;;928,62;2021;217;5;30;Pitfall;0;0;1;0;0;0;0;0;0;0;0;1;1;open_dry;12,79
764;WB59_T23;WB_59_T23;WB59;frozen;833628;5430939;35;;928,62;2021;210;5;23;Pitfall;40;0;1;0;0;1;0;0;0;0;0;2;2;open_dry;16,1075
768;WB60_T4;WB_60_T4;WB60;frozen;833413;5430621;56;;873,02;2021;191;2;4;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_wet;13,81
767;WB60_T2;WB_60_T2;WB60;frozen;833413;5430621;56;56;873,02;2021;189;2;2;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_wet;19,35
770;WB60_T9;WB_60_T9;WB60;frozen;833413;5430621;56;;873,02;2021;196;2;9;Pitfall;5;6;2;12;2;3;0;0;0;0;0;5;25;open_wet;16,39
769;WB60_T6;WB_60_T6;WB60;frozen;833413;5430621;56;;873,02;2021;193;2;6;Pitfall;0;1;0;1;1;1;0;0;0;0;0;4;4;open_wet;13,75
771;WB60_T13;WB_60_T13;WB60;frozen;833413;5430621;56;;873,02;2021;200;3;13;Pitfall;10;2;17;31;2;2;0;0;0;1;0;6;55;open_wet;16,82
773;WB60_T23;WB_60_T23;WB60;frozen;833413;5430621;56;;873,02;2021;210;4;23;Pitfall;5;0;0;3;0;2;0;0;0;0;0;2;5;open_wet;16,88
772;WB60_T16;WB_60_T16;WB60;frozen;833413;5430621;56;;873,02;2021;203;4;16;Pitfall;300;4;36;16;0;1;0;0;0;0;0;4;57;open_wet;13,29
775;WB60_T58;WB_60_T58;WB60;frozen;833413;5430621;56;;873,02;2021;245;5;58;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_wet;10,24
774;WB60_T30;WB_60_T30;WB60;frozen;833413;5430621;56;;873,02;2021;217;5;30;Pitfall;0;0;0;2;0;2;0;0;0;0;0;2;4;open_wet;13,93
777;WB61_T4;WB_61_T4;WB61;frozen;818054;5431046;45;;768,97;2021;213;2;4;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;16,42
776;WB61_T2;WB_61_T2;WB61;frozen;818054;5431046;45;45;768,97;2021;211;2;2;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;15,31
778;WB61_T6;WB_61_T6;WB61;frozen;818054;5431046;45;;768,97;2021;215;3;6;Pitfall;15;0;0;0;0;2;0;1;0;0;0;2;3;closed_wet;12,38
782;WB61_T23;WB_61_T23;WB61;frozen;818054;5431046;45;;768,97;2021;232;4;23;Pitfall;5;0;1;0;0;0;0;0;0;0;0;1;1;closed_wet;12,39
781;WB61_T16;WB_61_T16;WB61;frozen;818054;5431046;45;;768,97;2021;225;4;16;Pitfall;5;0;14;0;0;6;0;0;0;0;0;2;20;closed_wet;16,54
780;WB61_T13;WB_61_T13;WB61;frozen;818054;5431046;45;;768,97;2021;222;4;13;Pitfall;10;0;13;0;0;1;0;0;0;0;0;2;14;closed_wet;13,81
779;WB61_T9;WB_61_T9;WB61;frozen;818054;5431046;45;;768,97;2021;218;4;9;Pitfall;200;1;32;5;0;4;0;0;0;0;0;4;42;closed_wet;12,78
784;WB61_T58;WB_61_T58;WB61;frozen;818054;5431046;45;;768,97;2021;267;5;58;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;9,35
783;WB61_T30;WB_61_T30;WB61;frozen;818054;5431046;45;;768,97;2021;239;5;30;Pitfall;5;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;10,86
785;WB62_T2;WB_62_T2;WB62;frozen;818086;5431695;54;54;798,89;2021;211;2;2;Pitfall;0;0;0;0;0;0;0;0;1;0;0;1;1;open_dry;16,3
786;WB62_T4;WB_62_T4;WB62;frozen;818086;5431695;54;;798,89;2021;213;2;4;Pitfall;0;0;1;1;0;2;0;0;0;0;0;3;4;open_dry;17,87
788;WB62_T9;WB_62_T9;WB62;frozen;818086;5431695;54;;798,89;2021;218;3;9;Pitfall;150;1;21;21;0;2;0;0;0;0;0;4;45;open_dry;13,51
787;WB62_T6;WB_62_T6;WB62;frozen;818086;5431695;54;;798,89;2021;215;3;6;Pitfall;15;0;28;5;0;0;0;0;0;0;0;2;33;open_dry;13,31
792;WB62_T30;WB_62_T30;WB62;frozen;818086;5431695;54;;798,89;2021;239;4;30;Pitfall;0;0;0;0;0;1;0;0;0;0;0;1;1;open_dry;11,44
791;WB62_T23;WB_62_T23;WB62;frozen;818086;5431695;54;;798,89;2021;232;4;23;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_dry;13,14
790;WB62_T16;WB_62_T16;WB62;frozen;818086;5431695;54;;798,89;2021;225;4;16;Pitfall;5;2;33;12;2;5;1;1;0;0;0;6;56;open_dry;17,97
789;WB62_T13;WB_62_T13;WB62;frozen;818086;5431695;54;;798,89;2021;222;4;13;Pitfall;5;3;7;32;0;0;0;0;0;0;0;3;42;open_dry;14,59
793;WB62_T58;WB_62_T58;WB62;frozen;818086;5431695;54;;798,89;2021;267;5;58;Pitfall;0;0;1;0;0;0;0;0;0;0;0;1;1;open_dry;8,64
800;WB63_T23;WB_63_T23;WB63;fresh;819489;5433509;95;;994,35;2021;232;2;23;Pitfall;15;3;4;0;0;0;0;0;0;0;0;2;7;closed_dry;12,85
799;WB63_T16;WB_63_T16;WB63;fresh;819489;5433509;95;;994,35;2021;225;2;16;Pitfall;5;5;17;2;0;10;0;0;0;0;0;3;34;closed_dry;17,15272727
798;WB63_T13;WB_63_T13;WB63;fresh;819489;5433509;95;;994,35;2021;222;2;13;Pitfall;5;5;6;2;0;5;0;1;0;0;0;4;19;closed_dry;14,22
797;WB63_T9;WB_63_T9;WB63;fresh;819489;5433509;95;;994,35;2021;218;2;9;Pitfall;200;0;5;0;0;0;0;0;0;0;0;1;5;closed_dry;13,175
796;WB63_T6;WB_63_T6;WB63;fresh;819489;5433509;95;;994,35;2021;215;2;6;Pitfall;0;0;0;0;0;1;0;0;1;0;0;2;2;closed_dry;12,91166667
795;WB63_T4;WB_63_T4;WB63;fresh;819489;5433509;95;;994,35;2021;213;2;4;Pitfall;0;1;0;0;0;3;0;0;0;0;0;2;4;closed_dry;17,06833333
794;WB63_T2;WB_63_T2;WB63;fresh;819489;5433509;95;95;994,35;2021;211;2;2;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_dry;16,08666667
802;WB63_T58;WB_63_T58;WB63;fresh;819489;5433509;95;;994,35;2021;267;3;58;Pitfall;5;0;0;0;0;4;0;0;0;0;0;1;4;closed_dry;8,78
801;WB63_T30;WB_63_T30;WB63;fresh;819489;5433509;95;;994,35;2021;239;3;30;Pitfall;5;0;3;0;0;1;0;0;0;0;0;2;4;closed_dry;11,04666667
803;WB64_T2;WB_64_T2;WB64;frozen;819385;5433955;53;53;1030,85;2021;211;2;2;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_wet;15,43
804;WB64_T4;WB_64_T4;WB64;frozen;819385;5433955;53;;1030,85;2021;213;2;4;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_wet;16,8
805;WB64_T6;WB_64_T6;WB64;frozen;819385;5433955;53;;1030,85;2021;215;3;6;Pitfall;0;0;0;1;0;0;0;0;0;0;0;1;1;open_wet;11,91
809;WB64_T23;WB_64_T23;WB64;frozen;819385;5433955;53;;1030,85;2021;232;4;23;Pitfall;0;0;1;0;0;0;0;0;0;0;0;1;1;open_wet;11,38
808;WB64_T16;WB_64_T16;WB64;frozen;819385;5433955;53;;1030,85;2021;225;4;16;Pitfall;30;2;3;4;1;3;0;0;0;0;0;5;13;open_wet;17,09
807;WB64_T13;WB_64_T13;WB64;frozen;819385;5433955;53;;1030,85;2021;222;4;13;Pitfall;10;0;6;4;0;0;0;0;0;0;0;2;10;open_wet;13,57
806;WB64_T9;WB_64_T9;WB64;frozen;819385;5433955;53;;1030,85;2021;218;4;9;Pitfall;50;2;1;0;0;0;0;0;0;0;0;2;3;open_wet;12,23
811;WB64_T58;WB_64_T58;WB64;frozen;819385;5433955;53;;1030,85;2021;267;5;58;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_wet;8,58
810;WB64_T30;WB_64_T30;WB64;frozen;819385;5433955;53;;1030,85;2021;239;5;30;Pitfall;0;0;0;0;0;1;0;0;0;0;0;1;1;open_wet;9,87
