ID,language,timestamp,Date,Time,age,location,Firegion,RespSex,HouseHoldSize,ORIG_HouseHoldSize,UnPSunF,PSunF,OatCer,Nuts,Fat,FruBer,Bread,Insects,Pigfat,Game,Fatcakes,Seedmix,OatPorMue,OatSheaf,leftover_fish_pota,NoFood,ORIG_OtherFood,FeedChange_NOchange,FeedChange_YES_started_5y,FeedChange_YES_stopped,FeedChange_YES_more,FeedChange_YES_less,FeedChange_YES_longer,FeedChange_YES_shorter,FeedChange_Change_quality,Conflicting,Check,WhyChange_NoReason,WhyChange_Expenses,WhyChange_MoreBirds,WhyChange_Timing,WhyChange_NewLocation,WhyStop_LackOfTime,WhyStop_NotMaintain,WhyStop_HighFoodConsumption,WhyStop_HighPrice,WhyStop_Neighbours,WhyStop_HousingRules,WhyStop_AuthoritiesRules,WhyStop_BirdWatchers,WhyStop_LackOfSnow,WhyStop_Diseases,WhyStop_Magpies,WhyStop_Cats,WhyStop_Dogs,WhyStop_Ravens,WhyStop_Jackdaws,WhyStop_Jays,WhyStop_Squirrels,WhyStop_Deer,WhyStop_Rats,WhyStop_Woodpeckers,WhyStop_Crows,freeze,snow,AllWinter,ground,summer,OnlyBirds,Birdwatch,CLASS_OpenRespChanges
12576,F,14/03/2021 15.36,14-03-2021,15.36.10,41-50 years,City/urban area,Northern Finland north from Tornio and Kuusamo,Man,5,5,I do not offer sunflower seeds with peels,1-20 kg,I do not offer oat or other grain,I do not offer nuts,1-2 sticks or less than 5 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I somewhat agree,I agree,I disagree,I disagree,I somewhat agree,Regularly,2
12577,F,19/02/2021 16.22,19-02-2021,16.22.27,41-50 years,City/urban area,Northern Finland north from Tornio and Kuusamo,Woman,5,5,I do not offer sunflower seeds with peels,21-40 kg,I do not offer oat or other grain,I do not offer nuts,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I somewhat disagree,I agree,I agree,I disagree,I somewhat disagree,Regularly,0
12578,F,13/03/2021 21.20,13-03-2021,21.20.50,41-50 years,City/urban area,Northern Finland north from Tornio and Kuusamo,Woman,5,5,I do not offer sunflower seeds with peels,21-40 kg,I do not offer oat or other grain,1-20 kg,3-5 sticks or 5-20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I somewhat agree,I agree,I do not agree or disagree,I somewhat disagree,I somewhat agree,Regularly,0
12579,F,13/03/2021 22.48,13-03-2021,22.48.12,41-50 years,City/urban area,Northern Finland north from Tornio and Kuusamo,Woman,5,5,I do not offer sunflower seeds with peels,I do not offer peeled sunflower seeds,I do not offer oat or other grain,I do not offer nuts,I do not offer fat or tallow,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rarely or never,NA
12580,F,15/03/2021 12.54,15-03-2021,12.54.42,41-50 years,City/urban area,Northern Finland north from Tornio and Kuusamo,Woman,5,5,I do not offer sunflower seeds with peels,1-20 kg,1-20 kg,I do not offer nuts,3-5 sticks or 5-20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I agree,I agree,I disagree,I disagree,I agree,Occasionally,NA
12581,F,14/03/2021 21.59,14-03-2021,21.59.10,41-50 years,City/urban area,NA,Woman,5,5,I do not offer sunflower seeds with peels,I do not offer peeled sunflower seeds,I do not offer oat or other grain,I do not offer nuts,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I disagree,I disagree,I agree,I disagree,I disagree,I disagree,Occasionally,0
12582,F,15/02/2021 14.31,15-02-2021,14.31.59,51-60 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Man,5,Viisi,I do not offer sunflower seeds with peels,1-20 kg,1-20 kg,1-20 kg,over 5 sticks or over 20 fat balls,less than 1 kg,1-2 breads,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat disagree,I somewhat disagree,I agree,I somewhat disagree,I somewhat agree,I disagree,Regularly,NA
12583,F,05/03/2021 23.44,05-03-2021,23.44.43,41-50 years,Rural area,South-Finland south from Pori-Tampere-Mikkeli,Woman,6,6,I do not offer sunflower seeds with peels,1-20 kg,I do not offer oat or other grain,1-20 kg,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,NA,NA,NA,NA,I agree,Regularly,0
12584,F,13/03/2021 20.46,13-03-2021,20.46.00,61-70 years,Rural area,South-Finland south from Pori-Tampere-Mikkeli,Man,6,6,I do not offer sunflower seeds with peels,1-20 kg,I do not offer oat or other grain,1-20 kg,1-2 sticks or less than 5 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I do not agree or disagree,I agree,I do not agree or disagree,I agree,I agree,Occasionally,0
12585,F,13/03/2021 23.20,13-03-2021,23.20.38,41-50 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Man,6,6,I do not offer sunflower seeds with peels,1-20 kg,1-20 kg,1-20 kg,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I disagree,I disagree,I agree,I agree,I disagree,I disagree,Occasionally,0
12586,F,05/03/2021 13.29,05-03-2021,13.29.04,61-70 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Woman,6,6,I do not offer sunflower seeds with peels,1-20 kg,1-20 kg,21-40 kg,3-5 sticks or 5-20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I somewhat disagree,I somewhat agree,I somewhat disagree,I disagree,I somewhat disagree,Occasionally,1
12587,F,13/03/2021 20.13,13-03-2021,20.13.47,31-40 years,Rural area,South-Finland south from Pori-Tampere-Mikkeli,Woman,6,6,I do not offer sunflower seeds with peels,I do not offer peeled sunflower seeds,I do not offer oat or other grain,I do not offer nuts,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I somewhat agree,I agree,I disagree,I disagree,I somewhat agree,Regularly,0
12588,F,14/03/2021 12.02,14-03-2021,12.02.42,31-40 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Woman,6,6,I do not offer sunflower seeds with peels,I do not offer peeled sunflower seeds,I do not offer oat or other grain,I do not offer nuts,3-5 sticks or 5-20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I do not agree or disagree,I do not agree or disagree,I do not agree or disagree,I do not agree or disagree,I do not agree or disagree,I do not agree or disagree,Regularly,0
12589,F,14/03/2021 16.36,14-03-2021,16.36.55,41-50 years,Rural area,South-Finland south from Pori-Tampere-Mikkeli,Woman,6,6,I do not offer sunflower seeds with peels,21-40 kg,I do not offer oat or other grain,I do not offer nuts,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I disagree,I agree,I disagree,I disagree,I somewhat disagree,Regularly,0
12590,F,14/03/2021 1.59,14-03-2021,1.59.31,51-60 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Man,6,6,I do not offer sunflower seeds with peels,I do not offer peeled sunflower seeds,I do not offer oat or other grain,I do not offer nuts,I do not offer fat or tallow,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Occasionally,0
12591,F,02/03/2021 17.59,02-03-2021,17.59.35,41-50 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Woman,6,6,I do not offer sunflower seeds with peels,I do not offer peeled sunflower seeds,I do not offer oat or other grain,I do not offer nuts,I do not offer fat or tallow,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Occasionally,NA
12592,F,13/03/2021 21.11,13-03-2021,21.11.27,61-70 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Man,6,6,I do not offer sunflower seeds with peels,I do not offer peeled sunflower seeds,I do not offer oat or other grain,I do not offer nuts,I do not offer fat or tallow,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,I somewhat disagree,I somewhat disagree,I agree,I somewhat disagree,I somewhat disagree,I somewhat agree,Regularly,NA
12593,F,02/03/2021 20.59,02-03-2021,20.59.39,31-40 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Woman,6,6,I do not offer sunflower seeds with peels,I do not offer peeled sunflower seeds,I do not offer oat or other grain,1-20 kg,3-5 sticks or 5-20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,I somewhat agree,I disagree,I somewhat agree,I somewhat agree,I disagree,I somewhat disagree,Regularly,NA
12594,F,14/03/2021 13.25,14-03-2021,13.25.41,41-50 years,Rural area,South-Finland south from Pori-Tampere-Mikkeli,Woman,6,6,I do not offer sunflower seeds with peels,21-40 kg,1-20 kg,21-40 kg,3-5 sticks or 5-20 fat balls,less than 1 kg,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I do not agree or disagree,I somewhat disagree,I agree,I agree,I somewhat disagree,I disagree,Occasionally,0
12595,F,13/03/2021 21.59,13-03-2021,21.59.13,31-40 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Woman,6,6,I do not offer sunflower seeds with peels,21-40 kg,I do not offer oat or other grain,I do not offer nuts,1-2 sticks or less than 5 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I agree,I agree,I disagree,I disagree,I somewhat agree,Occasionally,0
12596,F,15/03/2021 19.24,15-03-2021,19.24.31,31-40 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Woman,6,6,I do not offer sunflower seeds with peels,21-40 kg,1-20 kg,21-40 kg,3-5 sticks or 5-20 fat balls,less than 1 kg,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I somewhat disagree,I agree,I somewhat disagree,I somewhat disagree,I somewhat disagree,Regularly,0
12597,F,01/03/2021 15.11,01-03-2021,15.11.57,41-50 years,Rural area,South-Finland south from Pori-Tampere-Mikkeli,I do not want to tell,6,6,I do not offer sunflower seeds with peels,21-40 kg,I do not offer oat or other grain,over 40 kg,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat disagree,I disagree,I agree,I somewhat agree,I somewhat disagree,I disagree,Regularly,0
12598,F,13/03/2021 20.39,13-03-2021,20.39.02,51-60 years,Rural area,South-Finland south from Pori-Tampere-Mikkeli,Woman,6,6,I do not offer sunflower seeds with peels,1-20 kg,1-20 kg,1-20 kg,over 5 sticks or over 20 fat balls,less than 1 kg,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I do not agree or disagree,I agree,I do not agree or disagree,I do not agree or disagree,I do not agree or disagree,Rarely or never,0
12599,F,14/03/2021 0.28,14-03-2021,0.28.39,41-50 years,Rural area,South-Finland south from Pori-Tampere-Mikkeli,Woman,6,6,I do not offer sunflower seeds with peels,1-20 kg,1-20 kg,1-20 kg,3-5 sticks or 5-20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat disagree,I disagree,I somewhat agree,I disagree,I disagree,I somewhat agree,Occasionally,0
12600,F,14/03/2021 11.56,14-03-2021,11.56.12,31-40 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Woman,6,6,I do not offer sunflower seeds with peels,I do not offer peeled sunflower seeds,I do not offer oat or other grain,I do not offer nuts,1-2 sticks or less than 5 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I somewhat disagree,I somewhat agree,I disagree,I disagree,I somewhat agree,Occasionally,1
12601,F,02/03/2021 20.17,02-03-2021,20.17.55,31-40 years,Rural area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Woman,6,6,I do not offer sunflower seeds with peels,1-20 kg,I do not offer oat or other grain,I do not offer nuts,over 5 sticks or over 20 fat balls,less than 1 kg,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I disagree,I agree,I somewhat disagree,I disagree,I disagree,Occasionally,0
12602,F,13/03/2021 20.46,13-03-2021,20.46.03,41-50 years,City/urban area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Man,6,6,I do not offer sunflower seeds with peels,1-20 kg,1-20 kg,1-20 kg,3-5 sticks or 5-20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I somewhat disagree,I agree,I somewhat disagree,I disagree,I agree,Occasionally,0
12603,F,15/03/2021 17.59,15-03-2021,17.59.21,41-50 years,Rural area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Woman,6,6,I do not offer sunflower seeds with peels,I do not offer peeled sunflower seeds,21-40 kg,I do not offer nuts,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,3-5 breads,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I disagree,I agree,I agree,I disagree,I somewhat disagree,Regularly,0
12604,F,14/03/2021 10.40,14-03-2021,10.40.17,31-40 years,City/urban area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Man,6,6,I do not offer sunflower seeds with peels,21-40 kg,I do not offer oat or other grain,1-20 kg,3-5 sticks or 5-20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I do not agree or disagree,I somewhat agree,I agree,I somewhat agree,I somewhat disagree,I agree,Occasionally,0
12605,F,29/01/2021 17.47,29-01-2021,17.47.38,41-50 years,Rural area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Woman,6,6,I do not offer sunflower seeds with peels,I do not offer peeled sunflower seeds,I do not offer oat or other grain,I do not offer nuts,I do not offer fat or tallow,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I agree,I agree,I disagree,I disagree,I disagree,Occasionally,0
12606,F,13/03/2021 20.42,13-03-2021,20.42.31,31-40 years,Rural area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Woman,6,6,I do not offer sunflower seeds with peels,I do not offer peeled sunflower seeds,I do not offer oat or other grain,I do not offer nuts,I do not offer fat or tallow,less than 1 kg,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I somewhat agree,I disagree,I disagree,I disagree,I agree,Rarely or never,NA
12607,F,16/03/2021 19.45,16-03-2021,19.45.52,31-40 years,City/urban area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Woman,6,6,I do not offer sunflower seeds with peels,I do not offer peeled sunflower seeds,I do not offer oat or other grain,I do not offer nuts,I do not offer fat or tallow,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I disagree,I agree,I disagree,I disagree,I agree,Occasionally,NA
12608,F,13/03/2021 22.22,13-03-2021,22.22.34,31-40 years,Rural area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Man,6,6,I do not offer sunflower seeds with peels,21-40 kg,1-20 kg,1-20 kg,3-5 sticks or 5-20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I agree,I agree,I agree,I do not agree or disagree,I somewhat agree,Regularly,0
12609,F,29/01/2021 21.49,29-01-2021,21.49.31,41-50 years,City/urban area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Woman,6,6,I do not offer sunflower seeds with peels,1-20 kg,1-20 kg,1-20 kg,3-5 sticks or 5-20 fat balls,less than 1 kg,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I somewhat disagree,I agree,I somewhat disagree,I disagree,I agree,Regularly,0
12610,F,14/03/2021 11.10,14-03-2021,11.10.42,41-50 years,City/urban area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Woman,6,6,I do not offer sunflower seeds with peels,I do not offer peeled sunflower seeds,I do not offer oat or other grain,I do not offer nuts,3-5 sticks or 5-20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I agree,I agree,I disagree,I disagree,I somewhat agree,Occasionally,NA
12611,F,13/03/2021 21.51,13-03-2021,21.51.41,51-60 years,NA,NA,Man,6,6,I do not offer sunflower seeds with peels,I do not offer peeled sunflower seeds,I do not offer oat or other grain,I do not offer nuts,I do not offer fat or tallow,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Regularly,NA
12612,F,14/03/2021 19.32,14-03-2021,19.32.20,31-40 years,NA,NA,Man,6,6,I do not offer sunflower seeds with peels,I do not offer peeled sunflower seeds,I do not offer oat or other grain,I do not offer nuts,I do not offer fat or tallow,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I do not agree or disagree,I do not agree or disagree,I do not agree or disagree,I do not agree or disagree,I do not agree or disagree,I do not agree or disagree,Regularly,NA
12613,F,03/03/2021 16.27,03-03-2021,16.27.30,61-70 years,Rural area,NA,Woman,6,6,I do not offer sunflower seeds with peels,21-40 kg,I do not offer oat or other grain,21-40 kg,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I disagree,I agree,I agree,I disagree,I disagree,Regularly,0
12614,F,13/03/2021 21.07,13-03-2021,21.07.16,51-60 years,City/urban area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Woman,6,Kuusi,I do not offer sunflower seeds with peels,21-40 kg,1-20 kg,1-20 kg,over 5 sticks or over 20 fat balls,less than 1 kg,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat disagree,I somewhat disagree,I agree,I agree,I somewhat disagree,I somewhat disagree,Occasionally,NA
12615,F,14/03/2021 18.17,14-03-2021,18.17.04,51-60 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Woman,7,7,I do not offer sunflower seeds with peels,I do not offer peeled sunflower seeds,1-20 kg,1-20 kg,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I do not agree or disagree,I agree,I disagree,I disagree,I somewhat disagree,Occasionally,NA
